Time(sec),AZSSG2REHDX18
171.0,-100.0
172.0,-100.0
173.0,-100.0
174.0,-100.0
175.0,-100.0
176.0,-100.0
177.0,-100.0
178.0,-100.0
179.0,-100.0
180.0,-100.0
181.0,-100.0
182.0,-100.0
183.0,-100.0
184.0,-100.0
185.0,-100.0
186.0,-100.0
187.0,-100.0
188.0,-100.0
189.0,-100.0
190.0,-100.0
191.0,-100.0
192.0,-100.0
193.0,-100.0
194.0,-100.0
195.0,-100.0
196.0,-100.0
197.0,-100.0
198.0,-100.0
199.0,-100.0
200.0,-100.0
201.0,-100.0
202.0,-100.0
203.0,-100.0
204.0,-100.0
205.0,-100.0
206.0,-100.0
207.0,-100.0
208.0,-100.0
209.0,-100.0
210.0,-100.0
211.0,-100.0
212.0,-100.0
213.0,-100.0
214.0,-100.0
215.0,-100.0
216.0,-100.0
217.0,-100.0
218.0,-100.0
219.0,-100.0
220.0,-100.0
221.0,-100.0
222.0,-100.0
223.0,-100.0
224.0,-100.0
225.0,-100.0
226.0,-100.0
227.0,-100.0
228.0,-100.0
229.0,-100.0
230.0,-100.0
231.0,-100.0
232.0,-100.0
233.0,-100.0
234.0,-100.0
235.0,-100.0
236.0,-100.0
237.0,-100.0
238.0,-100.0
239.0,-100.0
240.0,-100.0
241.0,-100.0
242.0,-100.0
243.0,-100.0
244.0,-100.0
245.0,-100.0
246.0,-100.0
247.0,-100.0
248.0,-100.0
249.0,-99.4
250.0,-91.53333333333333
251.0,-86.0
252.0,-86.0
253.0,-78.47428571428571
254.0,-80.565
255.0,-82.5
256.0,-82.5
257.0,-82.5
258.0,-82.5
259.0,-82.5
260.0,-85.25
261.0,-93.0
262.0,-93.0
263.0,-93.0
264.0,-85.34857142857143
265.0,-84.0
266.0,-84.0
267.0,-84.0
268.0,-82.10842105263158
269.0,-77.21052631578948
270.0,-76.22105263157894
271.0,-75.98660714285714
272.0,-75.66517857142857
273.0,-75.21875
274.0,-74.77232142857143
275.0,-74.32589285714286
276.0,-73.87946428571429
277.0,-70.34900793650795
278.0,-68.11111111111111
279.0,-67.72222222222223
280.0,-67.55555555555556
281.0,-67.55555555555556
282.0,-67.0
283.0,-67.0
284.0,-67.0
285.0,-67.0
286.0,-67.0
287.0,-67.0
288.0,-67.0
289.0,-67.0
290.0,-67.0
291.0,-67.0
292.0,-67.0
293.0,-67.0
294.0,-67.0
295.0,-67.0
296.0,-67.0
297.0,-67.0
298.0,-67.0
299.0,-67.0
300.0,-67.0
301.0,-67.0
302.0,-67.0
303.0,-67.0
304.0,-67.0
305.0,-67.0
306.0,-67.0
307.0,-67.0
308.0,-67.0
309.0,-67.0
310.0,-67.0
311.0,-67.0
312.0,-67.0
313.0,-67.0
314.0,-67.0
315.0,-67.0
316.0,-67.0
317.0,-67.0
318.0,-67.0
319.0,-67.0
320.0,-67.0
321.0,-67.0
322.0,-67.0
323.0,-67.0
324.0,-67.0
325.0,-67.0
326.0,-67.0
327.0,-67.0
328.0,-67.0
329.0,-67.0
330.0,-67.0
331.0,-67.0
332.0,-67.0
333.0,-67.0
334.0,-67.0
335.0,-67.0
336.0,-67.0
337.0,-67.0
338.0,-67.0
339.0,-67.0
340.0,-67.0
341.0,-67.0
342.0,-67.0
343.0,-67.0
344.0,-67.0
345.0,-67.0
346.0,-67.0
347.0,-67.0
348.0,-67.0
349.0,-67.0
350.0,-67.0
351.0,-66.95263157894736
352.0,-66.32894736842105
353.0,-62.91842105263159
354.0,-58.0
355.0,-58.0
356.0,-58.0
357.0,-58.0
358.0,-58.0
359.0,-58.0
360.0,-58.0
361.0,-58.0
362.0,-58.0
363.0,-58.0
364.0,-58.0
365.0,-58.0
366.0,-58.0
367.0,-58.0
368.0,-58.0
369.0,-58.0
370.0,-58.0
371.0,-58.0
372.0,-58.0
373.0,-58.0
374.0,-58.0
375.0,-58.0
376.0,-58.0
377.0,-46.09712797619047
378.0,-27.07407407407407
379.0,-22.537037037037035
380.0,-18.0
381.0,4.497619047619048
382.0,13.0
383.0,13.0
384.0,13.0
385.0,13.0
386.0,13.0
387.0,13.0
388.0,13.0
389.0,13.0
390.0,13.0
391.0,13.0
392.0,13.0
393.0,13.0
394.0,13.0
395.0,13.0
396.0,13.0
397.0,13.0
398.0,13.0
399.0,13.0
400.0,13.0
401.0,13.0
402.0,13.0
403.0,13.0
404.0,13.0
405.0,13.0
406.0,13.0
407.0,13.0
408.0,13.0
409.0,13.0
410.0,13.0
411.0,13.0
412.0,13.0
413.0,13.0
414.0,13.0
415.0,13.0
416.0,13.0
417.0,13.0
418.0,13.0
419.0,11.053571428571429
420.0,-17.359523809523807
421.0,-19.428571428571427
422.0,-19.428571428571427
423.0,-19.428571428571427
424.0,-19.428571428571427
425.0,-19.428571428571427
426.0,-19.428571428571427
427.0,-19.428571428571427
428.0,-19.428571428571427
429.0,-19.428571428571427
430.0,-29.66815476190476
431.0,-36.0
432.0,-36.0
433.0,-36.0
434.0,-36.0
435.0,-36.0
436.0,-36.0
437.0,-36.0
438.0,-36.0
439.0,-36.0
440.0,-36.0
441.0,-36.0
442.0,-36.0
443.0,-36.0
444.0,-36.0
445.0,-36.0
446.0,-36.0
447.0,-36.0
448.0,-36.0
449.0,-36.0
450.0,-36.0
451.0,-36.0
452.0,-36.0
453.0,-36.0
454.0,-36.0
455.0,-36.0
456.0,-36.0
457.0,-36.0
458.0,-36.0
459.0,-36.0
460.0,-36.0
461.0,-36.0
462.0,-36.0
463.0,-36.0
464.0,-36.0
465.0,-36.0
466.0,-36.0
467.0,-36.0
468.0,-36.0
469.0,-36.0
470.0,-36.0
471.0,-36.0
472.0,-36.0
473.0,-36.0
474.0,-36.0
475.0,-36.0
476.0,-36.0
477.0,-36.0
478.0,-36.0
479.0,-36.0
480.0,-36.0
481.0,-36.0
482.0,-36.0
483.0,-36.0
484.0,-36.0
485.0,-36.0
486.0,-36.0
487.0,-36.0
488.0,-36.0
489.0,-36.0
490.0,-36.0
491.0,-36.0
492.0,-36.0
493.0,-36.0
494.0,-36.0
495.0,-36.0
496.0,-36.0
497.0,-36.0
498.0,-36.0
499.0,-36.0
500.0,-36.0
501.0,-36.0
502.0,-36.0
503.0,-36.0
504.0,-36.0
505.0,-36.0
506.0,-36.0
507.0,-36.0
508.0,-36.0
509.0,-36.0
510.0,-36.0
511.0,-36.0
512.0,-36.0
513.0,-36.0
514.0,-36.0
515.0,-36.0
516.0,-36.0
517.0,-36.0
518.0,-36.0
519.0,-36.0
520.0,-36.0
521.0,-36.0
522.0,-22.646313131313132
523.0,0.9706896551724139
524.0,9.785550082101807
525.0,15.0
526.0,15.0
527.0,15.0
528.0,15.0
529.0,15.0
530.0,15.0
531.0,15.0
532.0,15.0
533.0,15.0
534.0,15.0
535.0,15.0
536.0,15.0
537.0,15.0
538.0,15.0
539.0,15.0
540.0,9.311666666666667
541.0,-45.409642857142856
542.0,-71.0
543.0,-71.0
544.0,-72.73933333333333
545.0,-98.59083333333334
546.0,-100.0
547.0,-100.0
548.0,-100.0
549.0,-100.0
550.0,-100.0
551.0,-100.0
552.0,-100.0
553.0,-100.0
554.0,-100.0
555.0,-100.0
556.0,-100.0
557.0,-100.0
558.0,-100.0
559.0,-100.0
560.0,-100.0
561.0,-100.0
562.0,-100.0
563.0,-100.0
564.0,-100.0
565.0,-100.0
566.0,-100.0
567.0,-100.0
568.0,-100.0
569.0,-100.0
570.0,-100.0
571.0,-100.0
572.0,-100.0
573.0,-100.0
574.0,-100.0
575.0,-100.0
576.0,-100.0
577.0,-100.0
578.0,-100.0
579.0,-100.0
580.0,-100.0
581.0,-100.0
582.0,-100.0
583.0,-100.0
584.0,-100.0
