Time(sec),AN26GE0GN8DP0
201.0,100.0
202.0,100.0
203.0,100.0
204.0,100.0
205.0,100.0
206.0,100.0
207.0,100.0
208.0,100.0
209.0,100.0
210.0,100.0
211.0,100.0
212.0,100.0
213.0,100.0
214.0,100.0
215.0,100.0
216.0,100.0
217.0,100.0
218.0,100.0
219.0,100.0
220.0,100.0
221.0,100.0
222.0,100.0
223.0,100.0
224.0,100.0
225.0,100.0
226.0,100.0
227.0,100.0
228.0,100.0
229.0,100.0
230.0,100.0
231.0,100.0
232.0,100.0
233.0,100.0
234.0,100.0
235.0,100.0
236.0,100.0
237.0,100.0
238.0,100.0
239.0,100.0
240.0,100.0
241.0,100.0
242.0,100.0
243.0,100.0
244.0,100.0
245.0,100.0
246.0,100.0
247.0,100.0
248.0,100.0
249.0,100.0
250.0,100.0
251.0,100.0
252.0,100.0
253.0,100.0
254.0,100.0
255.0,100.0
256.0,100.0
257.0,100.0
258.0,100.0
259.0,100.0
260.0,100.0
261.0,100.0
262.0,83.37833333333333
263.0,31.486666666666668
264.0,8.246666666666666
265.0,-13.05
266.0,-33.30833333333333
267.0,-54.57833333333333
268.0,-78.32333333333334
269.0,-97.52481651376146
270.0,-99.02637614678899
271.0,-99.0493119266055
272.0,-99.07224770642202
273.0,-99.09518348623854
274.0,-99.11811926605505
275.0,-99.14105504587157
276.0,-99.16399082568807
277.0,-99.18692660550458
278.0,-99.20986238532109
279.0,-99.23279816513761
280.0,-99.25573394495413
281.0,-99.27866972477065
282.0,-99.30160550458716
283.0,-99.32454128440368
284.0,-99.34747706422019
285.0,-99.3704128440367
286.0,-99.39334862385321
287.0,-99.41628440366972
288.0,-99.43922018348624
289.0,-99.46215596330276
290.0,-99.48509174311927
291.0,-99.50802752293578
292.0,-99.5309633027523
293.0,-99.5538990825688
294.0,-99.57683486238531
295.0,-99.59977064220183
296.0,-99.62270642201835
297.0,-99.64564220183486
298.0,-99.66857798165138
299.0,-99.69151376146789
300.0,-99.7144495412844
301.0,-99.73738532110092
302.0,-99.76032110091742
303.0,-99.78325688073394
304.0,-99.80619266055047
305.0,-99.82912844036697
306.0,-99.8520642201835
307.0,-99.875
308.0,-99.8979357798165
309.0,-99.92087155963303
310.0,-99.94380733944953
311.0,-99.96674311926606
312.0,-99.98967889908258
313.0,-100.0
314.0,-100.0
315.0,-100.0
316.0,-100.0
317.0,-100.0
318.0,-100.0
319.0,-100.0
320.0,-100.0
321.0,-100.0
322.0,-100.0
323.0,-100.0
324.0,-100.0
325.0,-100.0
326.0,-100.0
327.0,-100.0
328.0,-100.0
329.0,-100.0
330.0,-100.0
331.0,-100.0
332.0,-100.0
333.0,-100.0
334.0,-100.0
335.0,-100.0
336.0,-100.0
337.0,-100.0
338.0,-100.0
339.0,-100.0
340.0,-100.0
341.0,-100.0
342.0,-100.0
343.0,-100.0
344.0,-100.0
345.0,-100.0
346.0,-100.0
347.0,-100.0
348.0,-100.0
349.0,-100.0
350.0,-100.0
351.0,-100.0
352.0,-100.0
353.0,-100.0
354.0,-100.0
355.0,-100.0
356.0,-100.0
357.0,-100.0
358.0,-100.0
359.0,-100.0
360.0,-100.0
361.0,-100.0
362.0,-100.0
363.0,-100.0
364.0,-100.0
365.0,-100.0
366.0,-100.0
367.0,-100.0
368.0,-100.0
369.0,-100.0
370.0,-100.0
371.0,-100.0
372.0,-100.0
373.0,-100.0
374.0,-100.0
375.0,-100.0
376.0,-100.0
377.0,-100.0
378.0,-100.0
379.0,-100.0
380.0,-100.0
381.0,-100.0
382.0,-100.0
383.0,-100.0
384.0,-100.0
385.0,-100.0
386.0,-100.0
387.0,-100.0
388.0,-79.85208333333334
389.0,-34.51122866390146
390.0,4.227994791156556
391.0,41.54136363636364
392.0,78.05666666666667
393.0,99.42641509433962
394.0,99.76415094339623
395.0,99.94716981132076
396.0,100.0
397.0,100.0
398.0,100.0
399.0,100.0
400.0,100.0
401.0,100.0
402.0,99.94500000000001
403.0,86.08941391941391
404.0,62.858333333333334
405.0,38.33517857142857
406.0,14.492142857142857
407.0,-9.919166666666666
408.0,-34.42
409.0,-58.52166666666667
410.0,-83.725
411.0,-98.85420560747664
412.0,-99.01577102803739
413.0,-99.02745327102804
414.0,-99.03913551401868
415.0,-99.05081775700936
416.0,-99.0625
417.0,-99.07418224299064
418.0,-99.08586448598132
419.0,-99.09754672897196
420.0,-99.10922897196261
421.0,-99.12091121495328
422.0,-99.13259345794393
423.0,-99.14427570093457
424.0,-99.15595794392524
425.0,-99.16764018691589
426.0,-99.17932242990653
427.0,-99.19100467289721
428.0,-99.20268691588785
429.0,-99.2143691588785
430.0,-99.22605140186916
431.0,-99.23773364485982
432.0,-99.24941588785046
433.0,-99.26109813084113
434.0,-99.27278037383178
435.0,-99.28446261682242
436.0,-99.29614485981308
437.0,-99.30782710280373
438.0,-99.31950934579439
439.0,-99.33119158878505
440.0,-99.34287383177569
441.0,-99.35455607476635
442.0,-99.36623831775701
443.0,-99.37792056074765
444.0,-99.38960280373831
445.0,-99.40128504672897
446.0,-99.41296728971962
447.0,-99.42464953271028
448.0,-99.43633177570094
449.0,-99.44801401869158
450.0,-99.45969626168224
451.0,-99.4713785046729
452.0,-99.48306074766354
453.0,-99.4947429906542
454.0,-99.50642523364486
455.0,-99.5181074766355
456.0,-99.52978971962617
457.0,-99.54147196261682
458.0,-99.55315420560747
459.0,-99.56483644859813
460.0,-99.57651869158879
461.0,-99.58820093457943
462.0,-99.59988317757009
463.0,-99.61156542056075
464.0,-99.6232476635514
465.0,-99.63492990654206
466.0,-99.64661214953271
467.0,-99.65829439252336
468.0,-99.66997663551402
469.0,-99.68165887850468
470.0,-99.69334112149532
471.0,-99.70502336448598
472.0,-99.71670560747664
473.0,-99.72838785046729
474.0,-99.74007009345794
475.0,-99.7517523364486
476.0,-99.76343457943925
477.0,-99.77511682242991
478.0,-99.78679906542057
479.0,-99.79848130841121
480.0,-99.81016355140187
481.0,-99.82184579439253
482.0,-99.83352803738318
483.0,-99.84521028037383
484.0,-99.8568925233645
485.0,-99.86857476635514
486.0,-99.8802570093458
487.0,-99.89193925233646
488.0,-99.9036214953271
489.0,-99.91530373831776
490.0,-99.92698598130842
491.0,-99.93866822429906
492.0,-99.95035046728972
493.0,-99.96203271028038
494.0,-99.97371495327103
495.0,-99.98539719626169
496.0,-99.99672897196263
497.0,-100.0
498.0,-100.0
499.0,-100.0
500.0,-100.0
501.0,-100.0
502.0,-100.0
503.0,-100.0
504.0,-100.0
505.0,-100.0
506.0,-100.0
507.0,-100.0
508.0,-100.0
509.0,-100.0
510.0,-100.0
511.0,-100.0
512.0,-100.0
513.0,-100.0
514.0,-100.0
515.0,-100.0
516.0,-100.0
517.0,-100.0
518.0,-100.0
519.0,-100.0
520.0,-100.0
521.0,-100.0
522.0,-100.0
523.0,-100.0
524.0,-100.0
525.0,-100.0
526.0,-100.0
527.0,-100.0
528.0,-100.0
529.0,-100.0
530.0,-100.0
531.0,-100.0
532.0,-100.0
533.0,-100.0
534.0,-100.0
535.0,-100.0
536.0,-100.0
537.0,-100.0
538.0,-100.0
539.0,-100.0
540.0,-100.0
541.0,-100.0
542.0,-100.0
543.0,-100.0
544.0,-100.0
545.0,-100.0
546.0,-100.0
547.0,-100.0
548.0,-100.0
549.0,-100.0
550.0,-100.0
551.0,-100.0
552.0,-100.0
553.0,-100.0
554.0,-100.0
555.0,-100.0
556.0,-100.0
557.0,-100.0
558.0,-100.0
559.0,-100.0
560.0,-100.0
561.0,-100.0
562.0,-100.0
563.0,-100.0
564.0,-100.0
565.0,-100.0
566.0,-100.0
567.0,-100.0
568.0,-100.0
569.0,-100.0
570.0,-100.0
571.0,-100.0
572.0,-100.0
573.0,-100.0
574.0,-100.0
575.0,-100.0
576.0,-100.0
577.0,-100.0
578.0,-100.0
579.0,-100.0
580.0,-100.0
581.0,-100.0
582.0,-100.0
583.0,-100.0
584.0,-100.0
585.0,-100.0
586.0,-100.0
587.0,-100.0
588.0,-100.0
589.0,-100.0
590.0,-100.0
591.0,-100.0
592.0,-100.0
593.0,-100.0
594.0,-100.0
595.0,-100.0
596.0,-100.0
597.0,-100.0
598.0,-100.0
599.0,-100.0
600.0,-100.0
601.0,-100.0
602.0,-100.0
603.0,-100.0
604.0,-100.0
605.0,-100.0
606.0,-100.0
607.0,-100.0
608.0,-100.0
609.0,-100.0
610.0,-100.0
611.0,-100.0
612.0,-100.0
613.0,-100.0
614.0,-100.0
615.0,-100.0
616.0,-100.0
617.0,-100.0
618.0,-100.0
619.0,-100.0
620.0,-100.0
621.0,-100.0
622.0,-100.0
623.0,-100.0
624.0,-100.0
625.0,-100.0
626.0,-100.0
627.0,-100.0
628.0,-100.0
629.0,-100.0
630.0,-100.0
631.0,-100.0
632.0,-97.29333333333334
633.0,-75.58666666666667
634.0,-51.404999999999994
635.0,-30.119999999999997
636.0,-7.883333333333333
637.0,14.226666666666668
638.0,38.608333333333334
639.0,62.49166666666666
640.0,85.81333333333333
641.0,98.5
642.0,98.5
643.0,98.5
644.0,98.5
645.0,98.5
646.0,98.5
647.0,98.5
648.0,98.5
649.0,98.5
650.0,98.5
651.0,97.36666666666666
652.0,90.79166666666667
653.0,84.68666666666667
654.0,81.95833333333334
655.0,81.125
656.0,76.95
657.0,64.675
658.0,43.75677655677656
659.0,27.10989010989011
660.0,11.945054945054945
661.0,-3.219780219780218
662.0,-18.384615384615383
663.0,-33.54945054945055
664.0,-48.71428571428571
665.0,-63.879120879120876
666.0,-79.04395604395604
667.0,-92.6923076923077
668.0,-94.96703296703296
669.0,-94.96703296703296
670.0,-94.96703296703296
671.0,-94.96703296703296
672.0,-94.96703296703296
673.0,-94.96703296703296
674.0,-94.96703296703296
675.0,-94.96703296703296
676.0,-94.96703296703296
677.0,-96.02857142857142
678.0,-98.0
679.0,-98.0
680.0,-98.0
681.0,-98.0
682.0,-98.0
683.0,-98.0
684.0,-98.0
685.0,-98.0
686.0,-98.0
687.0,-98.0
688.0,-98.0
689.0,-98.0
690.0,-98.0
691.0,-98.0
692.0,-98.0
693.0,-98.0
694.0,-98.0
695.0,-98.0
