Time(sec),A3BPENSX5EVJ2
188.0,-100.0
189.0,-100.0
190.0,-100.0
191.0,-100.0
192.0,-100.0
193.0,-100.0
194.0,-100.0
195.0,-100.0
196.0,-100.0
197.0,-100.0
198.0,-100.0
199.0,-100.0
200.0,-100.0
201.0,-100.0
202.0,-100.0
203.0,-100.0
204.0,-100.0
205.0,-100.0
206.0,-100.0
207.0,-100.0
208.0,-100.0
209.0,-100.0
210.0,-100.0
211.0,-100.0
212.0,-100.0
213.0,-100.0
214.0,-100.0
215.0,-100.0
216.0,-100.0
217.0,-100.0
218.0,-100.0
219.0,-100.0
220.0,-100.0
221.0,-100.0
222.0,-100.0
223.0,-100.0
224.0,-100.0
225.0,-100.0
226.0,-100.0
227.0,-100.0
228.0,-100.0
229.0,-100.0
230.0,-100.0
231.0,-100.0
232.0,-100.0
233.0,-100.0
234.0,-100.0
235.0,-100.0
236.0,-100.0
237.0,-100.0
238.0,-100.0
239.0,-100.0
240.0,-100.0
241.0,-100.0
242.0,-100.0
243.0,-100.0
244.0,-100.0
245.0,-100.0
246.0,-100.0
247.0,-100.0
248.0,-100.0
249.0,-100.0
250.0,-100.0
251.0,-100.0
252.0,-100.0
253.0,-100.0
254.0,-100.0
255.0,-100.0
256.0,-100.0
257.0,-100.0
258.0,-100.0
259.0,-100.0
260.0,-100.0
261.0,-100.0
262.0,-100.0
263.0,-100.0
264.0,-100.0
265.0,-100.0
266.0,-100.0
267.0,-100.0
268.0,-100.0
269.0,-100.0
270.0,-100.0
271.0,-100.0
272.0,-100.0
273.0,-100.0
274.0,-100.0
275.0,-100.0
276.0,-100.0
277.0,-100.0
278.0,-100.0
279.0,-100.0
280.0,-100.0
281.0,-100.0
282.0,-100.0
283.0,-100.0
284.0,-100.0
285.0,-100.0
286.0,-100.0
287.0,-100.0
288.0,-100.0
289.0,-100.0
290.0,-100.0
291.0,-100.0
292.0,-100.0
293.0,-100.0
294.0,-100.0
295.0,-100.0
296.0,-100.0
297.0,-100.0
298.0,-100.0
299.0,-100.0
300.0,-100.0
301.0,-100.0
302.0,-100.0
303.0,-100.0
304.0,-100.0
305.0,-100.0
306.0,-100.0
307.0,-100.0
308.0,-100.0
309.0,-100.0
310.0,-100.0
311.0,-100.0
312.0,-100.0
313.0,-100.0
314.0,-100.0
315.0,-100.0
316.0,-100.0
317.0,-100.0
318.0,-100.0
319.0,-100.0
320.0,-100.0
321.0,-100.0
322.0,-100.0
323.0,-100.0
324.0,-100.0
325.0,-100.0
326.0,-100.0
327.0,-100.0
328.0,-100.0
329.0,-100.0
330.0,-100.0
331.0,-100.0
332.0,-100.0
333.0,-100.0
334.0,-100.0
335.0,-100.0
336.0,-100.0
337.0,-100.0
338.0,-100.0
339.0,-100.0
340.0,-100.0
341.0,-100.0
342.0,-100.0
343.0,-100.0
344.0,-100.0
345.0,-100.0
346.0,-100.0
347.0,-100.0
348.0,-100.0
349.0,-100.0
350.0,-100.0
351.0,-100.0
352.0,-100.0
353.0,-100.0
354.0,-100.0
355.0,-100.0
356.0,-100.0
357.0,-100.0
358.0,-100.0
359.0,-100.0
360.0,-100.0
361.0,-100.0
362.0,-100.0
363.0,-100.0
364.0,-100.0
365.0,-100.0
366.0,-100.0
367.0,-100.0
368.0,-100.0
369.0,-100.0
370.0,-100.0
371.0,-100.0
372.0,-100.0
373.0,-100.0
374.0,-100.0
375.0,-100.0
376.0,-100.0
377.0,-100.0
378.0,-100.0
379.0,-100.0
380.0,-100.0
381.0,-100.0
382.0,-100.0
383.0,-100.0
384.0,-100.0
385.0,-100.0
386.0,-100.0
387.0,-100.0
388.0,-100.0
389.0,-100.0
390.0,-100.0
391.0,-100.0
392.0,-100.0
393.0,-100.0
394.0,-100.0
395.0,-100.0
396.0,-100.0
397.0,-100.0
398.0,-100.0
399.0,-100.0
400.0,-100.0
401.0,-100.0
402.0,-100.0
403.0,-100.0
404.0,-100.0
405.0,-100.0
406.0,-100.0
407.0,-100.0
408.0,-100.0
409.0,-100.0
410.0,-100.0
411.0,-100.0
412.0,-100.0
413.0,-100.0
414.0,-100.0
415.0,-100.0
416.0,-100.0
417.0,-100.0
418.0,-100.0
419.0,-100.0
420.0,-100.0
421.0,-100.0
422.0,-100.0
423.0,-100.0
424.0,-100.0
425.0,-100.0
426.0,-100.0
427.0,-100.0
428.0,-100.0
429.0,-100.0
430.0,-100.0
431.0,-100.0
432.0,-100.0
433.0,-100.0
434.0,-100.0
435.0,-100.0
436.0,-100.0
437.0,-100.0
438.0,-100.0
439.0,-100.0
440.0,-100.0
441.0,-100.0
442.0,-100.0
443.0,-100.0
444.0,-100.0
445.0,-100.0
446.0,-100.0
447.0,-100.0
448.0,-100.0
449.0,-100.0
450.0,-100.0
451.0,-100.0
452.0,-100.0
453.0,-100.0
454.0,-100.0
455.0,-100.0
456.0,-100.0
457.0,-100.0
458.0,-100.0
459.0,-100.0
460.0,-100.0
461.0,-100.0
462.0,-100.0
463.0,-100.0
464.0,-100.0
465.0,-100.0
466.0,-100.0
467.0,-100.0
468.0,-100.0
469.0,-100.0
470.0,-100.0
471.0,-100.0
472.0,-100.0
473.0,-100.0
474.0,-100.0
475.0,-100.0
476.0,-100.0
477.0,-100.0
478.0,-100.0
479.0,-100.0
480.0,-100.0
481.0,-100.0
482.0,-100.0
483.0,-100.0
484.0,-100.0
485.0,-100.0
486.0,-100.0
487.0,-100.0
488.0,-100.0
489.0,-100.0
490.0,-100.0
491.0,-100.0
492.0,-100.0
493.0,-100.0
494.0,-100.0
495.0,-100.0
496.0,-100.0
497.0,-100.0
498.0,-100.0
499.0,-100.0
500.0,-100.0
501.0,-100.0
502.0,-100.0
503.0,-100.0
504.0,-100.0
505.0,-100.0
506.0,-100.0
507.0,-100.0
508.0,-100.0
509.0,-100.0
510.0,-100.0
511.0,-100.0
512.0,-100.0
513.0,-100.0
514.0,-100.0
515.0,-100.0
516.0,-100.0
517.0,-100.0
518.0,-100.0
519.0,-100.0
520.0,-100.0
521.0,-100.0
522.0,-100.0
523.0,-100.0
524.0,-100.0
525.0,-100.0
526.0,-100.0
527.0,-100.0
528.0,-100.0
529.0,-100.0
530.0,-100.0
531.0,-100.0
532.0,-100.0
533.0,-100.0
534.0,-100.0
535.0,-100.0
536.0,-100.0
537.0,-100.0
538.0,-99.99848484848485
539.0,-99.99170274170274
540.0,-99.98448773448773
541.0,-99.97727272727272
542.0,-99.97005772005772
543.0,-99.96284271284271
544.0,-99.9556277056277
545.0,-99.9484126984127
546.0,-99.94119769119769
547.0,-99.93398268398269
548.0,-99.92676767676768
549.0,-99.91955266955267
550.0,-99.91233766233766
551.0,-99.90512265512265
552.0,-99.89790764790764
553.0,-99.89069264069265
554.0,-99.88347763347763
555.0,-99.87626262626263
556.0,-99.86904761904762
557.0,-99.86183261183261
558.0,-99.8546176046176
559.0,-99.84740259740259
560.0,-99.84018759018758
561.0,-99.83297258297259
562.0,-99.82575757575758
563.0,-99.81854256854257
564.0,-99.81132756132756
565.0,-99.80411255411255
566.0,-99.79689754689755
567.0,-99.78968253968254
568.0,-99.78246753246754
569.0,-99.77525252525253
570.0,-99.76803751803752
571.0,-99.7608225108225
572.0,-99.75360750360751
573.0,-99.74639249639249
574.0,-99.7391774891775
575.0,-99.73196248196248
576.0,-99.72474747474747
577.0,-99.71753246753246
578.0,-99.71031746031746
579.0,-99.70310245310245
580.0,-99.69588744588745
581.0,-99.68867243867244
582.0,-99.68145743145743
583.0,-99.67424242424242
584.0,-99.66702741702741
585.0,-99.65981240981242
586.0,-99.65259740259741
587.0,-99.6453823953824
588.0,-99.63816738816739
589.0,-99.63095238095238
590.0,-99.62373737373737
591.0,-99.61652236652237
592.0,-99.60930735930735
593.0,-99.60209235209236
594.0,-99.59487734487735
595.0,-99.58766233766234
596.0,-99.58044733044733
597.0,-99.57323232323232
598.0,-99.56601731601731
599.0,-99.55880230880231
600.0,-99.5515873015873
601.0,-99.5443722943723
602.0,-99.53715728715729
603.0,-99.52994227994228
604.0,-99.52272727272728
605.0,-99.51551226551227
606.0,-99.50829725829726
607.0,-97.99318181818182
608.0,-79.21666666666667
609.0,-64.35
610.0,-56.05
611.0,-48.25
612.0,-41.45
613.0,-33.9
614.0,-23.45
615.0,-12.166666666666668
616.0,-0.41666666666666663
617.0,6.6221419975932605
618.0,7.753309265944646
619.0,8.884476534296029
620.0,10.015643802647412
621.0,11.146811070998798
622.0,12.277978339350181
623.0,13.409145607701564
624.0,14.540312876052948
625.0,15.671480144404333
626.0,16.802647412755714
627.0,17.9338146811071
628.0,19.064981949458485
629.0,20.196149217809868
630.0,21.32731648616125
631.0,22.458483754512635
632.0,23.589651022864018
633.0,24.7208182912154
634.0,25.85198555956679
635.0,26.983152827918172
636.0,28.11432009626956
637.0,29.245487364620935
638.0,30.376654632972322
639.0,31.507821901323705
640.0,32.63898916967509
641.0,33.770156438026476
642.0,34.90132370637786
643.0,36.03249097472924
644.0,37.163658243080626
645.0,38.29482551143201
646.0,39.42599277978339
647.0,40.557160048134776
648.0,41.688327316486166
649.0,42.81949458483755
650.0,43.95066185318893
651.0,45.08182912154031
652.0,46.2129963898917
653.0,47.34416365824308
654.0,48.47533092659447
655.0,49.60649819494585
656.0,50.73766546329723
657.0,51.86883273164862
658.0,53.0
659.0,54.13116726835138
660.0,55.26233453670277
661.0,56.39350180505416
662.0,57.52466907340554
663.0,58.655836341756924
664.0,59.78700361010831
665.0,60.91817087845969
666.0,62.04933814681107
667.0,63.18050541516245
668.0,64.31167268351383
669.0,65.44283995186522
670.0,66.5740072202166
671.0,67.70517448856799
672.0,68.83634175691938
673.0,69.96750902527076
674.0,71.09867629362215
675.0,72.22984356197352
676.0,73.36101083032491
677.0,74.4921780986763
678.0,75.62334536702767
679.0,76.75451263537907
680.0,77.88567990373045
681.0,79.01684717208182
682.0,80.14801444043322
683.0,81.27918170878459
684.0,82.41034897713598
685.0,83.54151624548737
686.0,84.67268351383875
687.0,85.80385078219014
688.0,86.93501805054152
689.0,88.0661853188929
690.0,89.70637785800241
691.0,91.96871239470518
692.0,94.23104693140795
693.0,96.49338146811071
694.0,98.75571600481348
695.0,100.0
