Time(sec),AF8GOPFSTWCH8
173.0,-83.86526315789474
174.0,-83.29333333333334
175.0,-78.34075220101536
176.0,-62.19666666666667
177.0,-62.0
178.0,-62.0
179.0,-62.0
180.0,-62.0
181.0,-62.0
182.0,-62.0
183.0,-62.0
184.0,-62.0
185.0,-62.0
186.0,-62.0
187.0,-62.0
188.0,-62.0
189.0,-62.0
190.0,-62.0
191.0,-62.0
192.0,-62.0
193.0,-62.17857142857143
194.0,-63.25253968253968
195.0,-64.60555555555555
196.0,-66.05
197.0,-67.84666666666666
198.0,-91.58267857142857
199.0,-100.0
200.0,-100.0
201.0,-100.0
202.0,-100.0
203.0,-100.0
204.0,-100.0
205.0,-100.0
206.0,-100.0
207.0,-100.0
208.0,-100.0
209.0,-100.0
210.0,-100.0
211.0,-100.0
212.0,-100.0
213.0,-100.0
214.0,-100.0
215.0,-100.0
216.0,-100.0
217.0,-100.0
218.0,-100.0
219.0,-100.0
220.0,-100.0
221.0,-100.0
222.0,-100.0
223.0,-100.0
224.0,-100.0
225.0,-100.0
226.0,-100.0
227.0,-100.0
228.0,-100.0
229.0,-100.0
230.0,-100.0
231.0,-100.0
232.0,-100.0
233.0,-100.0
234.0,-100.0
235.0,-100.0
236.0,-100.0
237.0,-100.0
238.0,-100.0
239.0,-100.0
240.0,-100.0
241.0,-100.0
242.0,-100.0
243.0,-100.0
244.0,-100.0
245.0,-100.0
246.0,-100.0
247.0,-100.0
248.0,-100.0
249.0,-100.0
250.0,-100.0
251.0,-100.0
252.0,-100.0
253.0,-100.0
254.0,-100.0
255.0,-100.0
256.0,-100.0
257.0,-100.0
258.0,-100.0
259.0,-100.0
260.0,-100.0
261.0,-100.0
262.0,-100.0
263.0,-100.0
264.0,-100.0
265.0,-100.0
266.0,-100.0
267.0,-100.0
268.0,-100.0
269.0,-100.0
270.0,-100.0
271.0,-100.0
272.0,-100.0
273.0,-100.0
274.0,-100.0
275.0,-100.0
276.0,-100.0
277.0,-100.0
278.0,-100.0
279.0,-100.0
280.0,-100.0
281.0,-100.0
282.0,-100.0
283.0,-100.0
284.0,-100.0
285.0,-100.0
286.0,-100.0
287.0,-100.0
288.0,-100.0
289.0,-100.0
290.0,-100.0
291.0,-100.0
292.0,-100.0
293.0,-100.0
294.0,-100.0
295.0,-100.0
296.0,-100.0
297.0,-100.0
298.0,-100.0
299.0,-100.0
300.0,-100.0
301.0,-100.0
302.0,-100.0
303.0,-100.0
304.0,-100.0
305.0,-100.0
306.0,-100.0
307.0,-100.0
308.0,-100.0
309.0,-100.0
310.0,-100.0
311.0,-100.0
312.0,-100.0
313.0,-100.0
314.0,-100.0
315.0,-100.0
316.0,-100.0
317.0,-100.0
318.0,-100.0
319.0,-100.0
320.0,-100.0
321.0,-100.0
322.0,-100.0
323.0,-100.0
324.0,-100.0
325.0,-100.0
326.0,-100.0
327.0,-100.0
328.0,-100.0
329.0,-100.0
330.0,-100.0
331.0,-100.0
332.0,-100.0
333.0,-100.0
334.0,-100.0
335.0,-100.0
336.0,-100.0
337.0,-100.0
338.0,-100.0
339.0,-100.0
340.0,-100.0
341.0,-100.0
342.0,-100.0
343.0,-100.0
344.0,-100.0
345.0,-100.0
346.0,-100.0
347.0,-100.0
348.0,-100.0
349.0,-100.0
350.0,-100.0
351.0,-100.0
352.0,-100.0
353.0,-100.0
354.0,-100.0
355.0,-100.0
356.0,-100.0
357.0,-100.0
358.0,-100.0
359.0,-100.0
360.0,-100.0
361.0,-100.0
362.0,-100.0
363.0,-100.0
364.0,-100.0
365.0,-100.0
366.0,-100.0
367.0,-100.0
368.0,-100.0
369.0,-100.0
370.0,-100.0
371.0,-100.0
372.0,-100.0
373.0,-100.0
374.0,-100.0
375.0,-100.0
376.0,-100.0
377.0,-100.0
378.0,-100.0
379.0,-100.0
380.0,-100.0
381.0,-100.0
382.0,-100.0
383.0,-100.0
384.0,-100.0
385.0,-100.0
386.0,-100.0
387.0,-100.0
388.0,-100.0
389.0,-100.0
390.0,-100.0
391.0,-100.0
392.0,-100.0
393.0,-100.0
394.0,-100.0
395.0,-100.0
396.0,-100.0
397.0,-100.0
398.0,-100.0
399.0,-100.0
400.0,-92.46331168831168
401.0,-39.2862704248366
402.0,21.248864107383845
403.0,80.72681227106227
404.0,100.0
405.0,100.0
406.0,100.0
407.0,100.0
408.0,100.0
409.0,100.0
410.0,100.0
411.0,100.0
412.0,100.0
413.0,100.0
414.0,100.0
415.0,100.0
416.0,100.0
417.0,100.0
418.0,100.0
419.0,100.0
420.0,100.0
421.0,100.0
422.0,100.0
423.0,100.0
424.0,100.0
425.0,100.0
426.0,100.0
427.0,100.0
428.0,100.0
429.0,100.0
430.0,100.0
431.0,100.0
432.0,100.0
433.0,100.0
434.0,100.0
435.0,100.0
436.0,100.0
437.0,100.0
438.0,100.0
439.0,100.0
440.0,100.0
441.0,100.0
442.0,100.0
443.0,100.0
444.0,98.84384615384616
445.0,91.875
446.0,77.13305555555556
447.0,56.775
448.0,48.780833333333334
449.0,36.77321428571428
450.0,35.45178571428571
451.0,34.13035714285714
452.0,26.838809523809523
453.0,13.085585585585585
454.0,12.635135135135135
455.0,12.184684684684687
456.0,11.734234234234235
457.0,11.283783783783784
458.0,10.833333333333332
459.0,10.382882882882884
460.0,3.993693693693694
461.0,-6.0
462.0,-6.0
463.0,-6.0
464.0,-6.0
465.0,-6.0
466.0,-6.0
467.0,-6.0
468.0,-6.0
469.0,-6.0
470.0,-6.0
471.0,-6.0
472.0,-6.0
473.0,-6.0
474.0,-6.0
475.0,-6.0
476.0,-6.0
477.0,-6.0
478.0,-6.0
479.0,-6.0
480.0,-6.0
481.0,-10.55
482.0,-26.39166666666667
483.0,-43.2740625
484.0,-47.6184375
485.0,-54.742782407407404
486.0,-73.99166666666666
487.0,-82.0
488.0,-81.98333333333333
489.0,-74.8885521885522
490.0,-67.39447843822845
491.0,-59.379654255319146
492.0,-59.047207446808514
493.0,-58.71476063829787
494.0,-58.382313829787236
495.0,-59.60981382978723
496.0,-74.53333333333333
497.0,-80.18055555555556
498.0,-86.43194444444444
499.0,-98.58541666666666
500.0,-100.0
501.0,-100.0
502.0,-100.0
503.0,-100.0
504.0,-100.0
505.0,-100.0
506.0,-100.0
507.0,-100.0
508.0,-100.0
509.0,-90.39649122807018
510.0,-85.72916666666666
511.0,-85.44407894736841
512.0,-85.15899122807018
513.0,-84.87390350877193
514.0,-84.58881578947368
515.0,-84.30372807017544
516.0,-84.01864035087719
517.0,-83.73355263157895
518.0,-83.4484649122807
519.0,-83.16337719298245
520.0,-82.8782894736842
521.0,-82.59320175438596
522.0,-82.30811403508771
523.0,-82.02302631578948
524.0,-81.73793859649123
525.0,-81.45285087719299
526.0,-79.77593984962405
527.0,-75.0
528.0,-75.0
529.0,-72.45
530.0,-64.2625
531.0,-64.0
532.0,-64.0
533.0,-64.0
534.0,-64.0
535.0,-64.0
536.0,-64.0
537.0,-64.0
538.0,-64.0
539.0,-64.0
540.0,-64.0
