Time(sec),AZSSG2REHDX18
186.0,-93.0
187.0,-93.0
188.0,-93.0
189.0,-93.0
190.0,-93.0
191.0,-93.0
192.0,-81.3001096491228
193.0,-77.6842105263158
194.0,-77.6842105263158
195.0,-77.50669856459331
196.0,-66.35464011691633
197.0,-63.26470588235294
198.0,-63.26470588235294
199.0,-61.962566844919785
200.0,-52.39895833333334
201.0,-49.91699346405229
202.0,-15.434426753157402
203.0,-8.0
204.0,-8.0
205.0,-8.0
206.0,-8.0
207.0,-8.0
208.0,-8.0
209.0,-8.0
210.0,-8.0
211.0,-8.0
212.0,-8.0
213.0,-8.0
214.0,-8.0
215.0,-8.0
216.0,-8.0
217.0,-8.0
218.0,-8.0
219.0,-8.0
220.0,-8.0
221.0,-8.0
222.0,-8.0
223.0,-8.0
224.0,-8.0
225.0,-8.0
226.0,-8.0
227.0,-8.0
228.0,-8.0
229.0,-8.361764705882354
230.0,-41.23406223893066
231.0,-51.3
232.0,-51.3
233.0,-65.16435897435898
234.0,-70.0
235.0,-70.0
236.0,-70.0
237.0,-70.0
238.0,-70.0
239.0,-70.0
240.0,-70.0
241.0,-70.82571428571428
242.0,-88.79361111111112
243.0,-97.0
244.0,-97.0
245.0,-97.0
246.0,-97.0
247.0,-97.0
248.0,-97.0
249.0,-97.0
250.0,-97.0
251.0,-97.0
252.0,-97.0
253.0,-97.0
254.0,-97.0
255.0,-97.0
256.0,-97.0
257.0,-97.0
258.0,-97.0
259.0,-96.86128526645768
260.0,-96.52220480668757
261.0,-95.95193312434692
262.0,-95.33542319749216
263.0,-94.7189132706374
264.0,-87.66980146290491
265.0,-77.34718253968254
266.0,-31.707999827496984
267.0,-27.0
268.0,-27.0
269.0,-36.3173719744308
270.0,-92.5032212885154
271.0,-100.0
272.0,-100.0
273.0,-100.0
274.0,-100.0
275.0,-100.0
276.0,-100.0
277.0,-100.0
278.0,-100.0
279.0,-100.0
280.0,-100.0
281.0,-100.0
282.0,-100.0
283.0,-100.0
284.0,-100.0
285.0,-100.0
286.0,-100.0
287.0,-100.0
288.0,-100.0
289.0,-100.0
290.0,-88.16646825396825
291.0,-80.0
292.0,-80.0
293.0,-80.0
294.0,-80.0
295.0,-80.0
296.0,-80.0
297.0,-80.0
298.0,-80.0
299.0,-80.0
300.0,-80.0
301.0,-80.0
302.0,-80.0
303.0,-80.0
304.0,-80.0
305.0,-80.0
306.0,-80.0
307.0,-80.0
308.0,-80.0
309.0,-80.0
310.0,-80.0
311.0,-80.0
312.0,-80.0
313.0,-80.0
314.0,-80.0
315.0,-80.0
316.0,-80.0
317.0,-80.0
318.0,-80.0
319.0,-80.0
320.0,-80.0
321.0,-80.0
322.0,-80.0
323.0,-80.0
324.0,-80.0
325.0,-80.0
326.0,-80.0
327.0,-80.0
328.0,-80.0
329.0,-80.0
330.0,-80.0
331.0,-80.0
332.0,-80.0
333.0,-80.0
334.0,-80.0
335.0,-80.0
336.0,-80.0
337.0,-80.0
338.0,-80.0
339.0,-80.0
340.0,-80.0
341.0,-80.0
342.0,-80.0
343.0,-80.0
344.0,-80.0
345.0,-80.0
346.0,-80.0
347.0,-80.0
348.0,-80.0
349.0,-80.0
350.0,-90.45865384615385
351.0,-96.0
352.0,-96.0
353.0,-96.0
354.0,-96.0
355.0,-96.0
356.0,-96.0
357.0,-96.0
358.0,-96.0
359.0,-96.0
360.0,-96.0
361.0,-96.0
362.0,-96.0
363.0,-96.0
364.0,-96.0
365.0,-96.0
366.0,-96.0
367.0,-96.0
368.0,-96.0
369.0,-96.0
370.0,-96.0
371.0,-96.0
372.0,-96.0
373.0,-96.0
374.0,-96.0
375.0,-96.0
376.0,-96.0
377.0,-96.0
378.0,-96.0
379.0,-96.0
380.0,-96.0
381.0,-96.0
382.0,-96.0
383.0,-96.0
384.0,-96.0
385.0,-96.0
386.0,-96.0
387.0,-96.0
388.0,-96.0
389.0,-96.0
390.0,-96.0
391.0,-96.0
392.0,-96.0
393.0,-96.0
394.0,-96.0
395.0,-96.0
396.0,-96.0
397.0,-96.0
398.0,-96.0
399.0,-96.0
400.0,-96.0
401.0,-96.0
402.0,-96.0
403.0,-96.0
404.0,-96.0
405.0,-96.0
406.0,-96.0
407.0,-93.39008695652174
408.0,-75.18167293233083
409.0,-72.0
410.0,-72.0
411.0,-72.0
412.0,-72.0
413.0,-72.0
414.0,-72.0
415.0,-72.0
416.0,-72.0
417.0,-72.0
418.0,-72.0
419.0,-72.0
420.0,-72.0
421.0,-72.0
422.0,-72.0
423.0,-72.0
424.0,-72.0
425.0,-72.0
426.0,-72.0
427.0,-72.0
428.0,-72.0
429.0,-72.0
430.0,-72.0
431.0,-72.0
432.0,-72.0
433.0,-72.0
434.0,-72.0
435.0,-72.0
436.0,-72.0
437.0,-72.0
438.0,-72.0
439.0,-72.0
440.0,-72.0
441.0,-72.0
442.0,-72.0
443.0,-72.0
444.0,-72.0
445.0,-72.0
446.0,-72.0
447.0,-72.0
448.0,-72.0
449.0,-72.0
450.0,-72.0
451.0,-72.0
452.0,-72.0
453.0,-72.0
454.0,-72.0
455.0,-72.0
456.0,-72.0
457.0,-72.0
458.0,-72.0
459.0,-72.0
460.0,-72.0
461.0,-72.0
462.0,-72.0
463.0,-72.0
464.0,-72.0
465.0,-72.0
466.0,-72.0
467.0,-72.0
468.0,-72.0
469.0,-72.0
470.0,-72.0
471.0,-72.0
472.0,-71.72307692307693
473.0,-62.166666666666664
474.0,-62.0
475.0,-62.0
476.0,-62.0
477.0,-62.0
478.0,-62.0
479.0,-62.0
480.0,-62.0
481.0,-62.0
482.0,-62.0
483.0,-48.77777777777778
484.0,-44.0
485.0,-38.608818011257036
486.0,-34.79442508710802
487.0,-34.08362369337979
488.0,-34.0
489.0,-34.0
490.0,-34.0
491.0,-34.0
492.0,-37.33384615384615
493.0,-63.42448717948717
494.0,-68.5
495.0,-68.5
496.0,-68.5
497.0,-68.5
498.0,-68.5
499.0,-68.5
500.0,-68.5
501.0,-68.5
502.0,-68.5
503.0,-70.72857142857143
504.0,-77.91758241758241
505.0,-78.0
506.0,-78.0
507.0,-78.0
508.0,-78.0
509.0,-78.0
510.0,-78.0
511.0,-78.0
512.0,-78.0
513.0,-78.0
514.0,-78.0
515.0,-78.0
516.0,-78.0
517.0,-78.0
518.0,-78.0
519.0,-76.63642857142858
520.0,-67.9
521.0,-67.22666666666667
522.0,-51.20454545454545
523.0,-47.90909090909091
524.0,-47.90909090909091
525.0,-47.90909090909091
526.0,-43.95166083916084
527.0,-23.638461538461538
528.0,-21.76923076923077
529.0,-21.76923076923077
530.0,-17.64058275058275
531.0,26.326280156331308
532.0,34.0
533.0,34.0
534.0,34.0
535.0,34.0
536.0,34.0
537.0,34.0
538.0,34.0
539.0,34.0
540.0,34.0
541.0,34.0
542.0,34.0
543.0,34.0
544.0,34.0
545.0,34.0
546.0,34.0
547.0,34.0
548.0,34.0
549.0,34.0
550.0,34.0
551.0,34.0
552.0,34.0
553.0,34.0
554.0,34.0
555.0,34.0
556.0,34.0
557.0,34.0
558.0,34.0
559.0,34.0
560.0,34.0
561.0,34.0
562.0,34.0
563.0,34.0
564.0,34.0
565.0,34.0
566.0,34.0
567.0,34.0
568.0,34.0
569.0,34.0
570.0,34.0
571.0,34.0
572.0,34.0
573.0,34.0
574.0,34.0
575.0,34.0
576.0,34.0
577.0,34.0
578.0,34.0
579.0,34.0
580.0,34.0
581.0,34.0
582.0,34.0
583.0,34.0
584.0,34.0
585.0,34.0
586.0,34.0
587.0,37.32484604105572
588.0,48.88709677419355
589.0,48.88709677419355
590.0,48.88709677419355
591.0,51.06612903225807
592.0,52.0
593.0,52.0
594.0,52.0
595.0,52.0
596.0,52.0
597.0,52.0
598.0,52.0
