"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.annotation_practice_task_url","Input.violence_annotation_task_url","Input.experiment_name","Answer.surveycode","Answer.workerIDField","Approve","Reject"
"32FESTC2NH41MSPCGBS4QQWIVIRCUN","3VMQHMXNFUUCQGFIBEOMPV1YW1HRP7","Movie clip violence annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Annotation of violence in movie clips","violence, movies, Hollywood","$1.00","Tue Jun 16 12:42:59 PDT 2020","10","BatchId:4081735;OriginalHitTemplateId:928390828;","3600","259200","Tue Jun 23 12:42:59 PDT 2020","","","37W3JXSD67MU3JDGX5UWTP5K0QFWYD","AU2980AA60A2C","Submitted","Tue Jun 16 16:06:54 PDT 2020","Tue Jun 16 16:16:53 PDT 2020","Fri Jun 19 16:16:53 PDT 2020","","","","599","0% (0/0)","0% (0/0)","0% (0/0)","https://sail.usc.edu/movie_violence_annotation/annotation.php?id=021F7C7E-4134-8240-3607-5A92F789D696","https://sail.usc.edu/movie_violence_annotation/annotation.php?id=6B43C627-83CC-4512-941C-E8521BF6BE33","Movie Violence Rating Experiment #1","NkI0M0M2MjctODNDQy00NTEyLTk0MUMtRTg1MjFCRjZCRTMz","AU2980AA60A2C"
"32FESTC2NH41MSPCGBS4QQWIVIRCUN","3VMQHMXNFUUCQGFIBEOMPV1YW1HRP7","Movie clip violence annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Annotation of violence in movie clips","violence, movies, Hollywood","$1.00","Tue Jun 16 12:42:59 PDT 2020","10","BatchId:4081735;OriginalHitTemplateId:928390828;","3600","259200","Tue Jun 23 12:42:59 PDT 2020","","","3AAPLD8UCDVGP7JXS0LXK53I61RHTI","AO6Y69XFOQYLD","Submitted","Tue Jun 16 20:30:13 PDT 2020","Tue Jun 16 21:25:52 PDT 2020","Fri Jun 19 21:25:52 PDT 2020","","","","3339","0% (0/0)","0% (0/0)","0% (0/0)","https://sail.usc.edu/movie_violence_annotation/annotation.php?id=021F7C7E-4134-8240-3607-5A92F789D696","https://sail.usc.edu/movie_violence_annotation/annotation.php?id=6B43C627-83CC-4512-941C-E8521BF6BE33","Movie Violence Rating Experiment #1","NTQzOUQwREMtNDEwOC00M0YwLUJDMzgtNTY5MTdCRjBGOUQ2","AO6Y69XFOQYLD"
"32FESTC2NH41MSPCGBS4QQWIVIRCUN","3VMQHMXNFUUCQGFIBEOMPV1YW1HRP7","Movie clip violence annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Annotation of violence in movie clips","violence, movies, Hollywood","$1.00","Tue Jun 16 12:42:59 PDT 2020","10","BatchId:4081735;OriginalHitTemplateId:928390828;","3600","259200","Tue Jun 23 12:42:59 PDT 2020","","","3E1QT0TDFQNXNI2TVKSNTL8ASZYI8W","AJE5OG666CBAC","Submitted","Tue Jun 16 14:26:59 PDT 2020","Tue Jun 16 14:36:45 PDT 2020","Fri Jun 19 14:36:45 PDT 2020","","","","586","0% (0/0)","0% (0/0)","0% (0/0)","https://sail.usc.edu/movie_violence_annotation/annotation.php?id=021F7C7E-4134-8240-3607-5A92F789D696","https://sail.usc.edu/movie_violence_annotation/annotation.php?id=6B43C627-83CC-4512-941C-E8521BF6BE33","Movie Violence Rating Experiment #1","NkI0M0M2MjctODNDQy00NTEyLTk0MUMtRTg1MjFCRjZCRTMz","AJE5OG666CBAC"
"32FESTC2NH41MSPCGBS4QQWIVIRCUN","3VMQHMXNFUUCQGFIBEOMPV1YW1HRP7","Movie clip violence annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Annotation of violence in movie clips","violence, movies, Hollywood","$1.00","Tue Jun 16 12:42:59 PDT 2020","10","BatchId:4081735;OriginalHitTemplateId:928390828;","3600","259200","Tue Jun 23 12:42:59 PDT 2020","","","3HL8HNGX46FDRWJDZ4SGQKQTWE99F8","AZSSG2REHDX18","Submitted","Tue Jun 16 16:38:26 PDT 2020","Tue Jun 16 16:47:58 PDT 2020","Fri Jun 19 16:47:58 PDT 2020","","","","572","0% (0/0)","0% (0/0)","0% (0/0)","https://sail.usc.edu/movie_violence_annotation/annotation.php?id=021F7C7E-4134-8240-3607-5A92F789D696","https://sail.usc.edu/movie_violence_annotation/annotation.php?id=6B43C627-83CC-4512-941C-E8521BF6BE33","Movie Violence Rating Experiment #1","NkI0M0M2MjctODNDQy00NTEyLTk0MUMtRTg1MjFCRjZCRTMz","AZSSG2REHDX18"
"32FESTC2NH41MSPCGBS4QQWIVIRCUN","3VMQHMXNFUUCQGFIBEOMPV1YW1HRP7","Movie clip violence annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Annotation of violence in movie clips","violence, movies, Hollywood","$1.00","Tue Jun 16 12:42:59 PDT 2020","10","BatchId:4081735;OriginalHitTemplateId:928390828;","3600","259200","Tue Jun 23 12:42:59 PDT 2020","","","3KB8R4ZV1FL2TPU588CUZBLVLT4BGB","A18VSD3E8JO8Y0","Submitted","Tue Jun 16 15:37:20 PDT 2020","Tue Jun 16 16:18:41 PDT 2020","Fri Jun 19 16:18:41 PDT 2020","","","","2481","0% (0/0)","0% (0/0)","0% (0/0)","https://sail.usc.edu/movie_violence_annotation/annotation.php?id=021F7C7E-4134-8240-3607-5A92F789D696","https://sail.usc.edu/movie_violence_annotation/annotation.php?id=6B43C627-83CC-4512-941C-E8521BF6BE33","Movie Violence Rating Experiment #1","NkI0M0M2MjctODNDQy00NTEyLTk0MUMtRTg1MjFCRjZCRTMz","A18VSD3E8JO8Y"
"32FESTC2NH41MSPCGBS4QQWIVIRCUN","3VMQHMXNFUUCQGFIBEOMPV1YW1HRP7","Movie clip violence annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Annotation of violence in movie clips","violence, movies, Hollywood","$1.00","Tue Jun 16 12:42:59 PDT 2020","10","BatchId:4081735;OriginalHitTemplateId:928390828;","3600","259200","Tue Jun 23 12:42:59 PDT 2020","","","3M0BCWMB8WAYQBK5NDGCLE7JFGGBWU","AF8GOPFSTWCH8","Submitted","Tue Jun 16 14:22:47 PDT 2020","Tue Jun 16 14:32:30 PDT 2020","Fri Jun 19 14:32:30 PDT 2020","","","","583","0% (0/0)","0% (0/0)","0% (0/0)","https://sail.usc.edu/movie_violence_annotation/annotation.php?id=021F7C7E-4134-8240-3607-5A92F789D696","https://sail.usc.edu/movie_violence_annotation/annotation.php?id=6B43C627-83CC-4512-941C-E8521BF6BE33","Movie Violence Rating Experiment #1","NkI0M0M2MjctODNDQy00NTEyLTk0MUMtRTg1MjFCRjZCRTMz","AF8GOPFSTWCH8"
"32FESTC2NH41MSPCGBS4QQWIVIRCUN","3VMQHMXNFUUCQGFIBEOMPV1YW1HRP7","Movie clip violence annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Annotation of violence in movie clips","violence, movies, Hollywood","$1.00","Tue Jun 16 12:42:59 PDT 2020","10","BatchId:4081735;OriginalHitTemplateId:928390828;","3600","259200","Tue Jun 23 12:42:59 PDT 2020","","","3XM0HYN6NLD6D5ZOLI47US58PGOPEB","ACBG07QLGIDP0","Submitted","Tue Jun 16 14:11:58 PDT 2020","Tue Jun 16 14:24:07 PDT 2020","Fri Jun 19 14:24:07 PDT 2020","","","","729","0% (0/0)","0% (0/0)","0% (0/0)","https://sail.usc.edu/movie_violence_annotation/annotation.php?id=021F7C7E-4134-8240-3607-5A92F789D696","https://sail.usc.edu/movie_violence_annotation/annotation.php?id=6B43C627-83CC-4512-941C-E8521BF6BE33","Movie Violence Rating Experiment #1","NkI0M0M2MjctODNDQy00NTEyLTk0MUMtRTg1MjFCRjZCRTMz","ACBG07QLGIDP0"
"32FESTC2NH41MSPCGBS4QQWIVIRCUN","3VMQHMXNFUUCQGFIBEOMPV1YW1HRP7","Movie clip violence annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Annotation of violence in movie clips","violence, movies, Hollywood","$1.00","Tue Jun 16 12:42:59 PDT 2020","10","BatchId:4081735;OriginalHitTemplateId:928390828;","3600","259200","Tue Jun 23 12:42:59 PDT 2020","","","3Y9N9SS8LZPUEAG1RPWGB7KMK9HD3I","A4FNENGCDFSOG","Submitted","Tue Jun 16 16:25:48 PDT 2020","Tue Jun 16 16:35:17 PDT 2020","Fri Jun 19 16:35:17 PDT 2020","","","","569","0% (0/0)","0% (0/0)","0% (0/0)","https://sail.usc.edu/movie_violence_annotation/annotation.php?id=021F7C7E-4134-8240-3607-5A92F789D696","https://sail.usc.edu/movie_violence_annotation/annotation.php?id=6B43C627-83CC-4512-941C-E8521BF6BE33","Movie Violence Rating Experiment #1","NkI0M0M2MjctODNDQy00NTEyLTk0MUMtRTg1MjFCRjZCRTMz","A4FNENGCDFSOG"
"32FESTC2NH41MSPCGBS4QQWIVIRCUN","3VMQHMXNFUUCQGFIBEOMPV1YW1HRP7","Movie clip violence annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Annotation of violence in movie clips","violence, movies, Hollywood","$1.00","Tue Jun 16 12:42:59 PDT 2020","10","BatchId:4081735;OriginalHitTemplateId:928390828;","3600","259200","Tue Jun 23 12:42:59 PDT 2020","","","3YW4XOSQKRZKL9D8QG8MXE9D8P61UW","ARH4SZG5Q5B4J","Submitted","Tue Jun 16 17:33:01 PDT 2020","Tue Jun 16 17:57:17 PDT 2020","Fri Jun 19 17:57:17 PDT 2020","","","","1456","0% (0/0)","0% (0/0)","0% (0/0)","https://sail.usc.edu/movie_violence_annotation/annotation.php?id=021F7C7E-4134-8240-3607-5A92F789D696","https://sail.usc.edu/movie_violence_annotation/annotation.php?id=6B43C627-83CC-4512-941C-E8521BF6BE33","Movie Violence Rating Experiment #1","ARH4SZG5Q5B4J","ARH4SZG5Q5B4J"
"32FESTC2NH41MSPCGBS4QQWIVIRCUN","3VMQHMXNFUUCQGFIBEOMPV1YW1HRP7","Movie clip violence annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Annotation of violence in movie clips","violence, movies, Hollywood","$1.00","Tue Jun 16 12:42:59 PDT 2020","10","BatchId:4081735;OriginalHitTemplateId:928390828;","3600","259200","Tue Jun 23 12:42:59 PDT 2020","","","3Z2R0DQ0JISALYYIJKTVYFXFE77E2Q","ALPARR84EASL2","Submitted","Tue Jun 16 15:03:37 PDT 2020","Tue Jun 16 15:13:23 PDT 2020","Fri Jun 19 15:13:23 PDT 2020","","","","586","0% (0/0)","0% (0/0)","0% (0/0)","https://sail.usc.edu/movie_violence_annotation/annotation.php?id=021F7C7E-4134-8240-3607-5A92F789D696","https://sail.usc.edu/movie_violence_annotation/annotation.php?id=6B43C627-83CC-4512-941C-E8521BF6BE33","Movie Violence Rating Experiment #1","NkI0M0M2MjctODNDQy00NTEyLTk0MUMtRTg1MjFCRjZCRTMz","ALPARR84EASL2"
"34KYK9TV2RM2XA52D619058CS06SBG","3VMQHMXNFUUCQGFIBEOMPV1YW1HRP7","Movie clip violence annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Annotation of violence in movie clips","violence, movies, Hollywood","$1.00","Tue Jun 16 12:42:59 PDT 2020","10","BatchId:4081735;OriginalHitTemplateId:928390828;","3600","259200","Tue Jun 23 12:42:59 PDT 2020","","","32VNZTT0A8I9XGIA94WJQ1TWDAR4RN","ACBG07QLGIDP0","Submitted","Tue Jun 16 14:54:37 PDT 2020","Tue Jun 16 15:09:38 PDT 2020","Fri Jun 19 15:09:38 PDT 2020","","","","901","0% (0/0)","0% (0/0)","0% (0/0)","https://sail.usc.edu/movie_violence_annotation/annotation.php?id=021F7C7E-4134-8240-3607-5A92F789D696","https://sail.usc.edu/movie_violence_annotation/annotation.php?id=4FE012AE-6258-4AB3-86AE-5FA49C17B520","Movie Violence Rating Experiment #2","NEZFMDEyQUUtNjI1OC00QUIzLTg2QUUtNUZBNDlDMTdCNTIw","ACBG07QLGIDP0"
"34KYK9TV2RM2XA52D619058CS06SBG","3VMQHMXNFUUCQGFIBEOMPV1YW1HRP7","Movie clip violence annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Annotation of violence in movie clips","violence, movies, Hollywood","$1.00","Tue Jun 16 12:42:59 PDT 2020","10","BatchId:4081735;OriginalHitTemplateId:928390828;","3600","259200","Tue Jun 23 12:42:59 PDT 2020","","","34S9DKFK7434GP425439X6ST7DCNYC","ARUXF7MD6PFIJ","Submitted","Tue Jun 16 13:33:02 PDT 2020","Tue Jun 16 13:51:15 PDT 2020","Fri Jun 19 13:51:15 PDT 2020","","","","1093","100% (92/92)","0% (0/0)","0% (0/0)","https://sail.usc.edu/movie_violence_annotation/annotation.php?id=021F7C7E-4134-8240-3607-5A92F789D696","https://sail.usc.edu/movie_violence_annotation/annotation.php?id=4FE012AE-6258-4AB3-86AE-5FA49C17B520","Movie Violence Rating Experiment #2","NEZFMDEyQUUtNjI1OC00QUIzLTg2QUUtNUZBNDlDMTdCNTIw","ARUXF7MD6PFIJ"
"34KYK9TV2RM2XA52D619058CS06SBG","3VMQHMXNFUUCQGFIBEOMPV1YW1HRP7","Movie clip violence annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Annotation of violence in movie clips","violence, movies, Hollywood","$1.00","Tue Jun 16 12:42:59 PDT 2020","10","BatchId:4081735;OriginalHitTemplateId:928390828;","3600","259200","Tue Jun 23 12:42:59 PDT 2020","","","3B2X28YI3XT0WW5ZWV38NK86RFA6BD","AOEGJLWFISOZQ","Submitted","Tue Jun 16 16:44:02 PDT 2020","Tue Jun 16 16:55:50 PDT 2020","Fri Jun 19 16:55:50 PDT 2020","","","","708","0% (0/0)","0% (0/0)","0% (0/0)","https://sail.usc.edu/movie_violence_annotation/annotation.php?id=021F7C7E-4134-8240-3607-5A92F789D696","https://sail.usc.edu/movie_violence_annotation/annotation.php?id=4FE012AE-6258-4AB3-86AE-5FA49C17B520","Movie Violence Rating Experiment #2","NEZFMDEyQUUtNjI1OC00QUIzLTg2QUUtNUZBNDlDMTdCNTIw","AOEGJLWFISOZQ"
"34KYK9TV2RM2XA52D619058CS06SBG","3VMQHMXNFUUCQGFIBEOMPV1YW1HRP7","Movie clip violence annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Annotation of violence in movie clips","violence, movies, Hollywood","$1.00","Tue Jun 16 12:42:59 PDT 2020","10","BatchId:4081735;OriginalHitTemplateId:928390828;","3600","259200","Tue Jun 23 12:42:59 PDT 2020","","","3EFE17QCRDJFA76I30G7A07W4I8HSO","A7P3R1AIA4TVV","Submitted","Tue Jun 16 19:48:33 PDT 2020","Tue Jun 16 20:01:24 PDT 2020","Fri Jun 19 20:01:24 PDT 2020","","","","771","100% (2/2)","0% (0/0)","0% (0/0)","https://sail.usc.edu/movie_violence_annotation/annotation.php?id=021F7C7E-4134-8240-3607-5A92F789D696","https://sail.usc.edu/movie_violence_annotation/annotation.php?id=4FE012AE-6258-4AB3-86AE-5FA49C17B520","Movie Violence Rating Experiment #2","NEZFMDEyQUUtNjI1OC00QUIzLTg2QUUtNUZBNDlDMTdCNTIw","A7P3R1AIA4TVV"
"34KYK9TV2RM2XA52D619058CS06SBG","3VMQHMXNFUUCQGFIBEOMPV1YW1HRP7","Movie clip violence annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Annotation of violence in movie clips","violence, movies, Hollywood","$1.00","Tue Jun 16 12:42:59 PDT 2020","10","BatchId:4081735;OriginalHitTemplateId:928390828;","3600","259200","Tue Jun 23 12:42:59 PDT 2020","","","3F0BG9B9MQ1FD4CFPXMK19637YN7Y1","A1XY2JMPVJCF4","Submitted","Tue Jun 16 14:07:33 PDT 2020","Tue Jun 16 14:31:53 PDT 2020","Fri Jun 19 14:31:53 PDT 2020","","","","1460","0% (0/0)","0% (0/0)","0% (0/0)","https://sail.usc.edu/movie_violence_annotation/annotation.php?id=021F7C7E-4134-8240-3607-5A92F789D696","https://sail.usc.edu/movie_violence_annotation/annotation.php?id=4FE012AE-6258-4AB3-86AE-5FA49C17B520","Movie Violence Rating Experiment #2","NEZFMDEyQUUtNjI1OC00QUIzLTg2QUUtNUZBNDlDMTdCNTIw","A1XY2JMPVJCF4"
