,A3TDR6MXS6UO5,A1T1FK3P2N408,A2Q3SM0KEI497
280375,-100.0,-100.0,-100.0
280503,-100.0,-100.0,-100.0
280532,-100.0,-100.0,-100.0
280557,-100.0,-100.0,-100.0
280591,-100.0,-100.0,-100.0
280604,-100.0,-100.0,-100.0
280633,-100.0,-100.0,-100.0
280735,-100.0,-100.0,-100.0
280782,-100.0,-100.0,-100.0
280818,-100.0,-100.0,-100.0
280871,-100.0,-100.0,-100.0
280997,-100.0,-100.0,-100.0
281051,-100.0,-100.0,-100.0
281070,-100.0,-100.0,-100.0
281119,-100.0,-100.0,-100.0
281210,-100.0,-100.0,-100.0
281300,-100.0,-100.0,-100.0
281308,-100.0,-100.0,-100.0
281354,-100.0,-100.0,-100.0
281470,-100.0,-100.0,-100.0
281534,-100.0,-100.0,-100.0
281636,-100.0,-100.0,-100.0
281704,-100.0,-100.0,-100.0
281725,-100.0,-100.0,-100.0
281758,-100.0,-100.0,-100.0
281886,-100.0,-100.0,-100.0
281922,-100.0,-100.0,-100.0
281937,-100.0,-100.0,-100.0
282003,-100.0,-100.0,-100.0
282019,-100.0,-100.0,-100.0
282069,-100.0,-100.0,-100.0
282156,-100.0,-100.0,-100.0
282194,-100.0,-100.0,-100.0
282215,-100.0,-100.0,-100.0
282281,-100.0,-100.0,-100.0
282389,-100.0,-100.0,-100.0
282439,-100.0,-100.0,-100.0
282469,-100.0,-100.0,-100.0
282519,-100.0,-100.0,-100.0
282532,-100.0,-100.0,-100.0
282568,-100.0,-100.0,-100.0
282588,-100.0,-100.0,-100.0
282621,-100.0,-100.0,-100.0
282725,-100.0,-100.0,-100.0
282797,-100.0,-100.0,-100.0
282809,-100.0,-100.0,-100.0
282851,-100.0,-100.0,-100.0
282864,-100.0,-100.0,-100.0
282928,-100.0,-100.0,-100.0
282990,-100.0,-100.0,-100.0
283036,-100.0,-100.0,-100.0
283065,-100.0,-100.0,-100.0
283092,-100.0,-100.0,-100.0
283104,-100.0,-100.0,-100.0
283125,-100.0,-100.0,-100.0
283170,-100.0,-100.0,-100.0
283198,-100.0,-100.0,-100.0
283306,-100.0,-100.0,-100.0
283323,-100.0,-100.0,-100.0
283371,-100.0,-100.0,-100.0
283415,-100.0,-100.0,-100.0
283531,-100.0,-100.0,-100.0
283551,-100.0,-100.0,-100.0
283567,-100.0,-100.0,-100.0
283605,-100.0,-100.0,-100.0
283618,-100.0,-100.0,-100.0
283640,-100.0,-100.0,-100.0
283652,-100.0,-100.0,-100.0
283695,-100.0,-100.0,-100.0
283774,-100.0,-100.0,-100.0
283797,-100.0,-100.0,-100.0
283808,-100.0,-100.0,-100.0
283854,-100.0,-100.0,-100.0
283865,-100.0,-100.0,-100.0
283934,-100.0,-100.0,-100.0
283986,-100.0,-100.0,-100.0
284032,-100.0,-100.0,-100.0
284045,-100.0,-100.0,-100.0
284094,-100.0,-100.0,-100.0
284108,-100.0,-100.0,-100.0
284135,-100.0,-100.0,-100.0
284266,-100.0,-100.0,-100.0
284321,-100.0,-100.0,-100.0
284333,-100.0,-100.0,-100.0
284361,-100.0,-100.0,-100.0
284456,-100.0,-100.0,-100.0
284527,-100.0,-100.0,-100.0
284536,-100.0,-100.0,-100.0
284614,-100.0,-100.0,-100.0
284709,-100.0,-100.0,-100.0
284749,-100.0,-100.0,-100.0
284782,-100.0,-100.0,-100.0
284800,-100.0,-100.0,-100.0
284809,-100.0,-100.0,-100.0
284862,-100.0,-100.0,-100.0
284928,-100.0,-100.0,-100.0
284963,-100.0,-100.0,-100.0
284975,-100.0,-100.0,-100.0
285002,-100.0,-100.0,-100.0
285011,-100.0,-100.0,-100.0
285090,-100.0,-100.0,-100.0
285107,-100.0,-100.0,-100.0
285264,-100.0,-100.0,-100.0
285276,-100.0,-100.0,-100.0
285344,-100.0,-100.0,-100.0
285486,-100.0,-100.0,-100.0
285503,-100.0,-100.0,-100.0
285504,-100.0,-100.0,-100.0
285511,-100.0,-100.0,-100.0
285517,-100.0,-100.0,-100.0
285520,-100.0,-100.0,-100.0
285522,-100.0,-100.0,-100.0
285674,-100.0,-100.0,-100.0
285680,-100.0,-100.0,-100.0
285699,-100.0,-100.0,-100.0
285713,-100.0,-100.0,-100.0
285720,-100.0,-100.0,-100.0
285729,-100.0,-100.0,-100.0
285733,-100.0,-100.0,-100.0
285747,-100.0,-100.0,-100.0
285753,-100.0,-100.0,-100.0
285764,-100.0,-100.0,-100.0
285769,-100.0,-100.0,-100.0
285781,-100.0,-100.0,-100.0
285787,-100.0,-100.0,-100.0
285803,-100.0,-100.0,-100.0
285812,-100.0,-100.0,-100.0
285823,-100.0,-100.0,-100.0
285829,-100.0,-100.0,-100.0
285848,-100.0,-100.0,-100.0
285913,-100.0,-100.0,-100.0
285930,-100.0,-100.0,-100.0
285936,-100.0,-100.0,-100.0
285947,-100.0,-100.0,-100.0
285952,-100.0,-100.0,-100.0
285967,-100.0,-100.0,-100.0
285973,-100.0,-100.0,-100.0
285981,-100.0,-100.0,-100.0
296091,-100.0,-100.0,-100.0
296119,-100.0,-100.0,-100.0
296171,-100.0,-100.0,-100.0
296197,-100.0,-100.0,-100.0
296276,-100.0,-100.0,-100.0
296293,-100.0,-100.0,-100.0
296317,-100.0,-100.0,-100.0
296344,-100.0,-100.0,-100.0
296370,-100.0,-100.0,-100.0
296397,-100.0,-100.0,-100.0
296476,-100.0,-100.0,-100.0
296503,-100.0,-100.0,-100.0
296517,-100.0,-100.0,-100.0
296543,-100.0,-100.0,-100.0
296648,-100.0,-100.0,-100.0
296677,-100.0,-100.0,-100.0
296719,-100.0,-100.0,-100.0
296901,-100.0,-100.0,-100.0
296929,-100.0,-100.0,-100.0
296942,-100.0,-100.0,-100.0
296969,-100.0,-100.0,-100.0
296997,-100.0,-100.0,-100.0
297074,-100.0,-100.0,-100.0
297104,-100.0,-100.0,-100.0
297142,-100.0,-100.0,-100.0
297221,-100.0,-100.0,-100.0
297258,-100.0,-100.0,-100.0
297300,-100.0,-100.0,-100.0
297327,-100.0,-100.0,-100.0
297421,-100.0,-100.0,-100.0
297447,-100.0,-100.0,-100.0
297474,-100.0,-100.0,-100.0
297500,-100.0,-100.0,-100.0
298569,-100.0,-100.0,-100.0
298581,-100.0,-100.0,-100.0
298593,-100.0,-100.0,-100.0
298617,-100.0,-100.0,-100.0
298661,-100.0,-100.0,-100.0
298668,-100.0,-100.0,-100.0
298702,-100.0,-100.0,-100.0
298709,-100.0,-100.0,-100.0
317005,-100.0,-100.0,-100.0
317026,-100.0,-100.0,-100.0
317072,-100.0,-100.0,-100.0
317112,-100.0,-100.0,-100.0
317129,-100.0,-100.0,-100.0
317175,-100.0,-100.0,-100.0
317192,-100.0,-100.0,-100.0
317268,-100.0,-100.0,-100.0
317279,-100.0,-100.0,-100.0
317293,-100.0,-100.0,-100.0
317313,-100.0,-100.0,-100.0
317337,-100.0,-100.0,-100.0
317355,-100.0,-100.0,-100.0
317356,-100.0,-100.0,-100.0
317370,-100.0,-100.0,-100.0
317385,-100.0,-100.0,-100.0
317406,-100.0,-100.0,-100.0
317422,-100.0,-100.0,-100.0
317440,-100.0,-100.0,-100.0
317457,-100.0,-100.0,-100.0
317476,-100.0,-100.0,-100.0
317624,-100.0,-100.0,-100.0
317643,-100.0,-100.0,-100.0
317692,-100.0,-100.0,-100.0
317746,-100.0,-100.0,-100.0
317944,-100.0,-100.0,-100.0
317964,-100.0,-100.0,-100.0
318012,-100.0,-100.0,-100.0
318035,-100.0,-100.0,-100.0
318088,-100.0,-100.0,-100.0
318241,-100.0,-100.0,-100.0
318257,-100.0,-100.0,-100.0
318284,-100.0,-100.0,-100.0
318311,-100.0,-100.0,-100.0
318338,-100.0,-100.0,-100.0
318355,-100.0,-100.0,-100.0
318372,-100.0,-100.0,-100.0
318386,-100.0,-100.0,-100.0
318512,-100.0,-100.0,-100.0
318529,-100.0,-100.0,-100.0
318559,-100.0,-100.0,-100.0
318576,-100.0,-100.0,-100.0
318596,-100.0,-100.0,-100.0
318612,-100.0,-100.0,-100.0
318625,-100.0,-100.0,-100.0
318630,-100.0,-100.0,-100.0
318637,-100.0,-100.0,-100.0
318653,-100.0,-100.0,-100.0
318678,-100.0,-100.0,-100.0
318694,-100.0,-100.0,-100.0
318758,-100.0,-100.0,-100.0
318776,-100.0,-100.0,-100.0
318798,-100.0,-100.0,-100.0
318818,-100.0,-100.0,-100.0
318825,-100.0,-100.0,-100.0
318831,-100.0,-100.0,-100.0
318838,-100.0,-100.0,-100.0
318853,-100.0,-100.0,-100.0
318877,-100.0,-100.0,-100.0
318882,-100.0,-100.0,-100.0
318894,-100.0,-100.0,-100.0
318899,-100.0,-100.0,-100.0
318916,-100.0,-100.0,-100.0
318920,-100.0,-100.0,-100.0
319026,-100.0,-100.0,-100.0
319027,-100.0,-100.0,-100.0
319046,-100.0,-100.0,-100.0
319053,-100.0,-100.0,-100.0
319063,-100.0,-100.0,-100.0
319072,-100.0,-100.0,-100.0
319077,-100.0,-100.0,-100.0
319087,-100.0,-100.0,-100.0
319104,-100.0,-100.0,-100.0
319106,-100.0,-100.0,-100.0
319122,-100.0,-100.0,-100.0
319139,-100.0,-100.0,-100.0
319164,-100.0,-100.0,-100.0
319197,-100.0,-100.0,-100.0
319226,-100.0,-100.0,-100.0
319251,-100.0,-100.0,-100.0
319277,-100.0,-100.0,-100.0
319303,-100.0,-100.0,-100.0
319323,-100.0,-100.0,-100.0
319338,-100.0,-100.0,-100.0
319356,-100.0,-100.0,-100.0
319375,-100.0,-100.0,-100.0
319390,-100.0,-100.0,-100.0
319398,-100.0,-100.0,-100.0
319409,-100.0,-100.0,-100.0
319425,-100.0,-100.0,-100.0
319426,-100.0,-100.0,-100.0
319444,-100.0,-100.0,-100.0
319450,-100.0,-100.0,-100.0
319461,-100.0,-100.0,-100.0
319477,-100.0,-100.0,-100.0
319571,-100.0,-100.0,-100.0
319599,-100.0,-100.0,-100.0
319623,-100.0,-100.0,-100.0
319649,-100.0,-100.0,-100.0
319677,-100.0,-100.0,-100.0
319771,-100.0,-100.0,-100.0
319790,-100.0,-100.0,-100.0
319799,-100.0,-100.0,-100.0
319811,-100.0,-100.0,-100.0
319823,-100.0,-100.0,-100.0
319826,-100.0,-100.0,-100.0
319843,-100.0,-100.0,-100.0
319850,-100.0,-100.0,-100.0
319870,-100.0,-100.0,-100.0
319925,-100.0,-100.0,-100.0
319954,-100.0,-100.0,-100.0
319972,-100.0,-100.0,-100.0
319996,-100.0,-100.0,-100.0
320023,-100.0,-100.0,-100.0
320127,-100.0,-100.0,-100.0
320156,-100.0,-100.0,-100.0
320182,-100.0,-100.0,-100.0
320196,-100.0,-100.0,-100.0
320328,-100.0,-100.0,-100.0
320355,-100.0,-100.0,-100.0
320379,-100.0,-100.0,-100.0
320406,-100.0,-100.0,-100.0
320500,-100.0,-100.0,-100.0
320529,-100.0,-100.0,-100.0
320580,-100.0,-100.0,-100.0
320675,-100.0,-100.0,-100.0
320701,-100.0,-100.0,-100.0
320727,-100.0,-100.0,-100.0
320753,-100.0,-100.0,-100.0
320780,-100.0,-100.0,-100.0
320874,-100.0,-100.0,-100.0
320901,-100.0,-100.0,-100.0
320928,-100.0,-100.0,-100.0
320940,-100.0,-100.0,-100.0
320952,-100.0,-100.0,-100.0
320954,-100.0,-100.0,-100.0
320987,-100.0,-100.0,-100.0
320995,-100.0,-100.0,-100.0
321008,-100.0,-100.0,-100.0
321014,-100.0,-100.0,-100.0
321025,-100.0,-100.0,-100.0
321031,-100.0,-100.0,-100.0
321042,-100.0,-100.0,-100.0
321049,-100.0,-100.0,-100.0
321054,-100.0,-100.0,-100.0
321060,-100.0,-100.0,-100.0
321073,-100.0,-100.0,-100.0
321092,-100.0,-100.0,-100.0
321097,-100.0,-100.0,-100.0
321108,-100.0,-100.0,-100.0
321119,-100.0,-100.0,-100.0
321126,-100.0,-100.0,-100.0
321133,-100.0,-100.0,-100.0
321143,-100.0,-100.0,-100.0
321151,-100.0,-100.0,-100.0
321156,-100.0,-100.0,-100.0
321162,-100.0,-100.0,-100.0
321171,-100.0,-100.0,-100.0
321179,-100.0,-100.0,-100.0
321225,-100.0,-100.0,-100.0
321235,-100.0,-100.0,-100.0
321274,-100.0,-100.0,-100.0
321299,-100.0,-100.0,-100.0
321300,-100.0,-100.0,-100.0
321308,-100.0,-100.0,-100.0
321319,-100.0,-100.0,-100.0
321326,-100.0,-100.0,-100.0
321335,-100.0,-100.0,-100.0
321343,-100.0,-100.0,-100.0
321351,-100.0,-100.0,-100.0
321354,-100.0,-100.0,-100.0
321360,-100.0,-100.0,-100.0
321371,-100.0,-100.0,-100.0
321378,-100.0,-100.0,-100.0
321387,-100.0,-100.0,-100.0
321396,-100.0,-100.0,-100.0
321405,-100.0,-100.0,-100.0
321413,-100.0,-100.0,-100.0
321422,-100.0,-100.0,-100.0
321431,-100.0,-100.0,-100.0
321439,-100.0,-100.0,-100.0
321449,-100.0,-100.0,-100.0
321457,-100.0,-100.0,-100.0
321461,-100.0,-100.0,-100.0
321465,-100.0,-100.0,-100.0
321495,-100.0,-100.0,-100.0
321501,-100.0,-100.0,-100.0
321505,-100.0,-100.0,-100.0
321544,-100.0,-100.0,-100.0
321551,-100.0,-100.0,-100.0
321581,-100.0,-100.0,-100.0
321588,-100.0,-100.0,-100.0
321605,-100.0,-100.0,-100.0
321614,-100.0,-100.0,-100.0
321619,-100.0,-100.0,-100.0
321633,-100.0,-100.0,-100.0
321643,-100.0,-100.0,-100.0
321650,-100.0,-100.0,-100.0
321659,-100.0,-100.0,-100.0
321665,-100.0,-100.0,-100.0
321676,-100.0,-100.0,-100.0
321682,-100.0,-100.0,-100.0
321683,-100.0,-100.0,-100.0
321691,-100.0,-100.0,-100.0
321700,-100.0,-100.0,-100.0
321710,-100.0,-100.0,-100.0
321725,-100.0,-100.0,-100.0
321734,-100.0,-100.0,-100.0
321741,-100.0,-100.0,-100.0
321752,-100.0,-100.0,-100.0
321761,-100.0,-100.0,-100.0
321777,-100.0,-100.0,-100.0
321804,-100.0,-100.0,-100.0
321827,-100.0,-100.0,-100.0
321838,-100.0,-100.0,-100.0
321855,-100.0,-100.0,-100.0
321857,-100.0,-100.0,-100.0
321862,-100.0,-100.0,-100.0
321877,-100.0,-100.0,-100.0
321883,-100.0,-100.0,-100.0
321912,-100.0,-100.0,-100.0
321925,-100.0,-100.0,-100.0
321937,-100.0,-100.0,-100.0
321943,-100.0,-100.0,-100.0
321952,-100.0,-100.0,-100.0
321953,-100.0,-100.0,-100.0
321959,-100.0,-100.0,-100.0
321971,-100.0,-100.0,-100.0
321977,-100.0,-100.0,-100.0
321987,-100.0,-100.0,-100.0
321995,-100.0,-100.0,-100.0
322002,-100.0,-100.0,-100.0
322006,-100.0,-100.0,-100.0
322013,-100.0,-100.0,-100.0
322022,-100.0,-100.0,-100.0
322029,-100.0,-100.0,-100.0
322030,-100.0,-100.0,-100.0
322040,-100.0,-100.0,-100.0
322047,-100.0,-100.0,-100.0
322058,-100.0,-100.0,-100.0
322065,-100.0,-100.0,-100.0
322121,-100.0,-100.0,-100.0
322131,-100.0,-100.0,-100.0
322150,-100.0,-100.0,-100.0
322157,-100.0,-100.0,-100.0
322187,-100.0,-100.0,-100.0
322195,-100.0,-100.0,-100.0
322225,-100.0,-100.0,-100.0
322230,-100.0,-100.0,-100.0
322258,-100.0,-100.0,-100.0
322266,-100.0,-100.0,-100.0
322283,-100.0,-100.0,-100.0
322324,-100.0,-100.0,-100.0
322351,-100.0,-100.0,-100.0
322376,-100.0,-100.0,-100.0
322402,-100.0,-100.0,-100.0
322507,-100.0,-100.0,-100.0
322535,-100.0,-100.0,-100.0
322549,-100.0,-100.0,-100.0
322576,-100.0,-100.0,-100.0
322603,-100.0,-100.0,-100.0
322622,-100.0,-100.0,-100.0
322630,-100.0,-100.0,-100.0
322642,-100.0,-100.0,-100.0
322648,-100.0,-100.0,-100.0
322659,-100.0,-100.0,-100.0
322664,-100.0,-100.0,-100.0
322674,-100.0,-100.0,-100.0
322681,-100.0,-100.0,-100.0
322682,-100.0,-100.0,-100.0
322693,-100.0,-100.0,-100.0
322699,-100.0,-100.0,-100.0
322710,-100.0,-100.0,-100.0
322711,-100.0,-100.0,-100.0
322716,-100.0,-100.0,-100.0
322728,-100.0,-100.0,-100.0
322734,-100.0,-100.0,-100.0
322735,-100.0,-100.0,-100.0
322748,-100.0,-100.0,-100.0
322761,-100.0,-100.0,-100.0
322762,-100.0,-100.0,-100.0
322777,-100.0,-100.0,-100.0
322817,-100.0,-100.0,-100.0
322824,-100.0,-100.0,-100.0
322839,-100.0,-100.0,-100.0
322847,-100.0,-100.0,-100.0
322854,-100.0,-100.0,-100.0
322879,-100.0,-100.0,-100.0
322882,-100.0,-100.0,-100.0
322887,-100.0,-100.0,-100.0
322902,-100.0,-100.0,-100.0
322907,-100.0,-100.0,-100.0
322908,-100.0,-100.0,-100.0
322933,-100.0,-100.0,-100.0
322957,-100.0,-100.0,-100.0
322959,-100.0,-100.0,-100.0
322962,-100.0,-100.0,-100.0
322991,-100.0,-100.0,-100.0
323000,-100.0,-100.0,-100.0
323027,-100.0,-100.0,-100.0
323044,-100.0,-100.0,-100.0
323055,-100.0,-100.0,-100.0
323059,-100.0,-100.0,-100.0
323079,-100.0,-100.0,-100.0
323081,-100.0,-100.0,-100.0
323086,-100.0,-100.0,-100.0
323104,-100.0,-100.0,-100.0
323105,-100.0,-100.0,-100.0
323116,-100.0,-100.0,-100.0
323123,-100.0,-100.0,-100.0
323133,-100.0,-100.0,-100.0
323134,-100.0,-100.0,-100.0
323140,-100.0,-100.0,-100.0
323151,-100.0,-100.0,-100.0
323158,-100.0,-100.0,-100.0
323168,-100.0,-100.0,-100.0
323174,-100.0,-100.0,-100.0
323186,-100.0,-100.0,-100.0
323192,-100.0,-100.0,-100.0
323194,-100.0,-100.0,-100.0
323200,-100.0,-100.0,-100.0
323229,-100.0,-100.0,-100.0
323232,-100.0,-100.0,-100.0
323241,-100.0,-100.0,-100.0
323253,-100.0,-100.0,-100.0
323270,-100.0,-100.0,-100.0
323279,-100.0,-100.0,-100.0
323280,-100.0,-100.0,-100.0
323292,-100.0,-100.0,-100.0
323299,-100.0,-100.0,-100.0
323306,-100.0,-100.0,-100.0
323309,-100.0,-100.0,-100.0
323318,-100.0,-100.0,-100.0
323342,-100.0,-100.0,-100.0
323350,-100.0,-100.0,-100.0
323361,-100.0,-100.0,-100.0
323368,-100.0,-100.0,-100.0
323379,-100.0,-100.0,-100.0
323385,-100.0,-100.0,-100.0
323394,-100.0,-100.0,-100.0
323400,-100.0,-100.0,-100.0
323403,-100.0,-100.0,-100.0
323415,-100.0,-100.0,-100.0
323427,-100.0,-100.0,-100.0
323430,-100.0,-100.0,-100.0
323436,-100.0,-100.0,-100.0
323445,-100.0,-100.0,-100.0
323454,-100.0,-100.0,-100.0
323463,-100.0,-100.0,-100.0
323470,-100.0,-100.0,-100.0
323480,-100.0,-100.0,-100.0
323481,-100.0,-100.0,-100.0
323506,-100.0,-100.0,-100.0
323522,-100.0,-100.0,-100.0
323532,-100.0,-100.0,-100.0
323533,-100.0,-100.0,-100.0
323547,-100.0,-100.0,-100.0
323557,-100.0,-100.0,-100.0
323588,-100.0,-100.0,-100.0
323594,-100.0,-100.0,-100.0
323600,-100.0,-100.0,-100.0
323628,-100.0,-100.0,-100.0
323635,-100.0,-100.0,-100.0
323645,-100.0,-100.0,-100.0
323653,-100.0,-100.0,-100.0
323671,-100.0,-100.0,-100.0
323679,-100.0,-100.0,-100.0
323681,-100.0,-100.0,-100.0
323690,-100.0,-100.0,-100.0
323699,-100.0,-100.0,-100.0
323705,-100.0,-100.0,-100.0
323708,-100.0,-100.0,-100.0
323715,-100.0,-100.0,-100.0
323725,-100.0,-100.0,-100.0
323733,-100.0,-100.0,-100.0
323743,-100.0,-100.0,-100.0
323751,-100.0,-100.0,-100.0
323759,-100.0,-100.0,-100.0
323768,-100.0,-100.0,-100.0
323777,-100.0,-100.0,-100.0
323795,-100.0,-100.0,-100.0
323810,-100.0,-100.0,-100.0
323815,-100.0,-100.0,-100.0
323827,-100.0,-100.0,-100.0
323851,-100.0,-100.0,-100.0
323852,-100.0,-100.0,-100.0
323861,-100.0,-100.0,-100.0
323873,-100.0,-100.0,-100.0
323879,-100.0,-100.0,-100.0
323882,-100.0,-100.0,-100.0
323908,-100.0,-100.0,-100.0
323915,-100.0,-100.0,-100.0
323927,-100.0,-100.0,-100.0
323936,-100.0,-100.0,-100.0
323961,-100.0,-100.0,-100.0
323968,-100.0,-100.0,-100.0
323983,-100.0,-100.0,-100.0
324010,-100.0,-100.0,-100.0
324011,-100.0,-100.0,-100.0
324017,-100.0,-100.0,-100.0
324026,-100.0,-100.0,-100.0
324048,-100.0,-100.0,-100.0
324053,-100.0,-100.0,-100.0
324087,-100.0,-100.0,-100.0
324094,-100.0,-100.0,-100.0
324132,-100.0,-100.0,-100.0
324139,-100.0,-100.0,-100.0
324166,-100.0,-100.0,-100.0
324173,-100.0,-100.0,-100.0
324207,-100.0,-100.0,-100.0
324217,-100.0,-100.0,-100.0
324272,-100.0,-100.0,-100.0
324276,-100.0,-100.0,-100.0
324298,-100.0,-100.0,-100.0
324313,-100.0,-100.0,-100.0
324325,-100.0,-100.0,-100.0
324330,-100.0,-100.0,-100.0
324335,-100.0,-100.0,-100.0
324357,-100.0,-100.0,-100.0
324366,-100.0,-100.0,-100.0
324382,-100.0,-100.0,-100.0
324403,-100.0,-100.0,-100.0
324410,-100.0,-100.0,-100.0
324413,-100.0,-100.0,-100.0
324436,-100.0,-100.0,-100.0
324441,-100.0,-100.0,-100.0
324446,-100.0,-100.0,-100.0
324447,-100.0,-100.0,-100.0
324530,-100.0,-100.0,-100.0
324557,-100.0,-100.0,-100.0
324582,-100.0,-100.0,-100.0
324608,-100.0,-100.0,-100.0
324635,-100.0,-100.0,-100.0
324876,-100.0,-100.0,-100.0
324903,-100.0,-100.0,-100.0
324929,-100.0,-100.0,-100.0
324955,-100.0,-100.0,-100.0
324981,-100.0,-100.0,-100.0
325007,-100.0,-100.0,-100.0
325035,-100.0,-100.0,-100.0
325102,-100.0,-100.0,-100.0
325128,-100.0,-100.0,-100.0
325156,-100.0,-100.0,-100.0
325181,-100.0,-100.0,-100.0
325207,-100.0,-100.0,-100.0
325302,-100.0,-100.0,-100.0
325328,-100.0,-100.0,-100.0
325354,-100.0,-100.0,-100.0
325380,-100.0,-100.0,-100.0
325408,-100.0,-100.0,-100.0
325859,-100.0,-100.0,-100.0
325885,-100.0,-100.0,-100.0
325914,-100.0,-100.0,-100.0
325938,-100.0,-100.0,-100.0
325953,-100.0,-100.0,-100.0
325980,-100.0,-100.0,-100.0
326059,-100.0,-100.0,-100.0
326086,-100.0,-100.0,-100.0
326113,-100.0,-100.0,-100.0
326137,-100.0,-100.0,-100.0
326156,-100.0,-100.0,-100.0
326259,-100.0,-100.0,-100.0
326288,-100.0,-100.0,-100.0
326336,-100.0,-100.0,-100.0
326457,-100.0,-100.0,-100.0
326484,-100.0,-100.0,-100.0
326512,-100.0,-100.0,-100.0
326529,-100.0,-100.0,-100.0
326530,-100.0,-100.0,-100.0
326538,-100.0,-100.0,-100.0
326540,-100.0,-100.0,-100.0
326569,-100.0,-100.0,-100.0
326575,-100.0,-100.0,-100.0
326603,-100.0,-100.0,-100.0
326605,-100.0,-100.0,-100.0
326609,-100.0,-100.0,-100.0
326615,-100.0,-100.0,-100.0
326630,-100.0,-100.0,-100.0
326645,-100.0,-100.0,-100.0
326652,-100.0,-100.0,-100.0
326675,-100.0,-100.0,-100.0
326681,-100.0,-100.0,-100.0
326687,-100.0,-100.0,-100.0
326699,-100.0,-100.0,-100.0
326704,-100.0,-100.0,-100.0
326738,-100.0,-100.0,-100.0
326805,-100.0,-100.0,-100.0
326832,-100.0,-100.0,-100.0
326857,-100.0,-100.0,-100.0
326883,-100.0,-100.0,-100.0
326910,-100.0,-100.0,-100.0
327003,-100.0,-100.0,-100.0
327032,-100.0,-100.0,-100.0
327059,-100.0,-100.0,-100.0
327110,-100.0,-100.0,-100.0
327214,-100.0,-100.0,-100.0
327231,-100.0,-100.0,-100.0
327255,-100.0,-100.0,-100.0
327281,-100.0,-100.0,-100.0
327386,-100.0,-100.0,-100.0
327415,-100.0,-100.0,-100.0
327432,-100.0,-100.0,-100.0
327458,-100.0,-100.0,-100.0
327481,-100.0,-100.0,-100.0
327507,-100.0,-100.0,-100.0
327612,-100.0,-100.0,-100.0
327641,-100.0,-100.0,-100.0
327655,-100.0,-100.0,-100.0
327787,-100.0,-100.0,-100.0
327815,-100.0,-100.0,-100.0
327818,-100.0,-100.0,-100.0
327828,-100.0,-100.0,-100.0
327855,-100.0,-100.0,-100.0
327858,-100.0,-100.0,-100.0
327863,-100.0,-100.0,-100.0
327881,-100.0,-100.0,-100.0
327893,-100.0,-100.0,-100.0
327904,-100.0,-100.0,-100.0
327929,-100.0,-100.0,-100.0
327937,-100.0,-100.0,-100.0
327967,-100.0,-100.0,-100.0
327972,-100.0,-100.0,-100.0
327986,-100.0,-100.0,-100.0
327999,-100.0,-100.0,-100.0
328008,-100.0,-100.0,-100.0
328013,-100.0,-100.0,-100.0
328037,-100.0,-100.0,-100.0
328039,-100.0,-100.0,-100.0
328042,-100.0,-100.0,-100.0
328064,-100.0,-100.0,-100.0
328069,-100.0,-100.0,-100.0
328078,-100.0,-100.0,-100.0
328080,-100.0,-100.0,-100.0
328109,-100.0,-100.0,-100.0
328119,-100.0,-100.0,-100.0
328146,-100.0,-100.0,-100.0
328155,-100.0,-100.0,-100.0
328183,-100.0,-100.0,-100.0
328186,-100.0,-100.0,-100.0
328191,-100.0,-100.0,-100.0
328213,-100.0,-100.0,-100.0
328220,-100.0,-100.0,-100.0
328227,-100.0,-100.0,-100.0
328244,-100.0,-100.0,-100.0
328270,-100.0,-100.0,-100.0
328278,-100.0,-100.0,-100.0
328307,-100.0,-100.0,-100.0
328335,-100.0,-100.0,-100.0
328342,-100.0,-100.0,-100.0
328365,-100.0,-100.0,-100.0
328372,-100.0,-100.0,-100.0
328382,-100.0,-100.0,-100.0
328384,-100.0,-100.0,-100.0
328389,-100.0,-100.0,-100.0
328399,-100.0,-100.0,-100.0
328407,-100.0,-100.0,-100.0
328413,-100.0,-100.0,-100.0
328418,-100.0,-100.0,-100.0
328425,-100.0,-100.0,-100.0
328426,-100.0,-100.0,-100.0
328465,-100.0,-100.0,-100.0
328532,-100.0,-100.0,-100.0
328560,-100.0,-100.0,-100.0
328588,-100.0,-100.0,-100.0
328612,-100.0,-100.0,-100.0
328637,-100.0,-100.0,-100.0
328732,-100.0,-100.0,-100.0
328759,-100.0,-100.0,-100.0
328785,-100.0,-100.0,-100.0
328811,-100.0,-100.0,-100.0
328837,-100.0,-100.0,-100.0
328915,-100.0,-100.0,-100.0
328933,-100.0,-100.0,-100.0
328957,-100.0,-100.0,-100.0
328984,-100.0,-100.0,-100.0
329009,-100.0,-100.0,-100.0
329088,-100.0,-100.0,-100.0
329116,-100.0,-100.0,-100.0
329141,-100.0,-100.0,-100.0
329157,-100.0,-100.0,-100.0
329184,-100.0,-100.0,-100.0
329288,-100.0,-100.0,-100.0
329316,-100.0,-100.0,-100.0
329340,-100.0,-100.0,-100.0
329366,-100.0,-100.0,-100.0
329383,-100.0,-100.0,-100.0
329461,-100.0,-100.0,-100.0
329490,-100.0,-100.0,-100.0
329514,-100.0,-100.0,-100.0
329541,-100.0,-100.0,-100.0
329568,-100.0,-100.0,-100.0
329661,-100.0,-100.0,-100.0
329690,-100.0,-100.0,-100.0
329714,-100.0,-100.0,-100.0
329742,-100.0,-100.0,-100.0
329834,-100.0,-100.0,-100.0
