,AZSSG2REHDX18,ASEW6NZHLI41K,ACBG07QLGIDP0,AYYSG3O9FNU15,AJE5OG666CBAC,A1XY2JMPVJCF4,A5XU9JZ5IHLA1,ACM1CEGHXTKZP
70638,100.0,76.0,100.0,,100.0,100.0,51.0,100.0
70655,100.0,76.0,100.0,,100.0,100.0,52.0,100.0
70672,100.0,76.0,100.0,,100.0,100.0,54.0,100.0
70689,100.0,76.0,100.0,,100.0,100.0,55.0,100.0
70705,100.0,76.0,100.0,,100.0,100.0,56.0,100.0
70723,100.0,76.0,100.0,,100.0,100.0,57.0,100.0
70739,100.0,76.0,100.0,,100.0,100.0,58.0,100.0
70755,100.0,76.0,100.0,,100.0,100.0,59.0,100.0
70772,100.0,76.0,100.0,,100.0,100.0,60.0,100.0
70788,100.0,76.0,100.0,,100.0,100.0,61.0,100.0
70805,100.0,76.0,100.0,,100.0,100.0,62.0,100.0
70823,100.0,76.0,100.0,,100.0,100.0,63.0,100.0
70862,100.0,76.0,100.0,,100.0,100.0,63.0,100.0
70863,100.0,76.0,100.0,84.0,100.0,100.0,63.0,100.0
70904,100.0,76.0,100.0,85.0,100.0,100.0,63.0,100.0
70945,100.0,76.0,100.0,88.0,100.0,100.0,63.0,100.0
70987,100.0,76.0,100.0,90.0,100.0,100.0,63.0,100.0
70988,100.0,76.0,100.0,,100.0,100.0,63.0,100.0
74909,100.0,76.0,100.0,,100.0,100.0,63.0,100.0
74933,100.0,76.0,99.0,,100.0,100.0,63.0,100.0
74968,100.0,76.0,99.0,,100.0,100.0,63.0,100.0
74978,100.0,76.0,98.0,,100.0,100.0,63.0,100.0
75017,100.0,76.0,98.0,,100.0,100.0,63.0,100.0
75038,100.0,76.0,97.0,,100.0,100.0,63.0,100.0
75064,100.0,76.0,97.0,,100.0,100.0,63.0,100.0
75078,100.0,76.0,96.0,,100.0,100.0,63.0,100.0
75105,100.0,76.0,96.0,,100.0,100.0,63.0,100.0
75123,100.0,76.0,95.0,,100.0,100.0,63.0,100.0
75150,100.0,76.0,95.0,,100.0,100.0,63.0,100.0
75166,100.0,76.0,94.0,,100.0,100.0,63.0,100.0
75188,100.0,76.0,94.0,,100.0,100.0,63.0,100.0
75203,100.0,76.0,93.0,,100.0,100.0,63.0,100.0
75232,100.0,76.0,93.0,,100.0,100.0,63.0,100.0
75248,100.0,76.0,92.0,,100.0,100.0,63.0,100.0
75269,100.0,76.0,92.0,,100.0,100.0,63.0,100.0
75285,100.0,76.0,91.0,,100.0,100.0,63.0,100.0
75308,100.0,76.0,91.0,,100.0,100.0,63.0,100.0
75322,100.0,76.0,90.0,,100.0,100.0,63.0,100.0
75339,100.0,76.0,90.0,,100.0,100.0,63.0,100.0
75347,99.5,76.0,90.0,,100.0,100.0,63.0,100.0
75355,99.0,76.0,89.5,,100.0,100.0,63.0,100.0
75362,98.5,76.0,89.0,,100.0,100.0,63.0,100.0
75372,98.0,76.0,89.0,,100.0,100.0,63.0,100.0
75385,96.0,76.0,89.0,,100.0,100.0,63.0,100.0
75387,95.5,76.0,89.0,,100.0,100.0,63.0,100.0
75401,95.0,76.0,88.5,,100.0,100.0,63.0,100.0
75408,94.5,76.0,88.0,,100.0,100.0,63.0,100.0
75418,94.0,76.0,88.0,,100.0,100.0,63.0,100.0
75431,93.0,76.0,88.0,,100.0,100.0,63.0,100.0
75438,92.5,76.0,88.0,,100.0,100.0,63.0,100.0
75457,92.0,76.0,87.5,,100.0,100.0,63.0,100.0
75464,91.5,76.0,87.0,,100.0,100.0,63.0,100.0
75473,91.0,76.0,87.0,,100.0,100.0,63.0,100.0
75489,90.0,76.0,87.0,,100.0,100.0,63.0,100.0
75495,89.5,76.0,87.0,,100.0,100.0,63.0,100.0
75503,89.0,76.0,86.66666666666667,,100.0,100.0,63.0,100.0
75519,88.0,76.0,86.33333333333333,,100.0,100.0,63.0,100.0
75522,87.0,76.0,86.0,,100.0,100.0,63.0,100.0
75534,86.0,76.0,85.5,,100.0,100.0,63.0,100.0
75550,85.0,76.0,85.0,,100.0,100.0,63.0,100.0
75565,84.0,76.0,85.0,,100.0,100.0,63.0,100.0
75569,83.66666666666667,76.0,85.0,,100.0,100.0,63.0,100.0
75585,83.33333333333333,76.0,84.0,,100.0,100.0,63.0,100.0
75591,83.0,76.0,84.0,,100.0,100.0,63.0,100.0
75608,82.0,76.0,84.0,,100.0,100.0,63.0,100.0
75622,81.0,76.0,84.0,,100.0,100.0,63.0,100.0
75637,80.0,76.0,84.0,,100.0,100.0,63.0,100.0
75651,79.0,76.0,84.0,,100.0,100.0,63.0,100.0
75667,78.5,76.0,84.0,,100.0,100.0,63.0,100.0
75668,78.0,76.0,83.5,,100.0,100.0,63.0,100.0
75681,77.0,76.0,83.0,,100.0,100.0,63.0,100.0
75683,76.0,76.0,83.0,,100.0,100.0,63.0,100.0
75698,75.0,76.0,83.0,,100.0,100.0,63.0,100.0
75714,74.0,76.0,83.0,,100.0,100.0,63.0,100.0
75740,73.0,76.0,83.0,,100.0,100.0,63.0,100.0
75755,72.0,76.0,83.0,,100.0,100.0,63.0,100.0
75760,71.5,76.0,83.0,,100.0,100.0,63.0,100.0
75769,71.0,75.5,83.0,,100.0,100.0,63.0,100.0
75779,70.66666666666667,75.0,83.0,,100.0,100.0,63.0,100.0
75783,70.33333333333333,74.66666666666667,83.0,,100.0,100.0,63.0,100.0
75786,70.0,74.33333333333333,82.75,,100.0,100.0,63.0,100.0
75795,69.5,74.0,82.5,,100.0,100.0,63.0,100.0
75801,69.0,73.66666666666667,82.25,,100.0,100.0,63.0,100.0
75809,68.66666666666667,73.33333333333333,82.0,,100.0,100.0,63.0,100.0
75812,68.33333333333333,73.0,82.0,,100.0,100.0,63.0,100.0
75815,68.0,72.66666666666667,82.0,,100.0,100.0,63.0,100.0
75829,67.33333333333333,72.33333333333333,82.0,,100.0,100.0,63.0,100.0
75830,66.66666666666667,72.0,81.66666666666667,,100.0,100.0,63.0,100.0
75833,66.0,71.66666666666667,81.33333333333333,,100.0,100.0,63.0,100.0
75842,65.66666666666667,71.33333333333333,81.0,,100.0,100.0,63.0,100.0
75847,65.33333333333333,71.0,81.0,,100.0,100.0,63.0,100.0
75858,65.0,70.5,81.0,,100.0,100.0,63.0,100.0
75865,64.66666666666667,70.0,81.0,,100.0,100.0,63.0,100.0
75871,64.33333333333333,69.33333333333333,81.0,,100.0,100.0,63.0,100.0
75873,64.0,68.66666666666667,80.66666666666667,,100.0,100.0,63.0,100.0
75882,63.666666666666664,68.0,80.33333333333333,,100.0,100.0,63.0,100.0
75884,63.333333333333336,67.66666666666667,80.0,,100.0,100.0,63.0,100.0
75888,63.0,67.33333333333333,80.0,,100.0,100.0,63.0,100.0
75899,62.5,67.0,80.0,,100.0,100.0,63.0,100.0
75904,62.0,66.66666666666667,80.0,,100.0,100.0,63.0,100.0
75907,61.666666666666664,66.33333333333333,80.0,,100.0,100.0,63.0,100.0
75917,61.333333333333336,66.0,79.0,,100.0,100.0,63.0,100.0
75920,61.0,66.0,79.0,,100.0,100.0,63.0,100.0
75934,60.0,66.0,79.0,,100.0,100.0,63.0,100.0
75937,59.5,66.0,79.0,,100.0,100.0,63.0,100.0
75950,59.0,66.0,78.5,,100.0,100.0,63.0,100.0
75954,58.5,66.0,78.0,,100.0,100.0,63.0,100.0
75965,58.0,66.0,78.0,,100.0,100.0,63.0,100.0
75978,57.333333333333336,66.0,78.0,,100.0,100.0,63.0,100.0
75989,56.666666666666664,66.0,77.0,,100.0,100.0,63.0,100.0
75991,56.0,66.0,77.0,,100.0,100.0,63.0,100.0
76005,55.0,66.0,77.0,,100.0,100.0,63.0,100.0
76020,54.5,66.0,77.0,,100.0,100.0,63.0,100.0
76022,54.0,66.0,76.75,,100.0,100.0,63.0,100.0
76037,53.0,66.0,76.5,,100.0,100.0,63.0,100.0
76052,52.0,66.0,76.25,,100.0,100.0,63.0,100.0
76055,51.5,66.0,76.0,,100.0,100.0,63.0,100.0
76069,51.0,66.0,75.5,,100.0,100.0,63.0,100.0
76076,50.5,66.0,75.0,,100.0,100.0,63.0,100.0
76083,50.0,66.0,75.0,,100.0,100.0,63.0,100.0
76089,49.5,66.0,75.0,,100.0,100.0,63.0,100.0
76099,49.0,66.0,74.5,,100.0,100.0,63.0,100.0
76100,48.0,66.0,74.0,,100.0,100.0,63.0,100.0
76124,47.0,66.0,74.0,,100.0,100.0,63.0,100.0
76128,46.666666666666664,66.0,74.0,,100.0,100.0,63.0,100.0
76137,46.333333333333336,66.0,73.0,,100.0,100.0,63.0,100.0
76140,46.0,66.0,73.0,,100.0,100.0,63.0,100.0
76154,45.0,66.0,73.0,,100.0,100.0,63.0,100.0
76167,44.5,66.0,73.0,,100.0,100.0,63.0,100.0
76170,44.0,66.0,72.5,,100.0,100.0,63.0,100.0
76180,43.5,66.0,72.0,,100.0,100.0,63.0,100.0
76185,43.0,66.0,72.0,,100.0,100.0,63.0,100.0
76201,42.0,66.0,72.0,,100.0,100.0,63.0,100.0
76205,41.5,66.0,72.0,,100.0,100.0,63.0,100.0
76216,41.0,66.0,71.5,,100.0,100.0,63.0,100.0
76217,40.666666666666664,66.0,71.0,,100.0,100.0,63.0,100.0
76238,40.333333333333336,66.0,71.0,,100.0,100.0,63.0,100.0
76242,40.0,66.0,70.5,,100.0,100.0,63.0,100.0
76251,39.5,66.0,70.0,,100.0,100.0,63.0,100.0
76259,39.0,66.0,70.0,,100.0,100.0,63.0,100.0
76273,37.0,66.0,70.0,,100.0,100.0,63.0,100.0
76288,36.0,66.0,70.0,,100.0,100.0,63.0,100.0
76303,35.0,66.0,70.0,,100.0,100.0,63.0,100.0
76312,34.5,66.0,70.0,,100.0,100.0,63.0,100.0
76319,34.0,66.0,69.5,,100.0,100.0,63.0,100.0
76326,33.5,66.0,69.0,,100.0,100.0,63.0,100.0
76334,33.0,66.0,68.5,,100.0,100.0,63.0,100.0
76348,32.5,66.0,68.0,,100.0,100.0,63.0,100.0
76350,32.0,66.0,68.0,,100.0,100.0,63.0,100.0
76367,31.0,66.0,68.0,,100.0,100.0,63.0,100.0
76368,30.666666666666668,66.0,68.0,,100.0,100.0,63.0,100.0
76382,30.333333333333332,66.0,67.0,,100.0,100.0,63.0,100.0
76391,30.0,66.0,67.0,,100.0,100.0,63.0,100.0
76402,29.5,66.0,67.0,,100.0,100.0,63.0,100.0
76406,29.0,66.0,66.5,,100.0,100.0,63.0,100.0
76417,28.0,66.0,66.0,,100.0,100.0,63.0,100.0
76420,27.0,66.0,66.0,,100.0,100.0,63.0,100.0
76437,26.5,66.0,66.0,,100.0,100.0,63.0,100.0
76438,26.0,66.0,65.5,,100.0,100.0,63.0,100.0
76451,25.5,66.0,65.0,,100.0,100.0,63.0,100.0
76453,25.0,66.0,65.0,,100.0,100.0,63.0,100.0
76469,24.0,66.0,65.0,,100.0,100.0,63.0,100.0
76477,23.5,66.0,65.0,,100.0,100.0,63.0,100.0
76484,23.0,66.0,64.5,,100.0,100.0,63.0,100.0
76487,22.5,66.0,64.0,,100.0,100.0,63.0,100.0
76499,22.0,66.0,64.0,,100.0,100.0,63.0,100.0
76515,21.5,66.0,64.0,,100.0,100.0,63.0,100.0
76524,21.0,66.0,63.5,,100.0,100.0,63.0,100.0
76537,20.5,66.0,63.0,,100.0,100.0,63.0,100.0
76539,20.0,66.0,62.666666666666664,,100.0,100.0,63.0,100.0
76555,19.0,66.0,62.333333333333336,,100.0,100.0,63.0,100.0
76565,18.0,66.0,62.0,,100.0,100.0,63.0,100.0
76570,17.0,66.0,61.5,,100.0,100.0,63.0,100.0
76581,16.5,66.0,61.0,,100.0,100.0,63.0,100.0
76585,16.0,66.0,61.0,,100.0,100.0,63.0,100.0
76597,15.5,66.0,61.0,,100.0,100.0,63.0,100.0
76601,15.0,66.0,60.5,,100.0,100.0,63.0,100.0
76609,15.0,66.0,60.0,,100.0,100.0,63.0,100.0
76633,15.0,66.0,59.0,,100.0,100.0,63.0,100.0
76651,15.0,66.0,59.0,,100.0,100.0,63.0,100.0
76677,15.0,66.0,58.0,,100.0,100.0,63.0,100.0
76705,15.0,66.0,58.0,,100.0,100.0,63.0,100.0
76714,15.0,66.0,57.5,,100.0,100.0,63.0,100.0
76717,15.0,65.5,57.0,,100.0,100.0,63.0,100.0
76733,15.0,65.0,57.0,,100.0,100.0,63.0,100.0
76736,15.0,64.66666666666667,57.0,,100.0,100.0,63.0,100.0
76746,15.0,64.33333333333333,56.0,,100.0,100.0,63.0,100.0
76749,15.0,64.0,56.0,,100.0,100.0,63.0,100.0
76767,15.0,62.0,56.0,,100.0,100.0,63.0,100.0
76775,15.0,61.0,56.0,,100.0,100.0,63.0,100.0
76777,15.0,60.666666666666664,56.0,,100.0,100.0,63.0,100.0
76787,15.0,60.333333333333336,55.0,,100.0,100.0,63.0,100.0
76791,15.0,60.0,55.0,,100.0,100.0,63.0,100.0
76807,15.0,59.5,55.0,,100.0,100.0,63.0,100.0
76809,15.0,59.0,54.5,,100.0,100.0,63.0,100.0
76817,15.0,58.5,54.0,,100.0,100.0,63.0,100.0
76827,15.0,58.0,54.0,,100.0,100.0,63.0,100.0
76838,15.0,57.5,54.0,,100.0,100.0,63.0,100.0
76844,15.0,57.0,53.5,,100.0,100.0,63.0,100.0
76850,15.0,56.5,53.0,,100.0,100.0,63.0,100.0
76862,15.0,56.0,53.0,,100.0,100.0,63.0,100.0
76875,15.0,55.5,53.0,,100.0,100.0,63.0,100.0
76879,15.0,55.0,52.5,,100.0,100.0,63.0,100.0
76889,15.0,54.0,52.0,,100.0,100.0,63.0,100.0
76896,15.0,53.0,52.0,,100.0,100.0,63.0,100.0
76914,15.0,52.0,52.0,,100.0,100.0,63.0,100.0
76917,15.0,51.666666666666664,52.0,,100.0,100.0,63.0,100.0
76929,15.0,51.333333333333336,51.0,,100.0,100.0,63.0,100.0
76932,15.0,51.0,51.0,,100.0,100.0,63.0,100.0
76949,15.0,50.0,51.0,,100.0,100.0,63.0,100.0
76967,15.0,49.0,51.0,,100.0,100.0,63.0,100.0
76968,15.0,48.5,51.0,,100.0,100.0,63.0,100.0
76983,15.0,48.0,50.5,,100.0,100.0,63.0,100.0
76990,15.0,47.0,50.0,,100.0,100.0,63.0,100.0
77008,15.0,46.0,50.0,,100.0,100.0,63.0,100.0
77026,15.0,45.0,50.0,,100.0,100.0,63.0,100.0
77043,15.0,44.0,50.0,,100.0,100.0,63.0,100.0
77061,15.0,42.0,50.0,,100.0,100.0,63.0,100.0
77077,15.0,41.0,50.0,,100.0,100.0,63.0,100.0
77095,15.0,40.0,50.0,,100.0,100.0,63.0,100.0
77101,15.0,39.5,50.0,,100.0,100.0,63.0,100.0
77113,15.0,39.0,49.666666666666664,,100.0,100.0,63.0,100.0
77131,15.0,38.0,49.333333333333336,,100.0,100.0,63.0,100.0
77139,15.0,37.5,49.0,,100.0,100.0,63.0,100.0
77148,15.0,37.0,49.0,,100.0,100.0,63.0,100.0
77166,15.0,36.0,49.0,,100.0,100.0,63.0,100.0
77182,15.0,35.0,49.0,,100.0,100.0,63.0,100.0
77186,15.0,34.5,49.0,,100.0,100.0,63.0,100.0
77200,15.0,34.0,48.5,,100.0,100.0,63.0,100.0
77204,15.0,33.5,48.0,,100.0,100.0,63.0,100.0
77209,15.0,33.0,48.0,,100.0,100.0,63.0,100.0
77230,15.0,33.0,48.0,,100.0,100.0,63.0,100.0
77242,15.0,33.0,47.0,,100.0,100.0,63.0,100.0
77269,15.0,33.0,47.0,,100.0,100.0,63.0,100.0
77286,15.0,33.0,46.0,,100.0,100.0,63.0,100.0
78326,15.0,33.0,46.0,,100.0,100.0,63.0,100.0
78345,15.0,32.0,46.0,,100.0,100.0,63.0,100.0
78362,15.0,31.0,46.0,,100.0,100.0,63.0,100.0
78379,15.0,30.0,46.0,,100.0,100.0,63.0,100.0
78396,15.0,29.0,46.0,,100.0,100.0,63.0,100.0
78414,15.0,28.0,46.0,,100.0,100.0,63.0,100.0
78432,15.0,27.0,46.0,,100.0,100.0,63.0,100.0
78450,15.0,26.0,46.0,,100.0,100.0,63.0,100.0
78468,15.0,25.0,46.0,,100.0,100.0,63.0,100.0
78483,15.0,24.0,46.0,,100.0,100.0,63.0,100.0
78491,15.0,23.0,46.0,,100.0,100.0,63.0,100.0
78509,15.0,21.0,46.0,,100.0,100.0,63.0,100.0
78526,15.0,20.0,46.0,,100.0,100.0,63.0,100.0
78528,15.0,19.5,46.0,,100.0,100.0,63.0,100.0
78544,15.0,19.0,46.0,,100.0,100.0,63.0,100.0
78545,15.0,18.5,46.0,,100.0,100.0,63.0,100.0
78561,15.0,18.0,46.0,,100.0,100.0,63.0,100.0
78578,15.0,17.0,46.0,,100.0,100.0,63.0,100.0
78595,15.0,16.5,46.0,,100.0,100.0,63.0,100.0
78596,15.0,16.0,46.0,,100.0,100.0,63.0,100.0
78612,15.0,15.5,46.0,,100.0,100.0,63.0,100.0
78614,15.0,15.0,46.0,,100.0,100.0,63.0,100.0
78628,15.0,14.5,46.0,,100.0,100.0,63.0,100.0
78631,15.0,14.0,46.0,,100.0,100.0,63.0,100.0
78645,15.0,13.5,46.0,,100.0,100.0,63.0,100.0
78649,15.0,13.0,46.0,,100.0,100.0,63.0,100.0
78662,15.0,12.0,46.0,,100.0,100.0,63.0,100.0
78666,15.0,11.0,46.0,,100.0,100.0,63.0,100.0
78678,15.0,10.5,46.0,,100.0,100.0,63.0,100.0
78683,15.0,10.0,46.0,,100.0,100.0,63.0,100.0
79602,15.0,10.0,46.0,,100.0,100.0,63.0,100.0
79647,15.0,10.0,45.0,,100.0,100.0,63.0,100.0
79717,15.0,10.0,45.0,,100.0,100.0,63.0,100.0
79730,15.0,10.0,44.0,,100.0,100.0,63.0,100.0
79778,15.0,10.0,43.0,,100.0,100.0,63.0,100.0
79815,15.0,10.0,43.0,,100.0,100.0,63.0,100.0
79831,15.0,10.0,42.0,,100.0,100.0,63.0,100.0
79858,15.0,10.0,42.0,,100.0,100.0,63.0,100.0
79870,15.0,10.0,41.0,,100.0,100.0,63.0,100.0
79892,15.0,10.0,41.0,,100.0,100.0,63.0,100.0
79903,15.0,10.0,40.0,,100.0,100.0,63.0,100.0
79929,15.0,10.0,40.0,,100.0,100.0,63.0,100.0
79942,15.0,10.0,38.0,,100.0,100.0,63.0,100.0
79958,15.0,10.0,37.0,,100.0,100.0,63.0,100.0
79979,15.0,10.0,36.0,,100.0,100.0,63.0,100.0
80003,15.0,10.0,35.0,,100.0,100.0,63.0,100.0
80025,15.0,10.0,34.0,,100.0,100.0,63.0,100.0
80041,15.0,10.0,34.0,,100.0,100.0,63.0,100.0
80053,15.0,10.0,33.0,,100.0,100.0,63.0,100.0
80070,15.0,10.0,33.0,,100.0,100.0,63.0,100.0
80082,15.0,10.0,32.0,,100.0,100.0,63.0,100.0
80107,15.0,10.0,32.0,,100.0,100.0,63.0,100.0
80118,15.0,10.0,31.0,,100.0,100.0,63.0,100.0
80138,15.0,10.0,31.0,,100.0,100.0,63.0,100.0
80152,15.0,10.0,30.0,,100.0,100.0,63.0,100.0
80177,15.0,10.0,30.0,,100.0,100.0,63.0,100.0
80189,15.0,10.0,29.0,,100.0,100.0,63.0,100.0
80209,15.0,10.0,29.0,,100.0,100.0,63.0,100.0
80221,15.0,10.0,28.0,,100.0,100.0,63.0,100.0
80238,15.0,10.0,28.0,,100.0,100.0,63.0,100.0
80257,15.0,10.0,27.0,,100.0,100.0,63.0,100.0
80278,15.0,10.0,27.0,,100.0,100.0,63.0,100.0
80294,15.0,10.0,26.0,,100.0,100.0,63.0,100.0
80315,15.0,10.0,26.0,,100.0,100.0,63.0,100.0
80326,15.0,10.0,25.0,,100.0,100.0,63.0,100.0
80353,15.0,10.0,25.0,,100.0,100.0,63.0,100.0
80361,15.0,10.0,24.5,,100.0,100.0,63.0,100.0
80366,15.0,10.0,24.0,,100.0,100.0,63.0,100.0
80378,15.0,10.0,24.0,,100.0,100.0,63.0,100.0
80396,15.0,10.0,24.0,,100.0,100.0,63.0,100.0
80411,15.0,10.0,24.0,,100.0,100.0,63.0,100.0
80428,15.0,10.0,24.0,,100.0,100.0,63.0,100.0
80445,15.0,10.0,24.0,,100.0,100.0,63.0,100.0
80461,15.0,10.0,24.0,,100.0,100.0,63.0,100.0
80478,15.0,10.0,24.0,,100.0,100.0,63.0,100.0
80495,15.0,10.0,24.0,,100.0,100.0,63.0,100.0
80511,15.0,10.0,24.0,,100.0,100.0,63.0,100.0
80542,15.0,10.0,24.0,,100.0,100.0,63.0,100.0
80563,15.0,10.0,23.0,,100.0,100.0,63.0,100.0
80585,15.0,10.0,23.0,,100.0,100.0,63.0,100.0
80591,15.0,10.0,22.0,,100.0,100.0,63.0,100.0
80609,15.0,10.0,22.0,,100.0,100.0,63.0,100.0
80625,15.0,10.0,21.0,,100.0,100.0,63.0,100.0
80642,15.0,10.0,20.0,,100.0,100.0,63.0,100.0
80662,15.0,10.0,20.0,,100.0,100.0,63.0,100.0
80676,15.0,10.0,19.0,,100.0,100.0,63.0,100.0
80700,15.0,10.0,18.0,,100.0,100.0,63.0,100.0
80714,15.0,10.0,18.0,,100.0,100.0,63.0,100.0
80725,15.0,10.0,17.0,,100.0,100.0,63.0,100.0
80747,15.0,10.0,17.0,,100.0,100.0,63.0,100.0
80760,15.0,10.0,16.0,,100.0,100.0,63.0,100.0
80781,15.0,10.0,16.0,,100.0,100.0,63.0,100.0
80792,15.0,10.0,15.0,,100.0,100.0,63.0,100.0
80815,15.0,10.0,15.0,,100.0,100.0,63.0,100.0
80829,15.0,10.0,14.0,,100.0,100.0,63.0,100.0
80852,15.0,10.0,14.0,,100.0,100.0,63.0,100.0
80865,15.0,10.0,13.0,,100.0,100.0,63.0,100.0
81233,15.0,10.0,13.0,,100.0,100.0,63.0,100.0
81241,15.0,9.0,13.0,,100.0,100.0,63.0,100.0
81258,15.0,8.0,13.0,,100.0,100.0,63.0,100.0
81275,15.0,7.0,13.0,,100.0,100.0,63.0,100.0
81293,15.0,6.0,13.0,,100.0,100.0,63.0,100.0
81311,15.0,5.0,13.0,,100.0,100.0,63.0,100.0
81328,15.0,3.0,13.0,,100.0,100.0,63.0,100.0
81345,15.0,2.0,13.0,,100.0,100.0,63.0,100.0
81362,15.0,1.0,13.0,,100.0,100.0,63.0,100.0
81380,15.0,0.0,13.0,,100.0,100.0,63.0,100.0
81398,15.0,-1.0,13.0,,100.0,100.0,63.0,100.0
81415,15.0,-2.0,13.0,,100.0,100.0,63.0,100.0
81433,15.0,-3.0,13.0,,100.0,100.0,63.0,100.0
81450,15.0,-4.0,13.0,,100.0,100.0,63.0,100.0
81456,15.0,-4.5,13.0,,100.0,100.0,63.0,100.0
81467,15.0,-5.0,13.0,,100.0,100.0,63.0,100.0
81474,15.0,-7.0,13.0,,100.0,100.0,63.0,100.0
81491,15.0,-7.5,13.0,,100.0,100.0,63.0,100.0
81492,15.0,-8.0,13.0,,100.0,100.0,63.0,100.0
81509,15.0,-9.0,13.0,,100.0,100.0,63.0,100.0
81526,15.0,-10.0,13.0,,100.0,100.0,63.0,100.0
81539,15.0,-10.5,13.0,,100.0,100.0,63.0,100.0
81544,15.0,-11.0,13.0,,100.0,100.0,63.0,100.0
81561,15.0,-12.0,13.0,,100.0,100.0,63.0,100.0
81579,15.0,-13.0,13.0,,100.0,100.0,63.0,100.0
81589,15.0,-13.5,13.0,,100.0,100.0,63.0,100.0
81597,15.0,-14.0,13.0,,100.0,100.0,63.0,100.0
81615,15.0,-15.0,13.0,,100.0,100.0,63.0,100.0
81631,15.0,-17.0,13.0,,100.0,100.0,63.0,100.0
81639,15.0,-17.5,13.0,,100.0,100.0,63.0,100.0
81649,15.0,-18.0,13.0,,100.0,100.0,63.0,100.0
81666,15.0,-19.0,13.0,,100.0,100.0,63.0,100.0
81673,15.0,-19.5,13.0,,100.0,100.0,63.0,100.0
81674,15.0,-20.0,13.0,,100.0,100.0,63.0,100.0
81692,15.0,-21.0,13.0,,100.0,100.0,63.0,100.0
81705,15.0,-21.5,13.0,,100.0,100.0,63.0,100.0
81708,15.0,-22.0,13.0,,100.0,100.0,63.0,100.0
81722,15.0,-22.5,13.0,,100.0,100.0,63.0,100.0
81726,15.0,-23.0,13.0,,100.0,100.0,63.0,100.0
81744,15.0,-24.0,13.0,,100.0,100.0,63.0,100.0
81758,15.0,-24.5,13.0,,100.0,100.0,63.0,100.0
81761,15.0,-25.0,13.0,,100.0,100.0,63.0,100.0
81773,15.0,-26.0,13.0,,100.0,100.0,63.0,100.0
81779,15.0,-27.0,13.0,,100.0,100.0,63.0,100.0
81790,15.0,-27.5,13.0,,100.0,100.0,63.0,100.0
81797,15.0,-28.0,13.0,,100.0,100.0,63.0,100.0
81806,15.0,-28.0,13.0,,100.0,100.0,63.0,100.0
81824,15.0,-28.0,13.0,,100.0,100.0,63.0,100.0
81840,15.0,-28.0,13.0,,100.0,100.0,63.0,100.0
81856,15.0,-28.0,13.0,,100.0,100.0,63.0,100.0
81875,15.0,-28.0,13.0,,100.0,100.0,63.0,100.0
81892,15.0,-28.0,13.0,,100.0,100.0,63.0,100.0
81907,15.0,-28.0,13.0,,100.0,100.0,63.0,100.0
81930,15.0,-28.0,13.0,,100.0,100.0,63.0,100.0
81953,15.0,-28.0,13.0,,100.0,100.0,63.0,100.0
81972,15.0,-28.0,13.0,,100.0,100.0,63.0,100.0
81989,15.0,-28.0,13.0,,100.0,100.0,63.0,100.0
82006,15.0,-28.0,13.0,,100.0,100.0,63.0,100.0
82032,15.0,-28.0,13.0,,100.0,100.0,63.0,100.0
82048,15.0,-28.0,13.0,,100.0,100.0,63.0,100.0
82066,15.0,-28.0,13.0,,100.0,100.0,63.0,100.0
82082,15.0,-28.0,13.0,,100.0,100.0,63.0,100.0
82101,15.0,-28.0,13.0,,100.0,100.0,63.0,100.0
82606,15.0,-28.0,13.0,,100.0,100.0,63.0,100.0
82624,15.0,-28.0,13.0,,100.0,100.0,63.0,100.0
82643,15.0,-28.0,13.0,,100.0,100.0,63.0,100.0
82656,15.0,-28.0,13.0,,100.0,100.0,63.0,100.0
82672,15.0,-28.0,13.0,,100.0,100.0,63.0,100.0
82692,15.0,-28.0,13.0,,100.0,100.0,63.0,100.0
82709,15.0,-28.0,13.0,,100.0,100.0,63.0,100.0
82724,15.0,-28.0,13.0,,100.0,100.0,63.0,100.0
82730,14.5,-28.0,13.0,,100.0,100.0,63.0,100.0
82740,14.0,-28.0,13.0,,100.0,100.0,63.0,100.0
82744,13.666666666666666,-28.0,13.0,,100.0,100.0,63.0,100.0
82747,13.333333333333334,-28.0,12.666666666666666,,100.0,100.0,63.0,100.0
82756,13.0,-28.0,12.333333333333334,,100.0,100.0,63.0,100.0
82764,12.5,-28.0,12.0,,100.0,100.0,63.0,100.0
82770,12.0,-28.0,12.0,,100.0,100.0,63.0,100.0
82785,10.0,-28.0,12.0,,100.0,100.0,63.0,100.0
82787,9.75,-28.0,12.0,,100.0,100.0,63.0,100.0
82794,9.5,-28.0,11.5,,100.0,100.0,63.0,100.0
82795,9.25,-28.0,11.0,,100.0,100.0,63.0,100.0
82810,9.0,-28.0,11.0,,100.0,100.0,63.0,100.0
82811,8.75,-28.0,11.0,,100.0,100.0,63.0,100.0
82813,8.5,-28.0,11.0,,100.0,100.0,63.0,100.0
82826,8.25,-28.0,10.0,,100.0,100.0,63.0,100.0
82828,8.0,-28.0,9.75,,100.0,100.0,63.0,100.0
82831,7.5,-28.0,9.5,,100.0,100.0,63.0,100.0
82842,7.0,-28.0,9.25,,100.0,100.0,63.0,100.0
82845,6.666666666666667,-28.0,9.0,,100.0,100.0,63.0,100.0
82847,6.333333333333333,-28.0,8.666666666666666,,100.0,100.0,63.0,100.0
