,AMWN796XA8EMA,A2RG35OL29USI,A1CF1W8CP0DHB,A21LNC7SH15DN
144790,-100.0,-100.0,-100.0,-100.0
144802,-100.0,-100.0,-100.0,-100.0
149112,-100.0,-100.0,-100.0,-100.0
149129,-100.0,-100.0,-100.0,-100.0
149690,-100.0,-100.0,-100.0,-100.0
149707,-100.0,-100.0,-100.0,-100.0
164894,-100.0,-100.0,-100.0,-100.0
164909,-100.0,-100.0,-100.0,-100.0
164945,-100.0,-100.0,-100.0,-100.0
164954,-100.0,-100.0,-100.0,-100.0
164980,-100.0,-100.0,-100.0,-100.0
164989,-100.0,-100.0,-100.0,-100.0
165013,-100.0,-100.0,-100.0,-100.0
165021,-100.0,-100.0,-100.0,-100.0
165328,-100.0,-100.0,-100.0,-100.0
165341,-100.0,-100.0,-100.0,-100.0
165369,-100.0,-100.0,-100.0,-100.0
165374,-100.0,-100.0,-100.0,-100.0
165400,-100.0,-100.0,-100.0,-100.0
165408,-100.0,-100.0,-100.0,-100.0
165528,-100.0,-100.0,-100.0,-100.0
165542,-100.0,-100.0,-100.0,-100.0
165569,-100.0,-100.0,-100.0,-100.0
165575,-100.0,-100.0,-100.0,-100.0
165601,-100.0,-100.0,-100.0,-100.0
165608,-100.0,-100.0,-100.0,-100.0
165696,-100.0,-100.0,-100.0,-100.0
165709,-100.0,-100.0,-100.0,-100.0
165736,-100.0,-100.0,-100.0,-100.0
165742,-100.0,-100.0,-100.0,-100.0
165770,-100.0,-100.0,-100.0,-100.0
165783,-100.0,-100.0,-100.0,-100.0
165912,-100.0,-100.0,-100.0,-100.0
165925,-100.0,-100.0,-100.0,-100.0
165951,-100.0,-100.0,-100.0,-100.0
165957,-100.0,-100.0,-100.0,-100.0
165966,-100.0,-100.0,-100.0,-100.0
165976,-100.0,-100.0,-100.0,-100.0
169963,-100.0,-100.0,-100.0,-100.0
169975,-100.0,-100.0,-100.0,-100.0
170015,-100.0,-100.0,-100.0,-100.0
170024,-100.0,-100.0,-100.0,-100.0
170223,-100.0,-100.0,-100.0,-100.0
170237,-100.0,-100.0,-100.0,-100.0
170243,-100.0,-100.0,-100.0,-100.0
170253,-100.0,-100.0,-100.0,-100.0
170258,-100.0,-100.0,-100.0,-100.0
170269,-100.0,-100.0,-100.0,-100.0
170275,-100.0,-100.0,-100.0,-100.0
170285,-100.0,-100.0,-100.0,-100.0
170291,-100.0,-100.0,-100.0,-100.0
170302,-100.0,-100.0,-100.0,-100.0
170489,-100.0,-100.0,-100.0,-100.0
170505,-100.0,-100.0,-100.0,-100.0
170510,-100.0,-100.0,-100.0,-100.0
170523,-100.0,-100.0,-100.0,-100.0
170528,-100.0,-100.0,-100.0,-100.0
170536,-100.0,-100.0,-100.0,-100.0
170542,-100.0,-100.0,-100.0,-100.0
170554,-100.0,-100.0,-100.0,-100.0
170560,-100.0,-100.0,-100.0,-100.0
170571,-100.0,-100.0,-100.0,-100.0
170576,-100.0,-100.0,-100.0,-100.0
170587,-100.0,-100.0,-100.0,-100.0
170756,-100.0,-100.0,-100.0,-100.0
170772,-100.0,-100.0,-100.0,-100.0
170794,-100.0,-100.0,-100.0,-100.0
170808,-100.0,-100.0,-100.0,-100.0
170813,-100.0,-100.0,-100.0,-100.0
170824,-100.0,-100.0,-100.0,-100.0
170831,-100.0,-100.0,-100.0,-100.0
170846,-100.0,-100.0,-100.0,-100.0
171058,-100.0,-100.0,-100.0,-100.0
171076,-100.0,-100.0,-100.0,-100.0
171096,-100.0,-100.0,-100.0,-100.0
171105,-100.0,-100.0,-100.0,-100.0
171112,-100.0,-100.0,-100.0,-100.0
171123,-100.0,-100.0,-100.0,-100.0
171129,-100.0,-100.0,-100.0,-100.0
171141,-100.0,-100.0,-100.0,-100.0
171344,-100.0,-100.0,-100.0,-100.0
171359,-100.0,-100.0,-100.0,-100.0
171427,-100.0,-100.0,-100.0,-100.0
171441,-100.0,-100.0,-100.0,-100.0
171661,-100.0,-100.0,-100.0,-100.0
171677,-100.0,-100.0,-100.0,-100.0
171696,-100.0,-100.0,-100.0,-100.0
171708,-100.0,-100.0,-100.0,-100.0
171714,-100.0,-100.0,-100.0,-100.0
171726,-100.0,-100.0,-100.0,-100.0
171732,-100.0,-100.0,-100.0,-100.0
171741,-100.0,-100.0,-100.0,-100.0
171928,-100.0,-100.0,-100.0,-100.0
171944,-100.0,-100.0,-100.0,-100.0
171965,-100.0,-100.0,-100.0,-100.0
171975,-100.0,-100.0,-100.0,-100.0
171982,-100.0,-100.0,-100.0,-100.0
171993,-100.0,-100.0,-100.0,-100.0
171999,-100.0,-100.0,-100.0,-100.0
172009,-100.0,-100.0,-100.0,-100.0
172016,-100.0,-100.0,-100.0,-100.0
172028,-100.0,-100.0,-100.0,-100.0
172229,-100.0,-100.0,-100.0,-100.0
172245,-100.0,-100.0,-100.0,-100.0
172252,-100.0,-100.0,-100.0,-100.0
172264,-100.0,-100.0,-100.0,-100.0
172270,-100.0,-100.0,-100.0,-100.0
172280,-100.0,-100.0,-100.0,-100.0
172293,-100.0,-100.0,-100.0,-100.0
172300,-100.0,-100.0,-100.0,-100.0
172307,-100.0,-100.0,-100.0,-100.0
172316,-100.0,-100.0,-100.0,-100.0
172530,-100.0,-100.0,-100.0,-100.0
172545,-100.0,-100.0,-100.0,-100.0
172569,-100.0,-100.0,-100.0,-100.0
172579,-100.0,-100.0,-100.0,-100.0
172814,-100.0,-100.0,-100.0,-100.0
172830,-100.0,-100.0,-100.0,-100.0
172855,-100.0,-100.0,-100.0,-100.0
172861,-100.0,-100.0,-100.0,-100.0
172868,-100.0,-100.0,-100.0,-100.0
172878,-100.0,-100.0,-100.0,-100.0
172901,-100.0,-100.0,-100.0,-100.0
172911,-100.0,-100.0,-100.0,-100.0
173132,-100.0,-100.0,-100.0,-100.0
173147,-100.0,-100.0,-100.0,-100.0
173169,-100.0,-100.0,-100.0,-100.0
173181,-100.0,-100.0,-100.0,-100.0
173204,-100.0,-100.0,-100.0,-100.0
173212,-100.0,-100.0,-100.0,-100.0
173367,-100.0,-100.0,-100.0,-100.0
173382,-100.0,-100.0,-100.0,-100.0
173405,-100.0,-100.0,-100.0,-100.0
173417,-100.0,-100.0,-100.0,-100.0
173439,-100.0,-100.0,-100.0,-100.0
173449,-100.0,-100.0,-100.0,-100.0
173702,-100.0,-100.0,-100.0,-100.0
173714,-100.0,-100.0,-100.0,-100.0
173740,-100.0,-100.0,-100.0,-100.0
173748,-100.0,-100.0,-100.0,-100.0
173768,-100.0,-100.0,-100.0,-100.0
173781,-100.0,-100.0,-100.0,-100.0
173789,-100.0,-100.0,-100.0,-100.0
173800,-100.0,-100.0,-100.0,-100.0
173968,-100.0,-100.0,-100.0,-100.0
173984,-100.0,-100.0,-100.0,-100.0
173991,-100.0,-100.0,-100.0,-100.0
174008,-100.0,-100.0,-100.0,-100.0
174022,-100.0,-100.0,-100.0,-100.0
174034,-100.0,-100.0,-100.0,-100.0
174053,-100.0,-100.0,-100.0,-100.0
174066,-100.0,-100.0,-100.0,-100.0
174588,-100.0,-100.0,-100.0,-100.0
174604,-100.0,-100.0,-100.0,-100.0
174633,-100.0,-100.0,-100.0,-100.0
174640,-100.0,-100.0,-100.0,-100.0
174661,-100.0,-100.0,-100.0,-100.0
174670,-100.0,-100.0,-100.0,-100.0
174692,-100.0,-100.0,-100.0,-100.0
174700,-100.0,-100.0,-100.0,-100.0
174720,-100.0,-100.0,-100.0,-100.0
174733,-100.0,-100.0,-100.0,-100.0
174755,-100.0,-100.0,-100.0,-100.0
174770,-100.0,-100.0,-100.0,-100.0
174778,-100.0,-100.0,-100.0,-100.0
174787,-100.0,-100.0,-100.0,-100.0
175047,-100.0,-100.0,-100.0,-100.0
175061,-100.0,-100.0,-100.0,-100.0
175102,-100.0,-100.0,-100.0,-100.0
175111,-100.0,-100.0,-100.0,-100.0
175124,-100.0,-100.0,-100.0,-100.0
175136,-100.0,-100.0,-100.0,-100.0
175288,-100.0,-100.0,-100.0,-100.0
175302,-100.0,-100.0,-100.0,-100.0
175339,-100.0,-100.0,-100.0,-100.0
175350,-100.0,-100.0,-100.0,-100.0
175580,-100.0,-100.0,-100.0,-100.0
175593,-100.0,-100.0,-100.0,-100.0
175620,-100.0,-100.0,-100.0,-100.0
175636,-100.0,-100.0,-100.0,-100.0
175794,-100.0,-100.0,-100.0,-100.0
175806,-100.0,-100.0,-100.0,-100.0
175834,-100.0,-100.0,-100.0,-100.0
175840,-100.0,-100.0,-100.0,-100.0
188234,-100.0,-100.0,-100.0,-100.0
188251,-100.0,-100.0,-100.0,-100.0
188260,-100.0,-100.0,-100.0,-100.0
188285,-100.0,-100.0,-100.0,-100.0
188289,-100.0,-100.0,-100.0,-100.0
188303,-100.0,-100.0,-100.0,-100.0
188312,-100.0,-100.0,-100.0,-100.0
188320,-100.0,-100.0,-100.0,-100.0
188342,-100.0,-100.0,-100.0,-100.0
188373,-100.0,-100.0,-100.0,-100.0
188378,-100.0,-100.0,-100.0,-100.0
188408,-100.0,-100.0,-100.0,-100.0
188413,-100.0,-100.0,-100.0,-100.0
188431,-100.0,-100.0,-100.0,-100.0
188449,-100.0,-100.0,-100.0,-100.0
188468,-100.0,-100.0,-100.0,-100.0
188473,-100.0,-100.0,-100.0,-100.0
188485,-100.0,-100.0,-100.0,-100.0
188490,-100.0,-100.0,-100.0,-100.0
188501,-100.0,-100.0,-100.0,-100.0
188507,-100.0,-100.0,-100.0,-100.0
188519,-100.0,-100.0,-100.0,-100.0
188541,-100.0,-100.0,-100.0,-100.0
188554,-100.0,-100.0,-100.0,-100.0
188558,-100.0,-100.0,-100.0,-100.0
188573,-100.0,-100.0,-100.0,-100.0
188577,-100.0,-100.0,-100.0,-100.0
188588,-100.0,-100.0,-100.0,-100.0
188593,-100.0,-100.0,-100.0,-100.0
188606,-100.0,-100.0,-100.0,-100.0
188615,-100.0,-100.0,-100.0,-100.0
188625,-100.0,-100.0,-100.0,-100.0
188629,-100.0,-100.0,-100.0,-100.0
188641,-100.0,-100.0,-100.0,-100.0
188648,-100.0,-100.0,-100.0,-100.0
188649,-100.0,-100.0,-100.0,-100.0
188653,-100.0,-100.0,-100.0,-100.0
188667,-100.0,-100.0,-100.0,-100.0
188671,-100.0,-100.0,-100.0,-100.0
188683,-100.0,-100.0,-100.0,-100.0
188688,-100.0,-100.0,-100.0,-100.0
188701,-100.0,-100.0,-100.0,-100.0
188707,-100.0,-100.0,-100.0,-100.0
188719,-100.0,-100.0,-100.0,-100.0
188724,-100.0,-100.0,-100.0,-100.0
188737,-100.0,-100.0,-100.0,-100.0
188741,-100.0,-100.0,-100.0,-100.0
188754,-100.0,-100.0,-100.0,-100.0
188758,-100.0,-100.0,-100.0,-100.0
188772,-100.0,-100.0,-100.0,-100.0
188778,-100.0,-100.0,-100.0,-100.0
188788,-100.0,-100.0,-100.0,-100.0
188815,-100.0,-100.0,-100.0,-100.0
188841,-100.0,-100.0,-100.0,-100.0
188847,-100.0,-100.0,-100.0,-100.0
188848,-100.0,-100.0,-100.0,-100.0
188853,-100.0,-100.0,-100.0,-100.0
188873,-100.0,-100.0,-100.0,-100.0
188878,-100.0,-100.0,-100.0,-100.0
188900,-100.0,-100.0,-100.0,-100.0
188905,-100.0,-100.0,-100.0,-100.0
188918,-100.0,-100.0,-100.0,-100.0
188922,-100.0,-100.0,-100.0,-100.0
188935,-100.0,-100.0,-100.0,-100.0
188941,-100.0,-100.0,-100.0,-100.0
188954,-100.0,-100.0,-100.0,-100.0
188958,-100.0,-100.0,-100.0,-100.0
188970,-100.0,-100.0,-100.0,-100.0
188976,-100.0,-100.0,-100.0,-100.0
188988,-100.0,-100.0,-100.0,-100.0
188992,-100.0,-100.0,-100.0,-100.0
189005,-100.0,-100.0,-100.0,-100.0
189009,-100.0,-100.0,-100.0,-100.0
189023,-100.0,-100.0,-100.0,-100.0
189029,-100.0,-100.0,-100.0,-100.0
189041,-100.0,-100.0,-100.0,-100.0
189045,-100.0,-100.0,-100.0,-100.0
189057,-100.0,-100.0,-100.0,-100.0
189064,-100.0,-100.0,-100.0,-100.0
189076,-100.0,-100.0,-100.0,-100.0
189082,-100.0,-100.0,-100.0,-100.0
189084,-100.0,-100.0,-100.0,-100.0
189100,-100.0,-100.0,-100.0,-100.0
189106,-100.0,-100.0,-100.0,-100.0
189118,-100.0,-100.0,-100.0,-100.0
189122,-100.0,-100.0,-100.0,-100.0
189135,-100.0,-100.0,-100.0,-100.0
189141,-100.0,-100.0,-100.0,-100.0
189152,-100.0,-100.0,-100.0,-100.0
189158,-100.0,-100.0,-100.0,-100.0
189187,-100.0,-100.0,-100.0,-100.0
189191,-100.0,-100.0,-100.0,-100.0
189207,-100.0,-100.0,-100.0,-100.0
189211,-100.0,-100.0,-100.0,-100.0
189240,-100.0,-100.0,-100.0,-100.0
189244,-100.0,-100.0,-100.0,-100.0
189257,-100.0,-100.0,-100.0,-100.0
189262,-100.0,-100.0,-100.0,-100.0
189275,-100.0,-100.0,-100.0,-100.0
189279,-100.0,-100.0,-100.0,-100.0
189281,-100.0,-100.0,-100.0,-100.0
189286,-100.0,-100.0,-100.0,-100.0
189299,-100.0,-100.0,-100.0,-100.0
189305,-100.0,-100.0,-100.0,-100.0
189317,-100.0,-100.0,-100.0,-100.0
189322,-100.0,-100.0,-100.0,-100.0
189333,-100.0,-100.0,-100.0,-100.0
189338,-100.0,-100.0,-100.0,-100.0
189351,-100.0,-100.0,-100.0,-100.0
189359,-100.0,-100.0,-100.0,-100.0
189369,-100.0,-100.0,-100.0,-100.0
189378,-100.0,-100.0,-100.0,-100.0
189404,-100.0,-100.0,-100.0,-100.0
189409,-100.0,-100.0,-100.0,-100.0
189422,-100.0,-100.0,-100.0,-100.0
189426,-100.0,-100.0,-100.0,-100.0
189438,-100.0,-100.0,-100.0,-100.0
189445,-100.0,-100.0,-100.0,-100.0
189457,-100.0,-100.0,-100.0,-100.0
189461,-100.0,-100.0,-100.0,-100.0
189474,-100.0,-100.0,-100.0,-100.0
189479,-100.0,-100.0,-100.0,-100.0
189492,-100.0,-100.0,-100.0,-100.0
189498,-100.0,-100.0,-100.0,-100.0
189516,-100.0,-100.0,-100.0,-100.0
189523,-100.0,-100.0,-100.0,-100.0
189533,-100.0,-100.0,-100.0,-100.0
189538,-100.0,-100.0,-100.0,-100.0
189551,-100.0,-100.0,-100.0,-100.0
189555,-100.0,-100.0,-100.0,-100.0
189569,-100.0,-100.0,-100.0,-100.0
189573,-100.0,-100.0,-100.0,-100.0
189586,-100.0,-100.0,-100.0,-100.0
189590,-100.0,-100.0,-100.0,-100.0
189604,-100.0,-100.0,-100.0,-100.0
189609,-100.0,-100.0,-100.0,-100.0
189621,-100.0,-100.0,-100.0,-100.0
189626,-100.0,-100.0,-100.0,-100.0
189638,-100.0,-100.0,-100.0,-100.0
189643,-100.0,-100.0,-100.0,-100.0
189656,-100.0,-100.0,-100.0,-100.0
189660,-100.0,-100.0,-100.0,-100.0
189691,-100.0,-100.0,-100.0,-100.0
189695,-100.0,-100.0,-100.0,-100.0
189699,-100.0,-100.0,-100.0,-100.0
189704,-100.0,-100.0,-100.0,-100.0
189715,-100.0,-100.0,-100.0,-100.0
189721,-100.0,-100.0,-100.0,-100.0
189733,-100.0,-100.0,-100.0,-100.0
189737,-100.0,-100.0,-100.0,-100.0
189750,-100.0,-100.0,-100.0,-100.0
189754,-100.0,-100.0,-100.0,-100.0
189768,-100.0,-100.0,-100.0,-100.0
189773,-100.0,-100.0,-100.0,-100.0
189786,-100.0,-100.0,-100.0,-100.0
189790,-100.0,-100.0,-100.0,-100.0
189802,-100.0,-100.0,-100.0,-100.0
189809,-100.0,-100.0,-100.0,-100.0
189821,-100.0,-100.0,-100.0,-100.0
189825,-100.0,-100.0,-100.0,-100.0
189837,-100.0,-100.0,-100.0,-100.0
189842,-100.0,-100.0,-100.0,-100.0
189855,-100.0,-100.0,-100.0,-100.0
189862,-100.0,-100.0,-100.0,-100.0
189874,-100.0,-100.0,-100.0,-100.0
189878,-100.0,-100.0,-100.0,-100.0
189890,-100.0,-100.0,-100.0,-100.0
189895,-100.0,-100.0,-100.0,-100.0
189908,-100.0,-100.0,-100.0,-100.0
189913,-100.0,-100.0,-100.0,-100.0
189925,-100.0,-100.0,-100.0,-100.0
189929,-100.0,-100.0,-100.0,-100.0
189932,-100.0,-100.0,-100.0,-100.0
189937,-100.0,-100.0,-100.0,-100.0
189950,-100.0,-100.0,-100.0,-100.0
189954,-100.0,-100.0,-100.0,-100.0
189968,-100.0,-100.0,-100.0,-100.0
189972,-100.0,-100.0,-100.0,-100.0
189984,-100.0,-100.0,-100.0,-100.0
189990,-100.0,-100.0,-100.0,-100.0
190002,-100.0,-100.0,-100.0,-100.0
190006,-100.0,-100.0,-100.0,-100.0
190020,-100.0,-100.0,-100.0,-100.0
190026,-100.0,-100.0,-100.0,-100.0
190037,-100.0,-100.0,-100.0,-100.0
190042,-100.0,-100.0,-100.0,-100.0
190055,-100.0,-100.0,-100.0,-100.0
190059,-100.0,-100.0,-100.0,-100.0
190073,-100.0,-100.0,-100.0,-100.0
190077,-100.0,-100.0,-100.0,-100.0
190090,-100.0,-100.0,-100.0,-100.0
190095,-100.0,-100.0,-100.0,-100.0
190107,-100.0,-100.0,-100.0,-100.0
190112,-100.0,-100.0,-100.0,-100.0
190125,-100.0,-100.0,-100.0,-100.0
190131,-100.0,-100.0,-100.0,-100.0
190149,-100.0,-100.0,-100.0,-100.0
190154,-100.0,-100.0,-100.0,-100.0
190166,-100.0,-100.0,-100.0,-100.0
190172,-100.0,-100.0,-100.0,-100.0
190183,-100.0,-100.0,-100.0,-100.0
190191,-100.0,-100.0,-100.0,-100.0
190202,-100.0,-100.0,-100.0,-100.0
190206,-100.0,-100.0,-100.0,-100.0
190219,-100.0,-100.0,-100.0,-100.0
190224,-100.0,-100.0,-100.0,-100.0
190237,-100.0,-100.0,-100.0,-100.0
190241,-100.0,-100.0,-100.0,-100.0
190254,-100.0,-100.0,-100.0,-100.0
190259,-100.0,-100.0,-100.0,-100.0
190271,-100.0,-100.0,-100.0,-100.0
190278,-100.0,-100.0,-100.0,-100.0
190289,-100.0,-100.0,-100.0,-100.0
190293,-100.0,-100.0,-100.0,-100.0
190306,-100.0,-100.0,-100.0,-100.0
190311,-100.0,-100.0,-100.0,-100.0
190325,-100.0,-100.0,-100.0,-100.0
190330,-100.0,-100.0,-100.0,-100.0
190349,-100.0,-100.0,-100.0,-100.0
190354,-100.0,-100.0,-100.0,-100.0
190366,-100.0,-100.0,-100.0,-100.0
190371,-100.0,-100.0,-100.0,-100.0
190383,-100.0,-100.0,-100.0,-100.0
190389,-100.0,-100.0,-100.0,-100.0
190402,-100.0,-100.0,-100.0,-100.0
190406,-100.0,-100.0,-100.0,-100.0
190419,-100.0,-100.0,-100.0,-100.0
190423,-100.0,-100.0,-100.0,-100.0
190436,-100.0,-100.0,-100.0,-100.0
190440,-100.0,-100.0,-100.0,-100.0
190453,-100.0,-100.0,-100.0,-100.0
190461,-100.0,-100.0,-100.0,-100.0
190488,-100.0,-100.0,-100.0,-100.0
190492,-100.0,-100.0,-100.0,-100.0
190506,-100.0,-100.0,-100.0,-100.0
190510,-100.0,-100.0,-100.0,-100.0
190524,-100.0,-100.0,-100.0,-100.0
190532,-100.0,-100.0,-100.0,-100.0
190541,-100.0,-100.0,-100.0,-100.0
190545,-100.0,-100.0,-100.0,-100.0
190558,-100.0,-100.0,-100.0,-100.0
190565,-100.0,-100.0,-100.0,-100.0
190568,-100.0,-100.0,-100.0,-100.0
190582,-100.0,-100.0,-100.0,-100.0
190586,-100.0,-100.0,-100.0,-100.0
190601,-100.0,-100.0,-100.0,-100.0
190606,-100.0,-100.0,-100.0,-100.0
190619,-100.0,-100.0,-100.0,-100.0
190623,-100.0,-100.0,-100.0,-100.0
190634,-100.0,-100.0,-100.0,-100.0
190640,-100.0,-100.0,-100.0,-100.0
190653,-100.0,-100.0,-100.0,-100.0
190657,-100.0,-100.0,-100.0,-100.0
190670,-100.0,-100.0,-100.0,-100.0
190674,-100.0,-100.0,-100.0,-100.0
190687,-100.0,-100.0,-100.0,-100.0
190694,-100.0,-100.0,-100.0,-100.0
190706,-100.0,-100.0,-100.0,-100.0
190710,-100.0,-100.0,-100.0,-100.0
190723,-100.0,-100.0,-100.0,-100.0
190730,-100.0,-100.0,-100.0,-100.0
190740,-100.0,-100.0,-100.0,-100.0
190745,-100.0,-100.0,-100.0,-100.0
190757,-100.0,-100.0,-100.0,-100.0
190762,-100.0,-100.0,-100.0,-100.0
190775,-100.0,-100.0,-100.0,-100.0
190783,-100.0,-100.0,-100.0,-100.0
190800,-100.0,-100.0,-100.0,-100.0
190807,-100.0,-100.0,-100.0,-100.0
190819,-100.0,-100.0,-100.0,-100.0
190824,-100.0,-100.0,-100.0,-100.0
190852,-100.0,-100.0,-100.0,-100.0
190856,-100.0,-100.0,-100.0,-100.0
190870,-100.0,-100.0,-100.0,-100.0
190874,-100.0,-100.0,-100.0,-100.0
190887,-100.0,-100.0,-100.0,-100.0
190893,-100.0,-100.0,-100.0,-100.0
190905,-100.0,-100.0,-100.0,-100.0
190909,-100.0,-100.0,-100.0,-100.0
190922,-100.0,-100.0,-100.0,-100.0
190927,-100.0,-100.0,-100.0,-100.0
190939,-100.0,-100.0,-100.0,-100.0
190943,-100.0,-100.0,-100.0,-100.0
190957,-100.0,-100.0,-100.0,-100.0
190962,-100.0,-100.0,-100.0,-100.0
190975,-100.0,-100.0,-100.0,-100.0
190980,-100.0,-100.0,-100.0,-100.0
190982,-100.0,-100.0,-100.0,-100.0
190988,-100.0,-100.0,-100.0,-100.0
191016,-100.0,-100.0,-100.0,-100.0
191025,-100.0,-100.0,-100.0,-100.0
191034,-100.0,-100.0,-100.0,-100.0
191038,-100.0,-100.0,-100.0,-100.0
191052,-100.0,-100.0,-100.0,-100.0
191057,-100.0,-100.0,-100.0,-100.0
191070,-100.0,-100.0,-100.0,-100.0
191075,-100.0,-100.0,-100.0,-100.0
191103,-100.0,-100.0,-100.0,-100.0
191111,-100.0,-100.0,-100.0,-100.0
191122,-100.0,-100.0,-100.0,-100.0
191126,-100.0,-100.0,-100.0,-100.0
191138,-100.0,-100.0,-100.0,-100.0
191143,-100.0,-100.0,-100.0,-100.0
191157,-100.0,-100.0,-100.0,-100.0
191161,-100.0,-100.0,-100.0,-100.0
191174,-100.0,-100.0,-100.0,-100.0
191178,-100.0,-100.0,-100.0,-100.0
191190,-100.0,-100.0,-100.0,-100.0
191198,-100.0,-100.0,-100.0,-100.0
191209,-100.0,-100.0,-100.0,-100.0
191216,-100.0,-100.0,-100.0,-100.0
191219,-100.0,-100.0,-100.0,-100.0
191233,-100.0,-100.0,-100.0,-100.0
191238,-100.0,-100.0,-100.0,-100.0
191251,-100.0,-100.0,-100.0,-100.0
191255,-100.0,-100.0,-100.0,-100.0
191269,-100.0,-100.0,-100.0,-100.0
191275,-100.0,-100.0,-100.0,-100.0
191285,-100.0,-100.0,-100.0,-100.0
191290,-100.0,-100.0,-100.0,-100.0
191303,-100.0,-100.0,-100.0,-100.0
195190,-100.0,-100.0,-100.0,-100.0
195208,-100.0,-100.0,-100.0,-100.0
195213,-100.0,-100.0,-100.0,-100.0
195241,-100.0,-100.0,-100.0,-100.0
195246,-100.0,-100.0,-100.0,-100.0
195248,-100.0,-100.0,-100.0,-100.0
195255,-100.0,-100.0,-100.0,-100.0
195283,-100.0,-100.0,-100.0,-100.0
195289,-100.0,-100.0,-100.0,-100.0
195302,-100.0,-100.0,-100.0,-100.0
195307,-100.0,-100.0,-100.0,-100.0
195318,-100.0,-100.0,-100.0,-100.0
195324,-100.0,-100.0,-100.0,-100.0
195336,-100.0,-100.0,-100.0,-100.0
195341,-100.0,-100.0,-100.0,-100.0
195370,-100.0,-100.0,-100.0,-100.0
195378,-100.0,-100.0,-100.0,-100.0
195406,-100.0,-100.0,-100.0,-100.0
195412,-100.0,-100.0,-100.0,-100.0
195424,-100.0,-100.0,-100.0,-100.0
195429,-100.0,-100.0,-100.0,-100.0
195459,-100.0,-100.0,-100.0,-100.0
195464,-100.0,-100.0,-100.0,-100.0
195482,-100.0,-100.0,-100.0,-100.0
195489,-100.0,-100.0,-100.0,-100.0
195501,-100.0,-100.0,-100.0,-100.0
195507,-100.0,-100.0,-100.0,-100.0
195535,-100.0,-100.0,-100.0,-100.0
195540,-100.0,-100.0,-100.0,-100.0
195552,-100.0,-100.0,-100.0,-100.0
195558,-100.0,-100.0,-100.0,-100.0
195569,-100.0,-100.0,-100.0,-100.0
195577,-100.0,-100.0,-100.0,-100.0
195587,-100.0,-100.0,-100.0,-100.0
195592,-100.0,-100.0,-100.0,-100.0
195605,-100.0,-100.0,-100.0,-100.0
195610,-100.0,-100.0,-100.0,-100.0
195623,-100.0,-100.0,-100.0,-100.0
195627,-100.0,-100.0,-100.0,-100.0
195657,-100.0,-100.0,-100.0,-100.0
195663,-100.0,-100.0,-100.0,-100.0
195675,-100.0,-100.0,-100.0,-100.0
195679,-100.0,-100.0,-100.0,-100.0
195683,-100.0,-100.0,-100.0,-100.0
195688,-100.0,-100.0,-100.0,-100.0
195700,-100.0,-100.0,-100.0,-100.0
195705,-100.0,-100.0,-100.0,-100.0
195716,-100.0,-100.0,-100.0,-100.0
195721,-100.0,-100.0,-100.0,-100.0
195734,-100.0,-100.0,-100.0,-100.0
195747,-100.0,-100.0,-100.0,-100.0
195769,-100.0,-100.0,-100.0,-100.0
195792,-100.0,-100.0,-100.0,-100.0
195823,-100.0,-100.0,-100.0,-100.0
195830,-100.0,-100.0,-100.0,-100.0
195839,-100.0,-100.0,-100.0,-100.0
195845,-100.0,-100.0,-100.0,-100.0
195874,-100.0,-100.0,-100.0,-100.0
195879,-100.0,-100.0,-100.0,-100.0
195899,-100.0,-100.0,-100.0,-100.0
195924,-100.0,-100.0,-100.0,-100.0
195951,-100.0,-100.0,-100.0,-100.0
195961,-100.0,-100.0,-100.0,-100.0
195986,-100.0,-100.0,-100.0,-100.0
195991,-100.0,-100.0,-100.0,-100.0
196008,-100.0,-100.0,-100.0,-100.0
196013,-100.0,-100.0,-100.0,-100.0
196039,-100.0,-100.0,-100.0,-100.0
196043,-100.0,-100.0,-100.0,-100.0
196073,-100.0,-100.0,-100.0,-100.0
196078,-100.0,-100.0,-100.0,-100.0
196092,-100.0,-100.0,-100.0,-100.0
196096,-100.0,-100.0,-100.0,-100.0
196115,-100.0,-100.0,-100.0,-100.0
196121,-100.0,-100.0,-100.0,-100.0
196151,-100.0,-100.0,-100.0,-100.0
196156,-100.0,-100.0,-100.0,-100.0
196168,-100.0,-100.0,-100.0,-100.0
196173,-100.0,-100.0,-100.0,-100.0
196186,-100.0,-100.0,-100.0,-100.0
196193,-100.0,-100.0,-100.0,-100.0
196203,-100.0,-100.0,-100.0,-100.0
196209,-100.0,-100.0,-100.0,-100.0
196220,-100.0,-100.0,-100.0,-100.0
196225,-100.0,-100.0,-100.0,-100.0
196238,-100.0,-100.0,-100.0,-100.0
196283,-100.0,-100.0,-100.0,-100.0
196309,-100.0,-100.0,-100.0,-100.0
196315,-100.0,-100.0,-100.0,-100.0
196350,-100.0,-100.0,-100.0,-100.0
196356,-100.0,-100.0,-100.0,-100.0
196367,-100.0,-100.0,-100.0,-100.0
196373,-100.0,-100.0,-100.0,-100.0
196390,-100.0,-100.0,-100.0,-100.0
196395,-100.0,-100.0,-100.0,-100.0
196421,-100.0,-100.0,-100.0,-100.0
196425,-100.0,-100.0,-100.0,-100.0
196446,-100.0,-100.0,-100.0,-100.0
196453,-100.0,-100.0,-100.0,-100.0
196463,-100.0,-100.0,-100.0,-100.0
196496,-100.0,-100.0,-100.0,-100.0
