annotation_practice_task_url,violence_annotation_task_url,experiment_name
https://sail.usc.edu/movie_violence_annotation/annotation.php?id=021F7C7E-4134-8240-3607-5A92F789D696,https://sail.usc.edu/movie_violence_annotation/annotation.php?id=DC0130D9-3262-414A-9F81-F1152C5EE1EF,Movie Violence Rating Experiment #11
https://sail.usc.edu/movie_violence_annotation/annotation.php?id=021F7C7E-4134-8240-3607-5A92F789D696,https://sail.usc.edu/movie_violence_annotation/annotation.php?id=C06DA168-E0A0-4571-95B3-FFCF461F17C5,Movie Violence Rating Experiment #12
https://sail.usc.edu/movie_violence_annotation/annotation.php?id=021F7C7E-4134-8240-3607-5A92F789D696,https://sail.usc.edu/movie_violence_annotation/annotation.php?id=D2F00B7C-C249-40EB-B938-E00A59BC0650,Movie Violence Rating Experiment #13
https://sail.usc.edu/movie_violence_annotation/annotation.php?id=021F7C7E-4134-8240-3607-5A92F789D696,https://sail.usc.edu/movie_violence_annotation/annotation.php?id=15274C99-1FFC-46EE-A2DC-457666E508B4,Movie Violence Rating Experiment #14
https://sail.usc.edu/movie_violence_annotation/annotation.php?id=021F7C7E-4134-8240-3607-5A92F789D696,https://sail.usc.edu/movie_violence_annotation/annotation.php?id=B932EF3C-D945-495C-AB00-BF843716E3E2,Movie Violence Rating Experiment #15
https://sail.usc.edu/movie_violence_annotation/annotation.php?id=021F7C7E-4134-8240-3607-5A92F789D696,https://sail.usc.edu/movie_violence_annotation/annotation.php?id=415BDBEC-43CF-4B14-80EA-58113E8E6D1B,Movie Violence Rating Experiment #16
https://sail.usc.edu/movie_violence_annotation/annotation.php?id=021F7C7E-4134-8240-3607-5A92F789D696,https://sail.usc.edu/movie_violence_annotation/annotation.php?id=2FDD3103-0B0E-4903-90FA-98CBB0F9DF8C,Movie Violence Rating Experiment #17
https://sail.usc.edu/movie_violence_annotation/annotation.php?id=021F7C7E-4134-8240-3607-5A92F789D696,https://sail.usc.edu/movie_violence_annotation/annotation.php?id=5439D0DC-4108-43F0-BC38-56917BF0F9D6,Movie Violence Rating Experiment #18
https://sail.usc.edu/movie_violence_annotation/annotation.php?id=021F7C7E-4134-8240-3607-5A92F789D696,https://sail.usc.edu/movie_violence_annotation/annotation.php?id=E97D1163-AD98-44D9-86E9-8697E77E64E2,Movie Violence Rating Experiment #19
https://sail.usc.edu/movie_violence_annotation/annotation.php?id=021F7C7E-4134-8240-3607-5A92F789D696,https://sail.usc.edu/movie_violence_annotation/annotation.php?id=6117F294-882C-431E-A723-953ABFFCF1AC,Movie Violence Rating Experiment #20
https://sail.usc.edu/movie_violence_annotation/annotation.php?id=021F7C7E-4134-8240-3607-5A92F789D696,https://sail.usc.edu/movie_violence_annotation/annotation.php?id=CA6B9881-4A76-44DD-B864-400AB6C7B125,Movie Violence Rating Experiment #21
https://sail.usc.edu/movie_violence_annotation/annotation.php?id=021F7C7E-4134-8240-3607-5A92F789D696,https://sail.usc.edu/movie_violence_annotation/annotation.php?id=E4A3FDCB-334C-4B21-8CBD-0B0B6A152C81,Movie Violence Rating Experiment #22
https://sail.usc.edu/movie_violence_annotation/annotation.php?id=021F7C7E-4134-8240-3607-5A92F789D696,https://sail.usc.edu/movie_violence_annotation/annotation.php?id=D3538953-4304-4C8E-B7DC-5F6F039EFDCD,Movie Violence Rating Experiment #23
https://sail.usc.edu/movie_violence_annotation/annotation.php?id=021F7C7E-4134-8240-3607-5A92F789D696,https://sail.usc.edu/movie_violence_annotation/annotation.php?id=5BC81B13-0997-4146-A2F9-6C85180DF577,Movie Violence Rating Experiment #25
https://sail.usc.edu/movie_violence_annotation/annotation.php?id=021F7C7E-4134-8240-3607-5A92F789D696,https://sail.usc.edu/movie_violence_annotation/annotation.php?id=699B6B97-EA52-4427-9CA3-1F65A7A15467,Movie Violence Rating Experiment #26
https://sail.usc.edu/movie_violence_annotation/annotation.php?id=021F7C7E-4134-8240-3607-5A92F789D696,https://sail.usc.edu/movie_violence_annotation/annotation.php?id=18AE7733-0925-4175-A35E-AACE352D821F,Movie Violence Rating Experiment #27
https://sail.usc.edu/movie_violence_annotation/annotation.php?id=021F7C7E-4134-8240-3607-5A92F789D696,https://sail.usc.edu/movie_violence_annotation/annotation.php?id=C4D31A2E-B7A9-41A4-B07F-E131A76FC3B0,Movie Violence Rating Experiment #28
https://sail.usc.edu/movie_violence_annotation/annotation.php?id=021F7C7E-4134-8240-3607-5A92F789D696,https://sail.usc.edu/movie_violence_annotation/annotation.php?id=9EB4C34D-9F32-4783-82BF-4FED6FA97EAF,Movie Violence Rating Experiment #29
https://sail.usc.edu/movie_violence_annotation/annotation.php?id=021F7C7E-4134-8240-3607-5A92F789D696,https://sail.usc.edu/movie_violence_annotation/annotation.php?id=B57B0241-24F0-422D-BC17-A4BAA27A23C7,Movie Violence Rating Experiment #30
https://sail.usc.edu/movie_violence_annotation/annotation.php?id=021F7C7E-4134-8240-3607-5A92F789D696,https://sail.usc.edu/movie_violence_annotation/annotation.php?id=E40169D2-A144-44CE-B7A7-E78CAF09962B,Movie Violence Rating Experiment #31
https://sail.usc.edu/movie_violence_annotation/annotation.php?id=021F7C7E-4134-8240-3607-5A92F789D696,https://sail.usc.edu/movie_violence_annotation/annotation.php?id=68C51DDA-F5BA-4B04-914C-08FBFB806F41,Movie Violence Rating Experiment #32
https://sail.usc.edu/movie_violence_annotation/annotation.php?id=021F7C7E-4134-8240-3607-5A92F789D696,https://sail.usc.edu/movie_violence_annotation/annotation.php?id=21AE9B02-F1C2-4E54-99C6-EE92544CF992,Movie Violence Rating Experiment #33
https://sail.usc.edu/movie_violence_annotation/annotation.php?id=021F7C7E-4134-8240-3607-5A92F789D696,https://sail.usc.edu/movie_violence_annotation/annotation.php?id=9B5C15E2-7D52-4749-85EF-DB7A822D70DA,Movie Violence Rating Experiment #35
https://sail.usc.edu/movie_violence_annotation/annotation.php?id=021F7C7E-4134-8240-3607-5A92F789D696,https://sail.usc.edu/movie_violence_annotation/annotation.php?id=D3341570-A61C-44A0-B9BE-8ABEB9A9FAD3,Movie Violence Rating Experiment #36
https://sail.usc.edu/movie_violence_annotation/annotation.php?id=021F7C7E-4134-8240-3607-5A92F789D696,https://sail.usc.edu/movie_violence_annotation/annotation.php?id=E1B590B5-31EF-4DBD-AD8A-331D37FD0401,Movie Violence Rating Experiment #37
https://sail.usc.edu/movie_violence_annotation/annotation.php?id=021F7C7E-4134-8240-3607-5A92F789D696,https://sail.usc.edu/movie_violence_annotation/annotation.php?id=90529598-64FF-43E6-87BC-E3BF09E4E3A7,Movie Violence Rating Experiment #38
https://sail.usc.edu/movie_violence_annotation/annotation.php?id=021F7C7E-4134-8240-3607-5A92F789D696,https://sail.usc.edu/movie_violence_annotation/annotation.php?id=B7827A8B-8D76-4CA1-BB45-02C63E887069,Movie Violence Rating Experiment #39
https://sail.usc.edu/movie_violence_annotation/annotation.php?id=021F7C7E-4134-8240-3607-5A92F789D696,https://sail.usc.edu/movie_violence_annotation/annotation.php?id=10A5CBF5-B0AC-4477-9737-150B1E7CC2FA,Movie Violence Rating Experiment #40
https://sail.usc.edu/movie_violence_annotation/annotation.php?id=021F7C7E-4134-8240-3607-5A92F789D696,https://sail.usc.edu/movie_violence_annotation/annotation.php?id=B1252887-C475-4D0F-A27C-A93BE4833036,Movie Violence Rating Experiment #41
https://sail.usc.edu/movie_violence_annotation/annotation.php?id=021F7C7E-4134-8240-3607-5A92F789D696,https://sail.usc.edu/movie_violence_annotation/annotation.php?id=9255FA09-2B5E-4FD7-95A6-A935A5A3CA50,Movie Violence Rating Experiment #42
https://sail.usc.edu/movie_violence_annotation/annotation.php?id=021F7C7E-4134-8240-3607-5A92F789D696,https://sail.usc.edu/movie_violence_annotation/annotation.php?id=4693FC7C-558D-4235-93C1-411BF9EE19A1,Movie Violence Rating Experiment #43
https://sail.usc.edu/movie_violence_annotation/annotation.php?id=021F7C7E-4134-8240-3607-5A92F789D696,https://sail.usc.edu/movie_violence_annotation/annotation.php?id=48104377-7300-409B-BB0D-75BC9A65943A,Movie Violence Rating Experiment #44
