Time(sec),A4WBW7FVQASZE
188.0,-100.0
189.0,-100.0
190.0,-100.0
191.0,-100.0
192.0,-100.0
193.0,-100.0
194.0,-100.0
195.0,-100.0
196.0,-100.0
197.0,-100.0
198.0,-100.0
199.0,-100.0
200.0,-100.0
201.0,-100.0
202.0,-100.0
203.0,-100.0
204.0,-100.0
205.0,-100.0
206.0,-100.0
207.0,-100.0
208.0,-100.0
209.0,-100.0
210.0,-100.0
211.0,-100.0
212.0,-100.0
213.0,-100.0
214.0,-100.0
215.0,-100.0
216.0,-100.0
217.0,-100.0
218.0,-100.0
219.0,-100.0
220.0,-100.0
221.0,-100.0
222.0,-100.0
223.0,-100.0
224.0,-100.0
225.0,-100.0
226.0,-100.0
227.0,-100.0
228.0,-100.0
229.0,-100.0
230.0,-100.0
231.0,-100.0
232.0,-100.0
233.0,-100.0
234.0,-100.0
235.0,-100.0
236.0,-100.0
237.0,-100.0
238.0,-100.0
239.0,-100.0
240.0,-100.0
241.0,-100.0
242.0,-100.0
243.0,-100.0
244.0,-100.0
245.0,-100.0
246.0,-96.9
247.0,-88.0
248.0,-88.0
249.0,-88.0
250.0,-88.0
251.0,-88.0
252.0,-88.0
253.0,-88.0
254.0,-88.0
255.0,-88.0
256.0,-88.0
257.0,-88.20833333333333
258.0,-88.5871212121212
259.0,-88.96590909090908
260.0,-89.34469696969697
261.0,-94.31152791849436
262.0,-99.69236509265822
263.0,-99.72717365629497
264.0,-99.7619822199317
265.0,-99.79679078356848
266.0,-99.83159934720523
267.0,-99.86640791084196
268.0,-99.90121647447873
269.0,-99.93602503811547
270.0,-99.97083360175222
271.0,-99.98836822779103
272.0,-99.95956344349244
273.0,-99.95797633618932
274.0,-99.95716034271726
275.0,-99.9563443492452
276.0,-99.95552835577314
277.0,-99.95471236230108
278.0,-99.94894060426466
279.0,-99.94369242414481
280.0,-99.94296769310056
281.0,-99.94224296205631
282.0,-99.94151823101204
283.0,-99.94079349996778
284.0,-99.94006876892351
285.0,-99.93934403787925
286.0,-99.92419554854088
287.0,-99.89149326805386
288.0,-99.8578947368421
289.0,-99.77254089240013
290.0,-99.74497885835095
291.0,-99.74358796038723
292.0,-99.74219706242351
293.0,-99.74080616445977
294.0,-99.70794323684936
295.0,-99.68170932893409
296.0,-99.68082237950792
297.0,-99.67993543008178
298.0,-99.67904848065564
299.0,-99.67816153122949
300.0,-99.67727458180335
301.0,-99.67362567186419
302.0,-99.65963759246446
303.0,-99.6572428290139
304.0,-99.63085519663669
305.0,-99.56660389793805
306.0,-99.5439224178514
307.0,-99.48720930232558
308.0,-99.47379833934302
309.0,-99.45295080882596
310.0,-99.4521237884151
311.0,-99.45129676800424
312.0,-99.44449369810447
313.0,-99.42328109201215
314.0,-99.42288196477038
315.0,-99.42248283752862
316.0,-99.42208371028684
317.0,-99.42168458304509
318.0,-99.42128545580333
319.0,-99.42088632856156
320.0,-99.42048720131979
321.0,-99.42008807407804
322.0,-99.38702969506679
323.0,-99.29103588223927
324.0,-99.26365715390064
325.0,-99.26269084584165
326.0,-99.26172453778264
327.0,-99.25210333054176
328.0,-99.19362944366519
329.0,-99.18312948386925
330.0,-99.18268277211448
331.0,-99.1822360603597
332.0,-99.18178934860491
333.0,-99.18134263685013
334.0,-99.18089592509537
335.0,-99.18044921334061
336.0,-99.18000250158585
337.0,-99.17955578983107
338.0,-99.17910907807628
339.0,-99.1786623663215
340.0,-99.17821565456673
341.0,-99.17776894281197
342.0,-99.16123457727669
343.0,-99.13922417851424
344.0,-99.13699275021183
345.0,-99.13417933810376
346.0,-99.12924571603429
347.0,-99.12848072215421
348.0,-99.12771572827417
349.0,-99.12695073439414
350.0,-99.12334652037069
351.0,-99.10225563909775
352.0,-99.08447718132541
353.0,-99.07284344582386
354.0,-99.0575683394533
355.0,-99.03099575203399
356.0,-99.01774785801713
357.0,-98.99605443156454
358.0,-98.9441064871481
359.0,-98.91105612869382
360.0,-98.8827373666725
361.0,-98.8814259485924
362.0,-98.88011453051232
363.0,-98.87880311243222
364.0,-98.87424265605875
365.0,-98.87368994798041
366.0,-98.8734986995104
367.0,-98.8733074510404
368.0,-98.87311620257037
369.0,-98.87292495410037
370.0,-98.87273370563035
371.0,-98.87254245716034
372.0,-98.87235120869033
373.0,-98.87215996022033
374.0,-98.87196871175031
375.0,-98.8717774632803
376.0,-98.87158621481029
377.0,-98.83005278457772
378.0,-98.79905523255812
379.0,-98.77649173806608
380.0,-98.66505507955937
381.0,-98.59340289453507
382.0,-98.58522536215314
383.0,-98.58462009227004
384.0,-98.58401482238692
385.0,-98.5834095525038
386.0,-98.58280428262069
387.0,-98.58219901273756
388.0,-98.58159374285444
389.0,-98.58098847297133
390.0,-98.57959366215181
391.0,-98.51823745410039
392.0,-98.46003671970625
393.0,-98.45685434516523
394.0,-98.45481436148512
395.0,-98.4443124259884
396.0,-98.42488133265665
397.0,-98.42323939457265
398.0,-98.42159745648866
399.0,-98.41995551840463
400.0,-98.37864137086903
401.0,-98.36092411260711
402.0,-98.34507900300434
403.0,-98.32698342049626
404.0,-98.27229822161422
405.0,-98.26570667434662
406.0,-98.25494830251884
407.0,-98.25438462281775
408.0,-98.25382094311666
409.0,-98.25325726341558
410.0,-98.25269358371449
411.0,-98.2521299040134
412.0,-98.25156622431231
413.0,-98.24467161631127
414.0,-98.16493268053856
415.0,-98.10554729847874
416.0,-98.09901206504637
417.0,-98.07649938800489
418.0,-98.03794369645043
419.0,-93.82337527013331
420.0,-91.52108064516129
421.0,-90.33734193548386
422.0,-89.21277915632754
423.0,-93.95550041356492
424.0,-100.0
425.0,-100.0
426.0,-100.0
427.0,-100.0
428.0,-100.0
429.0,-100.0
430.0,-100.0
431.0,-100.0
432.0,-100.0
433.0,-100.0
434.0,-100.0
435.0,-100.0
436.0,-100.0
437.0,-100.0
438.0,-100.0
439.0,-100.0
440.0,-100.0
441.0,-100.0
442.0,-100.0
443.0,-100.0
444.0,-100.0
445.0,-100.0
446.0,-100.0
447.0,-100.0
448.0,-100.0
449.0,-100.0
450.0,-100.0
451.0,-100.0
452.0,-100.0
453.0,-100.0
454.0,-100.0
455.0,-100.0
456.0,-100.0
457.0,-100.0
458.0,-100.0
459.0,-100.0
460.0,-100.0
461.0,-100.0
462.0,-100.0
463.0,-100.0
464.0,-100.0
465.0,-100.0
466.0,-100.0
467.0,-100.0
468.0,-100.0
469.0,-100.0
470.0,-100.0
471.0,-100.0
472.0,-100.0
473.0,-100.0
474.0,-100.0
475.0,-100.0
476.0,-100.0
477.0,-100.0
478.0,-100.0
479.0,-100.0
480.0,-100.0
481.0,-100.0
482.0,-100.0
483.0,-100.0
484.0,-100.0
485.0,-100.0
486.0,-100.0
487.0,-100.0
488.0,-100.0
489.0,-100.0
490.0,-100.0
491.0,-100.0
492.0,-100.0
493.0,-100.0
494.0,-100.0
495.0,-100.0
496.0,-100.0
497.0,-100.0
498.0,-100.0
499.0,-100.0
500.0,-100.0
501.0,-100.0
502.0,-100.0
503.0,-100.0
504.0,-100.0
505.0,-100.0
506.0,-100.0
507.0,-100.0
508.0,-100.0
509.0,-100.0
510.0,-100.0
511.0,-100.0
512.0,-100.0
513.0,-100.0
514.0,-100.0
515.0,-100.0
516.0,-100.0
517.0,-100.0
518.0,-100.0
519.0,-100.0
520.0,-100.0
521.0,-100.0
522.0,-100.0
523.0,-100.0
524.0,-100.0
