,AYYSG3O9FNU15,AOEGJLWFISOZQ,A4FNENGCDFSOG,AJE5OG666CBAC
548136,-100.0,-84.0,-76.0,
548156,-100.0,-84.0,-76.0,
548164,-100.0,-84.0,-76.0,
548181,-100.0,-84.0,-76.0,
548185,-100.0,-84.0,-76.0,
548197,-100.0,-84.0,-76.0,
548202,-100.0,-84.0,-76.0,
548218,-100.0,-84.0,-76.0,
548222,-100.0,-84.0,-76.0,
548237,-100.0,-84.0,-76.0,
548243,-100.0,-84.0,-76.0,
548277,-100.0,-84.0,-76.0,
548281,-100.0,-84.0,-76.0,
548295,-100.0,-84.0,-76.0,
548315,-100.0,-84.0,-76.0,
548336,-100.0,-84.0,-75.0,
548354,-100.0,-84.0,-74.0,
548368,-100.0,-84.0,-73.0,
548390,-100.0,-84.0,-72.0,
548405,-100.0,-84.0,-71.0,
548419,-100.0,-84.0,-70.0,
548441,-100.0,-84.0,-69.0,
548578,-100.0,-84.0,-69.0,
548583,-100.0,-84.0,-69.0,
548594,-100.0,-84.0,-68.5,
548601,-100.0,-84.0,-68.0,
548602,-100.0,-84.0,-67.75,
548617,-100.0,-84.0,-67.5,
548620,-100.0,-84.0,-67.25,
548624,-100.0,-84.0,-67.0,
548634,-100.0,-84.0,-66.5,
548637,-100.0,-84.0,-66.0,
548653,-100.0,-84.0,-65.0,
548665,-100.0,-84.0,-65.0,
548669,-100.0,-84.0,-65.0,
548684,-100.0,-84.0,-64.0,
548690,-100.0,-84.0,-64.0,
548697,-100.0,-84.0,-64.0,
548711,-100.0,-84.0,-64.0,
548738,-100.0,-84.0,-64.0,
548759,-100.0,-84.0,-64.0,
548832,-100.0,-84.0,-64.0,
548852,-100.0,-84.0,-63.0,
548870,-100.0,-84.0,-63.0,
548883,-100.0,-84.0,-62.0,
548903,-100.0,-84.0,-61.0,
548904,-100.0,-84.0,-60.5,
548918,-100.0,-84.0,-60.0,
548923,-100.0,-84.0,-59.5,
548935,-100.0,-84.0,-59.0,
548954,-100.0,-84.0,-59.0,
548972,-100.0,-84.0,-59.0,
548988,-100.0,-84.0,-59.0,
548995,-100.0,-84.0,-59.0,
549005,-100.0,-84.0,-59.0,
549011,-100.0,-84.0,-59.0,
549017,-100.0,-84.0,-59.0,
549033,-100.0,-84.0,-59.0,
549038,-100.0,-84.0,-59.0,
549054,-100.0,-84.0,-59.0,
549081,-100.0,-84.0,-59.0,
549096,-100.0,-84.0,-59.0,
549116,-100.0,-84.0,-59.0,
549126,-100.0,-84.0,-59.0,
549131,-100.0,-84.0,-59.0,
549148,-100.0,-84.0,-59.0,
549152,-100.0,-84.0,-59.0,
549182,-100.0,-84.0,-59.0,
552253,-100.0,-84.0,-59.0,
552296,-99.0,-84.0,-59.0,
552336,-96.0,-84.0,-59.0,
552376,-94.0,-84.0,-59.0,
552580,-96.0,-84.0,-59.0,
552621,-97.0,-84.0,-59.0,
552661,-99.0,-84.0,-59.0,
552662,,-84.0,-59.0,
555100,,-84.0,-59.0,
555116,,-84.0,-60.0,
555148,,-84.0,-62.0,
555182,,-84.0,-64.0,
555199,,-84.0,-65.0,
555215,,-84.0,-66.0,
555234,,-84.0,-68.0,
555265,,-84.0,-70.0,
555615,,-84.0,-70.0,
555633,,-84.0,-71.0,
555664,,-84.0,-73.0,
555682,,-84.0,-74.0,
555700,,-84.0,-76.0,
555714,,-84.0,-76.0,
555732,,-84.0,-78.0,
555782,,-84.0,-81.0,
555802,,-84.0,-82.0,
558855,,-84.0,-82.0,
558872,,-85.0,-82.0,
558888,,-86.0,-82.0,
558905,,-87.0,-82.0,
558922,,-88.0,-82.0,
558939,,-89.0,-82.0,
563681,,-89.0,-82.0,
563682,-100.0,-89.0,-82.0,
563724,-99.0,-89.0,-82.0,
563764,-97.0,-89.0,-82.0,
563969,-98.0,-89.0,-82.0,
564011,-99.0,-89.0,-82.0,
564012,,-89.0,-82.0,
564400,,-89.0,-82.0,
564415,,-89.0,-81.0,
564448,,-89.0,-79.0,
564481,,-89.0,-77.0,
564514,,-89.0,-75.0,
564533,,-89.0,-74.0,
564581,,-89.0,-70.0,
564615,,-89.0,-68.0,
564647,,-89.0,-66.0,
564665,,-89.0,-65.0,
564681,,-89.0,-64.0,
564704,,-89.0,-63.0,
564731,,-89.0,-61.0,
564764,,-89.0,-59.0,
564782,,-89.0,-58.0,
564816,,-89.0,-56.0,
564848,,-89.0,-53.0,
564866,,-89.0,-52.0,
564898,,-89.0,-50.0,
564914,,-89.0,-49.0,
564931,,-89.0,-48.0,
564950,,-89.0,-47.0,
564982,,-89.0,-45.0,
565015,,-89.0,-43.0,
572897,,-89.0,-43.0,
572917,,-89.0,-44.0,
572949,,-89.0,-46.0,
572999,,-89.0,-50.0,
573031,,-89.0,-52.0,
573064,,-89.0,-54.0,
573097,,-89.0,-56.0,
573738,,-89.0,-56.0,
573755,,-90.0,-56.0,
573772,,-91.0,-56.0,
573788,,-92.0,-56.0,
573805,,-93.0,-56.0,
573822,,-94.0,-56.0,
573948,,-94.0,-56.0,
573967,,-94.0,-57.0,
573999,,-94.0,-59.0,
574013,,-94.0,-60.0,
574031,,-94.0,-61.0,
574048,,-94.0,-62.0,
574065,,-94.0,-63.0,
574082,,-94.0,-64.0,
574347,,-94.0,-64.0,
574366,,-94.0,-65.0,
574384,,-94.0,-65.0,
574397,,-94.0,-66.0,
574417,,-94.0,-67.0,
574432,,-94.0,-68.0,
574447,,-94.0,-69.0,
574465,,-94.0,-70.0,
574481,,-94.0,-72.0,
574500,,-94.0,-73.0,
574814,,-94.0,-73.0,
574835,,-94.0,-74.0,
574852,,-94.0,-75.0,
574865,,-94.0,-76.0,
574883,,-94.0,-77.0,
574898,,-94.0,-77.0,
574915,,-94.0,-78.0,
577165,,-94.0,-78.0,
577182,,-94.0,-77.0,
577214,,-94.0,-75.0,
577264,,-94.0,-71.0,
577280,,-94.0,-70.0,
577298,,-94.0,-69.0,
577331,,-94.0,-67.0,
577364,,-94.0,-65.0,
577383,,-94.0,-64.0,
577414,,-94.0,-62.0,
577446,,-94.0,-60.0,
577465,,-94.0,-59.0,
577497,,-94.0,-57.0,
577514,,-94.0,-56.0,
577532,,-94.0,-55.0,
577548,,-94.0,-54.0,
577566,,-94.0,-52.0,
577587,,-94.0,-51.0,
577601,,-94.0,-50.0,
577622,,-94.0,-49.0,
577636,,-94.0,-48.0,
577658,,-94.0,-47.0,
577676,,-94.0,-46.0,
577689,,-94.0,-45.0,
577710,,-94.0,-45.0,
577722,,-94.0,-44.0,
580444,,-94.0,-44.0,
580445,,-94.0,-44.0,-96.0
580491,,-94.0,-44.0,-95.0
580526,,-94.0,-44.0,-92.0
580573,,-94.0,-44.0,-90.0
580607,,-94.0,-44.0,-87.0
580654,,-94.0,-44.0,-85.0
583373,,-94.0,-44.0,-85.0
583374,-100.0,-94.0,-44.0,-85.0
583415,-99.0,-94.0,-44.0,-85.0
583456,-97.0,-94.0,-44.0,-85.0
583497,-94.0,-94.0,-44.0,-85.0
585327,-94.0,-94.0,-44.0,-85.0
585369,-93.0,-94.0,-44.0,-85.0
585410,-91.0,-94.0,-44.0,-85.0
585451,-88.0,-94.0,-44.0,-85.0
585738,-88.0,-94.0,-44.0,-85.0
585754,-88.0,-94.0,-44.0,-85.0
585756,-88.0,-94.0,-44.0,-85.0
585771,-88.0,-94.0,-44.0,-85.0
585776,-88.0,-94.0,-44.0,-85.0
585788,-88.0,-94.0,-44.0,-85.0
585791,-88.0,-94.0,-44.0,-85.0
585804,-88.0,-94.0,-44.0,-85.0
585806,-88.0,-94.0,-44.0,-85.0
585821,-88.0,-94.0,-44.0,-85.0
585978,-88.0,-94.0,-44.0,-85.0
586018,-89.0,-94.0,-44.0,-85.0
586059,-92.0,-94.0,-44.0,-85.0
586099,-94.0,-94.0,-44.0,-85.0
586507,-94.16666666666667,-94.0,-44.0,-85.0
586524,-94.33333333333333,-94.0,-44.0,-85.0
586525,-94.5,-94.0,-44.0,-85.0
586541,-94.66666666666667,-94.0,-44.0,-85.0
586544,-94.83333333333333,-94.0,-44.0,-85.0
586547,-95.0,-94.0,-44.0,-85.0
586557,-95.25,-94.0,-44.0,-85.0
586560,-95.5,-94.0,-44.0,-85.0
586574,-95.75,-94.0,-44.0,-85.0
586588,-96.0,-94.0,-44.0,-85.0
586628,-98.0,-94.0,-44.0,-85.0
586669,-100.0,-94.0,-44.0,-85.0
588103,-100.0,-94.0,-44.0,-85.0
588121,-100.0,-94.0,-44.0,-85.0
588136,-100.0,-94.0,-44.0,-85.0
588154,-100.0,-94.0,-44.0,-85.0
588169,-100.0,-94.0,-44.0,-85.0
588186,-100.0,-94.0,-44.0,-85.0
588341,-100.0,-94.0,-44.0,-85.0
588381,-99.0,-94.0,-44.0,-85.0
588421,-97.0,-94.0,-44.0,-85.0
588789,-95.0,-94.0,-44.0,-85.0
588831,-94.0,-94.0,-44.0,-85.0
588871,-92.0,-94.0,-44.0,-85.0
588911,-90.0,-94.0,-44.0,-85.0
588912,,-94.0,-44.0,-85.0
589079,,-94.0,-44.0,-85.0
589099,,-94.0,-43.0,-85.0
589129,,-94.0,-41.0,-85.0
589146,,-94.0,-40.0,-85.0
589182,,-94.0,-38.0,-85.0
589214,,-94.0,-35.0,-85.0
589468,,-94.0,-35.0,-85.0
589483,,-94.0,-35.0,-85.0
589487,,-94.0,-35.0,-85.0
589500,,-94.0,-35.0,-85.0
589502,,-94.0,-35.0,-85.0
589517,,-94.0,-35.0,-85.0
589519,,-94.0,-35.0,-85.0
589529,,-94.0,-35.0,-85.0
589534,,-94.0,-34.666666666666664,-85.0
589536,,-94.0,-34.333333333333336,-85.0
589549,,-94.0,-34.0,-85.0
589550,,-94.0,-33.5,-85.0
589552,,-94.0,-33.0,-85.0
589567,,-94.0,-32.5,-85.0
589579,,-94.0,-32.0,-85.0
589598,,-94.0,-31.0,-85.0
589613,,-94.0,-29.0,-85.0
589629,,-94.0,-28.0,-85.0
589648,,-94.0,-27.0,-85.0
590011,,-94.0,-27.0,-85.0
590012,-89.0,-94.0,-27.0,-85.0
590053,-90.0,-94.0,-27.0,-85.0
590093,-92.0,-94.0,-27.0,-85.0
590121,-93.5,-94.0,-27.0,-85.0
590134,-95.0,-94.0,-27.0,-85.0
590136,-95.0,-94.0,-27.0,-85.0
590137,-95.0,-94.0,-27.0,-85.0
590152,-95.0,-94.0,-27.0,-85.0
590155,-95.0,-94.0,-27.0,-85.0
590169,-95.0,-94.0,-27.0,-85.0
590181,-95.0,-94.0,-27.0,-85.0
590186,-95.0,-94.0,-27.0,-85.0
590187,-95.0,-94.0,-27.0,-85.0
590203,-95.0,-94.0,-27.0,-85.0
590501,-95.0,-94.0,-27.0,-85.0
590541,-96.0,-94.0,-27.0,-85.0
590581,-98.0,-94.0,-27.0,-85.0
591350,-98.0,-94.0,-27.0,-85.0
591391,-97.0,-94.0,-27.0,-85.0
591431,-95.0,-94.0,-27.0,-85.0
591593,-94.0,-94.0,-27.0,-85.0
591634,-95.0,-94.0,-27.0,-85.0
591674,-98.0,-94.0,-27.0,-85.0
591714,-100.0,-94.0,-27.0,-85.0
591715,,-94.0,-27.0,-85.0
593113,,-94.0,-27.0,-85.0
593129,,-94.0,-27.0,-85.0
593132,,-94.0,-27.0,-85.0
593146,,-94.0,-27.0,-85.0
593149,,-94.0,-27.0,-85.0
593163,,-94.0,-27.0,-85.0
593165,,-94.0,-27.0,-85.0
593175,,-94.0,-27.0,-85.0
593176,-99.0,-94.0,-27.0,-85.0
593179,-98.85714285714286,-94.0,-27.0,-85.0
593181,-98.71428571428571,-94.0,-27.0,-85.0
593196,-98.57142857142857,-94.0,-27.0,-85.0
593198,-98.42857142857143,-94.0,-27.0,-85.0
593213,-98.28571428571429,-94.0,-27.0,-85.0
593215,-98.14285714285714,-94.0,-27.0,-85.0
593216,-98.0,-94.0,-27.0,-85.0
593230,-97.0,-94.0,-27.0,-85.0
593257,-96.0,-94.0,-27.0,-85.0
593297,-93.0,-94.0,-27.0,-85.0
593916,-93.2,-94.0,-27.0,-85.0
593917,-93.4,-94.0,-27.0,-85.0
593964,-93.6,-94.0,-27.0,-85.0
593999,-93.8,-94.0,-27.0,-85.0
594030,-94.0,-94.0,-27.0,-85.0
594045,-94.5,-94.0,-27.0,-85.0
594070,-95.0,-94.0,-27.0,-85.0
594080,-95.66666666666667,-94.0,-27.0,-85.0
594081,-96.33333333333333,-94.0,-27.0,-85.0
594110,-97.0,-94.0,-27.0,-85.0
594150,-100.0,-94.0,-27.0,-85.0
595047,-100.0,-94.0,-27.0,-85.0
595065,-100.0,-94.0,-28.0,-85.0
595098,-100.0,-94.0,-30.0,-85.0
595147,-100.0,-94.0,-34.0,-85.0
595180,-100.0,-94.0,-36.0,-85.0
595214,-100.0,-94.0,-38.0,-85.0
595246,-100.0,-94.0,-40.0,-85.0
595263,-100.0,-94.0,-41.0,-85.0
595595,-100.0,-94.0,-41.0,-85.0
595615,-100.0,-94.0,-42.0,-85.0
595647,-100.0,-94.0,-44.0,-85.0
595696,-100.0,-94.0,-47.0,-85.0
595712,-100.0,-94.0,-48.0,-85.0
595731,-100.0,-94.0,-49.0,-85.0
595762,-100.0,-94.0,-52.0,-85.0
595779,-100.0,-94.0,-53.0,-85.0
598920,-100.0,-94.0,-53.0,-85.0
598921,-100.0,-94.0,-53.0,-85.0
598968,-100.0,-94.0,-53.0,-85.0
599002,-100.0,-94.0,-53.0,-85.0
599049,-100.0,-94.0,-53.0,-85.0
599502,-100.0,-94.0,-53.0,-85.0
599548,-100.0,-94.0,-53.0,-85.0
599583,-100.0,-94.0,-53.0,-85.0
599641,-100.0,-94.0,-53.0,-85.0
599664,-100.0,-94.0,-53.0,-85.0
599711,-100.0,-94.0,-53.0,-85.0
600034,-100.0,-94.0,-53.0,-85.0
