,A10I249SZXANR,A11W9XU1ESKSA,AA3OOA62I1EEB
184926,-100.0,-100.0,-100.0
184942,-100.0,-100.0,-100.0
184960,-100.0,-100.0,-100.0
184976,-100.0,-100.0,-100.0
184993,-100.0,-100.0,-100.0
185026,-100.0,-100.0,-100.0
185043,-100.0,-100.0,-100.0
185059,-100.0,-100.0,-100.0
185077,-100.0,-100.0,-100.0
185094,-100.0,-100.0,-100.0
185110,-100.0,-100.0,-100.0
185126,-100.0,-100.0,-100.0
185144,-100.0,-100.0,-100.0
185295,-100.0,-100.0,-100.0
185311,-100.0,-100.0,-100.0
185328,-100.0,-100.0,-100.0
185345,-100.0,-100.0,-100.0
185361,-100.0,-100.0,-100.0
185378,-100.0,-100.0,-100.0
185395,-100.0,-100.0,-100.0
185412,-100.0,-100.0,-100.0
185428,-100.0,-100.0,-100.0
185445,-100.0,-100.0,-100.0
223652,-100.0,-100.0,-100.0
223653,-100.0,-100.0,-100.0
223677,-100.0,-100.0,-100.0
223767,-100.0,-100.0,-100.0
223799,-100.0,-100.0,-100.0
223809,-100.0,-100.0,-100.0
223822,-100.0,-100.0,-100.0
223839,-100.0,-100.0,-100.0
223856,-100.0,-100.0,-100.0
223870,-100.0,-100.0,-100.0
223889,-100.0,-100.0,-100.0
223898,-100.0,-100.0,-100.0
223909,-100.0,-100.0,-100.0
223922,-100.0,-100.0,-100.0
223946,-100.0,-100.0,-100.0
223958,-100.0,-100.0,-100.0
223978,-100.0,-100.0,-100.0
223987,-100.0,-100.0,-100.0
223995,-100.0,-100.0,-100.0
224005,-100.0,-100.0,-100.0
224019,-100.0,-100.0,-100.0
224028,-100.0,-100.0,-100.0
224036,-100.0,-100.0,-100.0
224050,-100.0,-100.0,-100.0
224054,-100.0,-100.0,-100.0
224064,-100.0,-100.0,-100.0
224072,-100.0,-100.0,-100.0
224085,-100.0,-100.0,-100.0
224090,-100.0,-100.0,-100.0
224101,-100.0,-100.0,-100.0
224107,-100.0,-100.0,-100.0
224119,-100.0,-100.0,-100.0
224125,-100.0,-100.0,-100.0
224138,-100.0,-100.0,-100.0
224144,-100.0,-100.0,-100.0
224156,-100.0,-100.0,-100.0
224161,-100.0,-100.0,-100.0
224175,-100.0,-100.0,-100.0
224179,-100.0,-100.0,-100.0
224189,-100.0,-100.0,-100.0
224195,-100.0,-100.0,-100.0
224205,-100.0,-100.0,-100.0
224212,-100.0,-100.0,-100.0
224229,-100.0,-100.0,-100.0
224238,-100.0,-100.0,-100.0
224252,-100.0,-100.0,-100.0
224272,-100.0,-100.0,-100.0
224286,-100.0,-100.0,-100.0
224305,-100.0,-100.0,-100.0
224315,-100.0,-100.0,-100.0
224324,-100.0,-100.0,-100.0
224338,-100.0,-100.0,-100.0
224342,-100.0,-100.0,-100.0
224352,-100.0,-100.0,-100.0
224359,-100.0,-100.0,-100.0
224368,-100.0,-100.0,-100.0
224377,-100.0,-100.0,-100.0
224390,-100.0,-100.0,-100.0
224411,-100.0,-100.0,-100.0
224426,-100.0,-100.0,-100.0
224429,-100.0,-100.0,-100.0
224441,-100.0,-100.0,-100.0
224453,-100.0,-100.0,-100.0
224466,-100.0,-100.0,-100.0
224477,-100.0,-100.0,-100.0
224495,-100.0,-100.0,-100.0
224505,-100.0,-100.0,-100.0
224517,-100.0,-100.0,-100.0
224525,-100.0,-100.0,-100.0
224533,-100.0,-100.0,-100.0
224540,-100.0,-100.0,-100.0
224567,-100.0,-100.0,-100.0
224576,-100.0,-100.0,-100.0
224591,-100.0,-100.0,-100.0
224594,-100.0,-100.0,-100.0
224606,-100.0,-100.0,-100.0
224610,-100.0,-100.0,-100.0
224625,-100.0,-100.0,-100.0
224630,-100.0,-100.0,-100.0
224644,-100.0,-100.0,-100.0
224653,-100.0,-100.0,-100.0
224667,-100.0,-100.0,-100.0
224671,-100.0,-100.0,-100.0
224684,-100.0,-100.0,-100.0
224705,-100.0,-100.0,-100.0
224720,-100.0,-100.0,-100.0
224740,-100.0,-100.0,-100.0
224754,-100.0,-100.0,-100.0
224758,-100.0,-100.0,-100.0
224771,-100.0,-100.0,-100.0
224774,-100.0,-100.0,-100.0
224784,-100.0,-100.0,-100.0
224792,-100.0,-100.0,-100.0
224808,-100.0,-100.0,-100.0
224828,-100.0,-100.0,-100.0
224842,-100.0,-100.0,-100.0
224847,-100.0,-100.0,-100.0
224865,-100.0,-100.0,-100.0
224868,-100.0,-100.0,-100.0
224891,-100.0,-100.0,-100.0
224905,-100.0,-100.0,-100.0
224923,-100.0,-100.0,-100.0
224938,-100.0,-100.0,-100.0
224949,-100.0,-100.0,-100.0
224958,-100.0,-100.0,-100.0
224974,-100.0,-100.0,-100.0
224992,-100.0,-100.0,-100.0
225010,-100.0,-100.0,-100.0
225030,-100.0,-100.0,-100.0
225042,-100.0,-100.0,-100.0
225060,-100.0,-100.0,-100.0
225094,-100.0,-100.0,-100.0
225104,-100.0,-100.0,-100.0
225117,-100.0,-100.0,-100.0
225124,-100.0,-100.0,-100.0
225139,-100.0,-100.0,-100.0
225156,-100.0,-100.0,-100.0
225171,-100.0,-100.0,-100.0
225175,-100.0,-100.0,-100.0
225191,-100.0,-100.0,-100.0
225208,-100.0,-100.0,-100.0
225224,-100.0,-100.0,-100.0
225242,-100.0,-100.0,-100.0
225259,-100.0,-100.0,-100.0
225263,-100.0,-100.0,-100.0
225276,-100.0,-100.0,-100.0
225282,-100.0,-100.0,-100.0
225291,-100.0,-100.0,-100.0
225301,-100.0,-100.0,-100.0
225318,-100.0,-100.0,-100.0
225337,-100.0,-100.0,-100.0
225349,-100.0,-100.0,-100.0
225356,-100.0,-100.0,-100.0
225376,-100.0,-100.0,-100.0
225390,-100.0,-100.0,-100.0
225406,-100.0,-100.0,-100.0
225412,-100.0,-100.0,-100.0
225432,-100.0,-100.0,-100.0
225442,-100.0,-100.0,-100.0
225458,-100.0,-100.0,-100.0
225463,-100.0,-100.0,-100.0
225480,-100.0,-100.0,-100.0
225495,-100.0,-100.0,-100.0
225511,-100.0,-100.0,-100.0
225520,-100.0,-100.0,-100.0
225535,-100.0,-100.0,-100.0
225554,-100.0,-100.0,-100.0
225572,-100.0,-100.0,-100.0
225588,-100.0,-100.0,-100.0
225600,-100.0,-100.0,-100.0
225607,-100.0,-100.0,-100.0
225623,-100.0,-100.0,-100.0
225641,-100.0,-100.0,-100.0
225655,-100.0,-100.0,-100.0
225774,-100.0,-100.0,-100.0
225799,-100.0,-100.0,-100.0
225812,-100.0,-100.0,-100.0
225865,-100.0,-100.0,-100.0
225883,-100.0,-100.0,-100.0
225943,-100.0,-100.0,-100.0
225953,-100.0,-100.0,-100.0
225972,-100.0,-100.0,-100.0
225987,-100.0,-100.0,-100.0
226006,-100.0,-100.0,-100.0
226024,-100.0,-100.0,-100.0
226040,-100.0,-100.0,-100.0
226057,-100.0,-100.0,-100.0
226076,-100.0,-100.0,-100.0
226092,-100.0,-100.0,-100.0
226106,-100.0,-100.0,-100.0
226111,-100.0,-100.0,-100.0
226128,-100.0,-100.0,-100.0
226145,-100.0,-100.0,-100.0
226171,-100.0,-100.0,-100.0
226188,-100.0,-100.0,-100.0
226206,-100.0,-100.0,-100.0
226223,-100.0,-100.0,-100.0
226251,-100.0,-100.0,-100.0
226259,-100.0,-100.0,-100.0
226285,-100.0,-100.0,-100.0
226292,-100.0,-100.0,-100.0
226316,-100.0,-100.0,-100.0
226328,-100.0,-100.0,-100.0
226352,-100.0,-100.0,-100.0
226364,-100.0,-100.0,-100.0
226388,-100.0,-100.0,-100.0
226405,-100.0,-100.0,-100.0
226423,-100.0,-100.0,-100.0
226440,-100.0,-100.0,-100.0
226458,-100.0,-100.0,-100.0
226475,-100.0,-100.0,-100.0
226495,-100.0,-100.0,-100.0
226510,-100.0,-100.0,-100.0
226524,-100.0,-100.0,-100.0
226530,-100.0,-100.0,-100.0
226555,-100.0,-100.0,-100.0
226561,-100.0,-100.0,-100.0
226571,-100.0,-100.0,-100.0
226585,-100.0,-100.0,-100.0
226608,-100.0,-100.0,-100.0
226621,-100.0,-100.0,-100.0
226645,-100.0,-100.0,-100.0
226656,-100.0,-100.0,-100.0
226677,-100.0,-100.0,-100.0
226692,-100.0,-100.0,-100.0
226715,-100.0,-100.0,-100.0
226725,-100.0,-100.0,-100.0
226752,-100.0,-100.0,-100.0
226761,-100.0,-100.0,-100.0
226777,-100.0,-100.0,-100.0
226786,-100.0,-100.0,-100.0
226814,-100.0,-100.0,-100.0
226821,-100.0,-100.0,-100.0
226844,-100.0,-100.0,-100.0
226856,-100.0,-100.0,-100.0
226882,-100.0,-100.0,-100.0
226889,-100.0,-100.0,-100.0
226913,-100.0,-100.0,-100.0
226925,-100.0,-100.0,-100.0
226944,-100.0,-100.0,-100.0
226962,-100.0,-100.0,-100.0
226985,-100.0,-100.0,-100.0
226995,-100.0,-100.0,-100.0
227001,-100.0,-100.0,-100.0
227005,-100.0,-100.0,-100.0
227022,-100.0,-100.0,-100.0
227037,-100.0,-100.0,-100.0
227060,-100.0,-100.0,-100.0
227073,-100.0,-100.0,-100.0
227095,-100.0,-100.0,-100.0
227108,-100.0,-100.0,-100.0
227132,-100.0,-100.0,-100.0
227142,-100.0,-100.0,-100.0
227162,-100.0,-100.0,-100.0
227176,-100.0,-100.0,-100.0
227199,-100.0,-100.0,-100.0
227213,-100.0,-100.0,-100.0
227222,-100.0,-100.0,-100.0
227244,-100.0,-100.0,-100.0
227263,-100.0,-100.0,-100.0
227273,-100.0,-100.0,-100.0
227363,-100.0,-100.0,-100.0
227401,-100.0,-100.0,-100.0
227425,-100.0,-100.0,-100.0
227438,-100.0,-100.0,-100.0
227490,-100.0,-100.0,-100.0
227510,-100.0,-100.0,-100.0
227556,-100.0,-100.0,-100.0
227577,-100.0,-100.0,-100.0
227616,-100.0,-100.0,-100.0
227630,-100.0,-100.0,-100.0
227649,-100.0,-100.0,-100.0
227653,-100.0,-100.0,-100.0
227675,-100.0,-100.0,-100.0
227687,-100.0,-100.0,-100.0
227720,-100.0,-100.0,-100.0
227726,-100.0,-100.0,-100.0
227755,-100.0,-100.0,-100.0
227760,-100.0,-100.0,-100.0
227779,-100.0,-100.0,-100.0
227794,-100.0,-100.0,-100.0
227818,-100.0,-100.0,-100.0
227828,-100.0,-100.0,-100.0
227851,-100.0,-100.0,-100.0
227852,-100.0,-100.0,-100.0
227872,-100.0,-100.0,-100.0
227887,-100.0,-100.0,-100.0
227908,-100.0,-100.0,-100.0
227924,-100.0,-100.0,-100.0
227946,-100.0,-100.0,-100.0
227958,-100.0,-100.0,-100.0
227982,-100.0,-100.0,-100.0
227992,-100.0,-100.0,-100.0
228018,-100.0,-100.0,-100.0
228027,-100.0,-100.0,-100.0
228052,-100.0,-100.0,-100.0
228061,-100.0,-100.0,-100.0
228075,-100.0,-100.0,-100.0
228085,-100.0,-100.0,-100.0
228106,-100.0,-100.0,-100.0
228123,-100.0,-100.0,-100.0
228147,-100.0,-100.0,-100.0
228156,-100.0,-100.0,-100.0
241118,-100.0,-100.0,-100.0
241134,-100.0,-100.0,-100.0
241449,-100.0,-100.0,-100.0
241473,-100.0,-100.0,-100.0
241612,-100.0,-100.0,-100.0
241620,-100.0,-100.0,-100.0
241671,-100.0,-100.0,-100.0
241690,-100.0,-100.0,-100.0
241727,-100.0,-100.0,-100.0
241730,-100.0,-100.0,-100.0
241932,-100.0,-100.0,-100.0
241949,-100.0,-100.0,-100.0
242011,-100.0,-100.0,-100.0
242024,-100.0,-100.0,-100.0
242075,-100.0,-100.0,-100.0
242087,-100.0,-100.0,-100.0
242098,-100.0,-100.0,-100.0
242106,-100.0,-100.0,-100.0
242118,-100.0,-100.0,-100.0
242122,-100.0,-100.0,-100.0
242132,-100.0,-100.0,-100.0
242140,-100.0,-100.0,-100.0
242141,-100.0,-100.0,-100.0
273729,-100.0,-100.0,-100.0
273730,-100.0,-100.0,-100.0
273783,-100.0,-100.0,-100.0
273791,-100.0,-100.0,-100.0
273797,-100.0,-100.0,-100.0
273804,-100.0,-100.0,-100.0
273807,-100.0,-100.0,-100.0
273821,-100.0,-100.0,-100.0
273827,-100.0,-100.0,-100.0
273839,-100.0,-100.0,-100.0
273844,-100.0,-100.0,-100.0
273873,-100.0,-100.0,-100.0
273879,-100.0,-100.0,-100.0
273909,-100.0,-100.0,-100.0
273914,-100.0,-100.0,-100.0
273929,-100.0,-100.0,-100.0
273935,-100.0,-100.0,-100.0
273947,-100.0,-100.0,-100.0
273952,-100.0,-100.0,-100.0
273956,-100.0,-100.0,-100.0
273980,-100.0,-100.0,-100.0
273999,-100.0,-100.0,-100.0
274016,-100.0,-100.0,-100.0
274027,-100.0,-100.0,-100.0
274048,-100.0,-100.0,-100.0
274059,-100.0,-100.0,-100.0
274078,-100.0,-100.0,-100.0
274096,-100.0,-100.0,-100.0
274117,-100.0,-100.0,-100.0
274130,-100.0,-100.0,-100.0
274136,-100.0,-100.0,-100.0
274150,-100.0,-100.0,-100.0
274171,-100.0,-100.0,-100.0
274183,-100.0,-100.0,-100.0
274192,-100.0,-100.0,-100.0
274207,-100.0,-100.0,-100.0
274228,-100.0,-100.0,-100.0
274239,-100.0,-100.0,-100.0
274246,-100.0,-100.0,-100.0
274258,-100.0,-100.0,-100.0
274278,-100.0,-100.0,-100.0
274291,-100.0,-100.0,-100.0
274296,-100.0,-100.0,-100.0
274311,-100.0,-100.0,-100.0
274317,-100.0,-100.0,-100.0
274333,-100.0,-100.0,-100.0
274364,-100.0,-100.0,-100.0
274373,-100.0,-100.0,-100.0
274394,-100.0,-100.0,-100.0
274408,-100.0,-100.0,-100.0
274454,-100.0,-100.0,-100.0
274462,-100.0,-100.0,-100.0
274484,-100.0,-100.0,-100.0
274493,-100.0,-100.0,-100.0
274498,-100.0,-100.0,-100.0
274510,-100.0,-100.0,-100.0
274514,-100.0,-100.0,-100.0
274526,-100.0,-100.0,-100.0
274532,-100.0,-100.0,-100.0
274545,-100.0,-100.0,-100.0
274568,-100.0,-100.0,-100.0
274580,-100.0,-100.0,-100.0
274585,-100.0,-100.0,-100.0
274598,-100.0,-100.0,-100.0
274604,-100.0,-100.0,-100.0
274607,-100.0,-100.0,-100.0
274629,-100.0,-100.0,-100.0
274638,-100.0,-100.0,-100.0
274661,-100.0,-100.0,-100.0
274673,-100.0,-100.0,-100.0
274678,-100.0,-100.0,-100.0
274692,-100.0,-100.0,-100.0
274719,-100.0,-100.0,-100.0
274736,-100.0,-100.0,-100.0
274756,-100.0,-100.0,-100.0
274767,-100.0,-100.0,-100.0
274790,-100.0,-100.0,-100.0
274802,-100.0,-100.0,-100.0
274814,-100.0,-100.0,-100.0
274822,-100.0,-100.0,-100.0
274842,-100.0,-100.0,-100.0
274854,-100.0,-100.0,-100.0
274860,-100.0,-100.0,-100.0
274875,-100.0,-100.0,-100.0
274884,-100.0,-100.0,-100.0
274898,-100.0,-100.0,-100.0
274918,-100.0,-100.0,-100.0
274928,-100.0,-100.0,-100.0
274955,-100.0,-100.0,-100.0
274964,-100.0,-100.0,-100.0
274988,-100.0,-100.0,-100.0
275000,-100.0,-100.0,-100.0
275022,-100.0,-100.0,-100.0
275029,-100.0,-100.0,-100.0
275035,-100.0,-100.0,-100.0
275038,-100.0,-100.0,-100.0
275047,-100.0,-100.0,-100.0
275063,-100.0,-100.0,-100.0
275085,-100.0,-100.0,-100.0
275095,-100.0,-100.0,-100.0
275206,-100.0,-100.0,-100.0
275220,-100.0,-100.0,-100.0
275268,-100.0,-100.0,-100.0
275316,-100.0,-100.0,-100.0
275380,-100.0,-100.0,-100.0
275406,-100.0,-100.0,-100.0
275418,-100.0,-100.0,-100.0
275446,-100.0,-100.0,-100.0
275474,-100.0,-100.0,-100.0
275496,-100.0,-100.0,-100.0
275546,-100.0,-100.0,-100.0
275559,-100.0,-100.0,-100.0
275593,-100.0,-100.0,-100.0
275602,-100.0,-100.0,-100.0
275653,-100.0,-100.0,-100.0
275665,-100.0,-100.0,-100.0
275674,-100.0,-100.0,-100.0
275690,-100.0,-100.0,-100.0
275739,-100.0,-100.0,-100.0
275750,-100.0,-100.0,-100.0
275821,-100.0,-100.0,-100.0
275834,-100.0,-100.0,-100.0
275872,-100.0,-100.0,-100.0
275890,-100.0,-100.0,-100.0
275896,-100.0,-100.0,-100.0
275917,-100.0,-100.0,-100.0
275997,-100.0,-100.0,-100.0
276007,-100.0,-100.0,-100.0
276030,-100.0,-100.0,-100.0
276041,-100.0,-100.0,-100.0
276064,-100.0,-100.0,-100.0
276077,-100.0,-100.0,-100.0
276101,-100.0,-100.0,-100.0
276113,-100.0,-100.0,-100.0
276154,-100.0,-100.0,-100.0
276164,-100.0,-100.0,-100.0
276210,-100.0,-100.0,-100.0
276218,-100.0,-100.0,-100.0
276242,-100.0,-100.0,-100.0
276247,-100.0,-100.0,-100.0
276259,-100.0,-100.0,-100.0
276272,-100.0,-100.0,-100.0
276281,-100.0,-100.0,-100.0
276290,-100.0,-100.0,-100.0
276299,-100.0,-100.0,-100.0
276313,-100.0,-100.0,-100.0
276318,-100.0,-100.0,-100.0
276320,-100.0,-100.0,-100.0
276346,-100.0,-100.0,-100.0
276354,-100.0,-100.0,-100.0
276361,-100.0,-100.0,-100.0
276373,-100.0,-100.0,-100.0
276381,-100.0,-100.0,-100.0
276392,-100.0,-100.0,-100.0
276414,-100.0,-100.0,-100.0
276427,-100.0,-100.0,-100.0
276449,-100.0,-100.0,-100.0
276462,-100.0,-100.0,-100.0
276483,-100.0,-100.0,-100.0
276494,-100.0,-100.0,-100.0
276517,-100.0,-100.0,-100.0
276519,-100.0,-100.0,-100.0
276544,-100.0,-100.0,-100.0
276554,-100.0,-100.0,-100.0
276561,-100.0,-100.0,-100.0
276575,-100.0,-100.0,-100.0
276602,-100.0,-100.0,-100.0
276614,-100.0,-100.0,-100.0
276634,-100.0,-100.0,-100.0
276644,-100.0,-100.0,-100.0
276680,-100.0,-100.0,-100.0
276694,-100.0,-100.0,-100.0
276731,-100.0,-100.0,-100.0
276740,-100.0,-100.0,-100.0
276755,-100.0,-100.0,-100.0
276767,-100.0,-100.0,-100.0
276792,-100.0,-100.0,-100.0
276804,-100.0,-100.0,-100.0
276810,-100.0,-100.0,-100.0
276820,-100.0,-100.0,-100.0
276828,-100.0,-100.0,-100.0
276840,-100.0,-100.0,-100.0
276849,-100.0,-100.0,-100.0
276860,-100.0,-100.0,-100.0
276885,-100.0,-100.0,-100.0
276897,-100.0,-100.0,-100.0
276903,-100.0,-100.0,-100.0
276915,-100.0,-100.0,-100.0
276943,-100.0,-100.0,-100.0
276952,-100.0,-100.0,-100.0
277006,-100.0,-100.0,-100.0
277018,-100.0,-100.0,-100.0
277038,-100.0,-100.0,-100.0
277048,-100.0,-100.0,-100.0
277070,-100.0,-100.0,-100.0
277078,-100.0,-100.0,-100.0
277101,-100.0,-100.0,-100.0
277112,-100.0,-100.0,-100.0
277133,-100.0,-100.0,-100.0
277146,-100.0,-100.0,-100.0
277151,-100.0,-100.0,-100.0
277165,-100.0,-100.0,-100.0
277175,-100.0,-100.0,-100.0
277190,-100.0,-100.0,-100.0
277210,-100.0,-100.0,-100.0
277223,-100.0,-100.0,-100.0
277247,-100.0,-100.0,-100.0
277261,-100.0,-100.0,-100.0
277267,-100.0,-100.0,-100.0
277279,-100.0,-100.0,-100.0
277300,-100.0,-100.0,-100.0
277311,-100.0,-100.0,-100.0
277319,-100.0,-100.0,-100.0
277332,-100.0,-100.0,-100.0
277357,-100.0,-100.0,-100.0
277372,-100.0,-100.0,-100.0
277375,-100.0,-100.0,-100.0
277381,-100.0,-100.0,-100.0
277393,-100.0,-100.0,-100.0
277404,-100.0,-100.0,-100.0
277412,-100.0,-100.0,-100.0
277421,-100.0,-100.0,-100.0
277427,-100.0,-100.0,-100.0
277441,-100.0,-100.0,-100.0
277447,-100.0,-100.0,-100.0
277462,-100.0,-100.0,-100.0
277487,-100.0,-100.0,-100.0
277497,-100.0,-100.0,-100.0
277502,-100.0,-100.0,-100.0
277512,-100.0,-100.0,-100.0
277539,-100.0,-100.0,-100.0
277547,-100.0,-100.0,-100.0
277570,-100.0,-100.0,-100.0
277577,-100.0,-100.0,-100.0
277585,-100.0,-100.0,-100.0
277597,-100.0,-100.0,-100.0
277600,-100.0,-100.0,-100.0
277604,-100.0,-100.0,-100.0
277610,-100.0,-100.0,-100.0
277628,-100.0,-100.0,-100.0
277651,-100.0,-100.0,-100.0
277662,-100.0,-100.0,-100.0
277684,-100.0,-100.0,-100.0
277695,-100.0,-100.0,-100.0
277720,-100.0,-100.0,-100.0
277730,-100.0,-100.0,-100.0
277753,-100.0,-100.0,-100.0
277764,-100.0,-100.0,-100.0
277799,-100.0,-100.0,-100.0
277801,-100.0,-100.0,-100.0
277839,-100.0,-100.0,-100.0
277849,-100.0,-100.0,-100.0
277871,-100.0,-100.0,-100.0
277880,-100.0,-100.0,-100.0
277906,-100.0,-100.0,-100.0
277912,-100.0,-100.0,-100.0
277940,-100.0,-100.0,-100.0
277950,-100.0,-100.0,-100.0
277977,-100.0,-100.0,-100.0
277985,-100.0,-100.0,-100.0
278007,-100.0,-100.0,-100.0
278016,-100.0,-100.0,-100.0
278032,-100.0,-100.0,-100.0
278040,-100.0,-100.0,-100.0
278071,-100.0,-100.0,-100.0
278082,-100.0,-100.0,-100.0
278106,-100.0,-100.0,-100.0
278117,-100.0,-100.0,-100.0
278142,-100.0,-100.0,-100.0
278152,-100.0,-100.0,-100.0
278177,-100.0,-100.0,-100.0
278191,-100.0,-100.0,-100.0
278245,-100.0,-100.0,-100.0
278265,-100.0,-100.0,-100.0
278275,-100.0,-100.0,-100.0
278292,-100.0,-100.0,-100.0
278314,-100.0,-100.0,-100.0
278323,-100.0,-100.0,-100.0
278346,-100.0,-100.0,-100.0
278357,-100.0,-100.0,-100.0
278363,-100.0,-100.0,-100.0
278375,-100.0,-100.0,-100.0
278399,-100.0,-100.0,-100.0
278408,-100.0,-100.0,-100.0
278415,-100.0,-100.0,-100.0
278426,-100.0,-100.0,-100.0
278455,-100.0,-100.0,-100.0
278471,-100.0,-100.0,-100.0
278514,-100.0,-100.0,-100.0
278523,-100.0,-100.0,-100.0
278560,-100.0,-100.0,-100.0
278571,-100.0,-100.0,-100.0
278620,-100.0,-100.0,-100.0
278634,-100.0,-100.0,-100.0
278656,-100.0,-100.0,-100.0
278670,-100.0,-100.0,-100.0
278674,-100.0,-100.0,-100.0
278696,-100.0,-100.0,-100.0
278734,-100.0,-100.0,-100.0
278751,-100.0,-100.0,-100.0
278786,-100.0,-100.0,-100.0
278802,-100.0,-100.0,-100.0
278849,-100.0,-100.0,-100.0
278870,-100.0,-100.0,-100.0
278895,-100.0,-100.0,-100.0
278906,-100.0,-100.0,-100.0
278942,-100.0,-100.0,-100.0
278951,-100.0,-100.0,-100.0
278991,-100.0,-100.0,-100.0
279000,-100.0,-100.0,-100.0
279001,-100.0,-100.0,-100.0
285858,-100.0,-100.0,-100.0
285859,-100.0,-100.0,-100.0
285878,-100.0,-100.0,-100.0
285930,-100.0,-100.0,-100.0
285949,-100.0,-100.0,-100.0
286092,-100.0,-100.0,-100.0
286112,-100.0,-100.0,-100.0
286137,-100.0,-100.0,-100.0
286149,-100.0,-100.0,-100.0
286441,-100.0,-100.0,-100.0
286452,-100.0,-100.0,-100.0
286473,-100.0,-100.0,-100.0
286477,-100.0,-100.0,-100.0
286498,-100.0,-100.0,-100.0
286510,-100.0,-100.0,-100.0
286525,-100.0,-100.0,-100.0
286548,-100.0,-100.0,-100.0
286647,-100.0,-100.0,-100.0
286668,-100.0,-100.0,-100.0
286705,-100.0,-100.0,-100.0
286709,-100.0,-100.0,-100.0
286744,-100.0,-100.0,-100.0
286762,-100.0,-100.0,-100.0
286847,-100.0,-100.0,-100.0
286867,-100.0,-100.0,-100.0
286892,-100.0,-100.0,-100.0
286903,-100.0,-100.0,-100.0
286910,-100.0,-100.0,-100.0
286927,-100.0,-100.0,-100.0
287034,-100.0,-100.0,-100.0
287050,-100.0,-100.0,-100.0
287089,-100.0,-100.0,-100.0
287101,-100.0,-100.0,-100.0
287120,-100.0,-100.0,-100.0
287126,-100.0,-100.0,-100.0
287220,-100.0,-100.0,-100.0
287232,-100.0,-100.0,-100.0
287277,-100.0,-100.0,-100.0
287287,-100.0,-100.0,-100.0
287323,-100.0,-100.0,-100.0
287325,-100.0,-100.0,-100.0
287431,-100.0,-100.0,-100.0
287458,-100.0,-100.0,-100.0
287520,-100.0,-100.0,-100.0
287539,-100.0,-100.0,-100.0
287598,-100.0,-100.0,-100.0
287613,-100.0,-100.0,-100.0
287663,-100.0,-100.0,-100.0
287685,-100.0,-100.0,-100.0
287800,-100.0,-100.0,-100.0
287822,-100.0,-100.0,-100.0
287871,-100.0,-100.0,-100.0
287884,-100.0,-100.0,-100.0
287926,-100.0,-100.0,-100.0
287935,-100.0,-100.0,-100.0
288105,-100.0,-100.0,-100.0
288118,-100.0,-100.0,-100.0
288260,-100.0,-100.0,-100.0
288288,-100.0,-100.0,-100.0
288378,-100.0,-100.0,-100.0
288410,-100.0,-100.0,-100.0
288477,-100.0,-100.0,-100.0
288544,-100.0,-100.0,-100.0
288715,-100.0,-100.0,-100.0
288795,-100.0,-100.0,-100.0
288917,-100.0,-100.0,-100.0
288964,-100.0,-100.0,-100.0
289063,-100.0,-100.0,-100.0
289073,-100.0,-100.0,-100.0
289085,-100.0,-100.0,-100.0
289089,-100.0,-100.0,-100.0
289099,-100.0,-100.0,-100.0
289106,-100.0,-100.0,-100.0
289119,-100.0,-100.0,-100.0
289131,-100.0,-100.0,-100.0
289142,-100.0,-100.0,-100.0
289149,-100.0,-100.0,-100.0
289167,-100.0,-100.0,-100.0
289184,-100.0,-100.0,-100.0
289277,-100.0,-100.0,-100.0
289290,-100.0,-100.0,-100.0
289306,-100.0,-100.0,-100.0
289324,-100.0,-100.0,-100.0
298610,-100.0,-100.0,-100.0
298621,-100.0,-100.0,-100.0
298669,-100.0,-100.0,-100.0
298681,-100.0,-100.0,-100.0
298711,-100.0,-100.0,-100.0
298719,-100.0,-100.0,-100.0
298752,-100.0,-100.0,-100.0
298763,-100.0,-100.0,-100.0
298812,-100.0,-100.0,-100.0
298827,-100.0,-100.0,-100.0
298869,-100.0,-100.0,-100.0
298879,-100.0,-100.0,-100.0
298906,-100.0,-100.0,-100.0
298914,-100.0,-100.0,-100.0
298939,-100.0,-100.0,-100.0
298949,-100.0,-100.0,-100.0
298976,-100.0,-100.0,-100.0
298985,-100.0,-100.0,-100.0
299013,-100.0,-100.0,-100.0
299024,-100.0,-100.0,-100.0
299067,-100.0,-100.0,-100.0
299077,-100.0,-100.0,-100.0
299093,-100.0,-100.0,-100.0
299100,-100.0,-100.0,-100.0
299133,-100.0,-100.0,-100.0
299140,-100.0,-100.0,-100.0
299151,-100.0,-100.0,-100.0
299162,-100.0,-100.0,-100.0
299193,-100.0,-100.0,-100.0
299201,-100.0,-100.0,-100.0
299226,-100.0,-100.0,-100.0
299237,-100.0,-100.0,-100.0
299267,-100.0,-100.0,-100.0
299275,-100.0,-100.0,-100.0
299293,-100.0,-100.0,-100.0
299301,-100.0,-100.0,-100.0
299328,-100.0,-100.0,-100.0
299337,-100.0,-100.0,-100.0
299364,-100.0,-100.0,-100.0
299374,-100.0,-100.0,-100.0
299414,-100.0,-100.0,-100.0
299423,-100.0,-100.0,-100.0
299449,-100.0,-100.0,-100.0
299458,-100.0,-100.0,-100.0
299488,-100.0,-100.0,-100.0
299505,-100.0,-100.0,-100.0
299516,-100.0,-100.0,-100.0
299529,-100.0,-100.0,-100.0
299552,-100.0,-100.0,-100.0
299564,-100.0,-100.0,-100.0
299588,-100.0,-100.0,-100.0
299600,-100.0,-100.0,-100.0
