,nan_x,nan_y,ASM06EV1KY10G,2VKACLXTMOQWO,A4CHLWPHZIP7Y,A8DMLATJZOF4Q,A4AB8514GUJS5,A4WBW7FVQASZE
142378,-51.0,-69.0,-76.0,-97.0,27.0,-63.0,-49.5,26.0
142394,-51.0,-69.0,-76.0,-98.0,27.0,-63.0,-48.75,26.0
142414,-51.0,-69.0,-76.0,-98.0,27.0,-63.0,-48.0,26.0
142426,-51.0,-69.0,-76.0,-98.0,27.0,-63.0,-48.0,26.0
142438,-51.0,-69.0,-76.0,-98.0,27.0,-63.0,-47.666666666666664,26.0
142464,-51.0,-69.0,-76.0,-98.0,27.0,-63.0,-47.333333333333336,26.0
142466,-51.0,-69.0,-76.0,-98.0,27.0,-63.0,-47.0,26.0
142522,-51.0,-69.0,-76.0,-98.0,27.0,-63.0,-47.0,26.0
142535,-51.0,-69.0,-76.0,-98.0,27.0,-63.0,-47.0,26.0
142541,-51.0,-69.0,-76.0,-98.0,27.0,-63.0,-46.75,26.0
142547,-51.0,-69.0,-76.0,-98.0,27.0,-63.0,-46.5,26.0
142551,-51.0,-69.0,-76.0,-97.88888888888889,27.0,-63.0,-46.25,26.0
142566,-51.0,-69.0,-76.0,-97.77777777777777,27.0,-63.0,-46.0,26.0
142568,-51.0,-69.0,-76.0,-97.66666666666667,27.0,-63.0,-46.0,26.0
142573,-51.0,-69.0,-76.0,-97.55555555555556,27.0,-63.0,-46.0,26.0
142576,-51.0,-69.0,-76.0,-97.44444444444444,27.0,-63.0,-45.5,26.0
142584,-51.0,-69.0,-76.0,-97.33333333333333,27.0,-63.0,-45.0,26.0
142587,-51.0,-69.0,-76.0,-97.22222222222223,27.0,-63.0,-44.5,26.0
142597,-51.0,-69.0,-76.0,-97.11111111111111,27.0,-63.0,-44.0,26.0
142598,-51.0,-69.0,-76.0,-97.0,27.0,-63.0,-44.0,26.0
142608,-51.0,-69.0,-76.0,-97.0,27.0,-63.0,-44.0,26.0
142632,-51.0,-69.0,-76.0,-97.0,27.0,-63.0,-42.0,26.0
142634,-51.0,-69.0,-76.0,-97.0,27.0,-63.0,-42.0,26.0
142745,-51.0,-69.0,-76.0,-97.0,27.0,-63.0,-42.0,26.0
142764,-51.0,-69.0,-76.0,-97.0,27.0,-63.0,-42.0,26.0
142769,-51.0,-69.0,-76.0,-97.33333333333333,27.0,-63.0,-42.0,26.0
142777,-51.0,-69.0,-76.0,-97.66666666666667,27.0,-63.0,-42.0,26.0
142780,-51.0,-69.0,-76.0,-98.0,27.0,-63.0,-42.0,26.0
142794,-51.0,-69.0,-76.0,-98.0,27.0,-63.0,-42.0,26.0
142798,-51.0,-69.0,-76.0,-98.0,27.0,-63.0,-42.0,26.0
142809,-51.0,-69.0,-76.0,-98.0,27.0,-63.0,-42.0,26.0
142816,-51.0,-69.0,-76.0,-98.0,27.0,-63.0,-42.0,26.0
142817,-51.0,-69.0,-76.0,-98.0,27.0,-63.0,-42.0,26.0
142834,-51.0,-69.0,-76.0,-98.0,27.0,-63.0,-41.0,26.0
142835,-51.0,-69.0,-76.0,-98.0,27.0,-63.0,-41.0,26.0
142843,-51.0,-69.0,-76.0,-98.0,27.0,-63.0,-41.0,26.0
142858,-51.0,-69.0,-76.0,-98.0,27.0,-63.0,-41.0,26.0
142861,-51.0,-69.0,-76.0,-98.0,27.0,-63.0,-40.666666666666664,26.0
142862,-51.0,-69.0,-76.0,-98.0,27.0,-63.0,-40.333333333333336,26.0
142868,-51.0,-69.0,-76.0,-97.66666666666667,27.0,-63.0,-40.0,26.0
142889,-51.0,-69.0,-76.0,-97.33333333333333,27.0,-63.0,-40.0,26.0
142909,-51.0,-69.0,-76.0,-97.0,27.0,-63.0,-40.0,26.0
142914,-51.0,-69.0,-76.0,-97.0,27.0,-63.0,-40.0,26.0
143168,-51.0,-69.0,-76.0,-96.0,27.0,-63.0,-40.0,26.0
143185,-51.0,-69.0,-76.0,-95.0,27.0,-63.0,-40.0,26.0
143217,-51.0,-69.0,-76.0,-95.0,27.0,-63.0,-40.0,26.0
143342,-51.0,-69.0,-76.0,-95.5,27.0,-63.0,-40.0,26.0
143352,-51.0,-69.0,-76.0,-96.0,27.0,-63.0,-40.0,26.0
143380,-51.0,-69.0,-76.0,-96.0,27.0,-63.0,-40.0,26.0
143439,-51.0,-69.0,-76.0,-96.0,27.0,-63.0,-40.0,26.0
143447,-51.0,-69.0,-76.0,-96.0,27.0,-63.0,-40.0,26.0
143462,-51.0,-69.0,-76.0,-96.0,27.0,-63.0,-40.0,26.0
143472,-51.0,-69.0,-76.0,-96.0,27.0,-63.0,-40.0,26.0
143487,-50.0,-69.0,-76.0,-96.0,27.0,-63.0,-40.0,26.0
143507,-49.0,-69.0,-76.0,-96.0,27.0,-63.0,-40.0,26.0
143518,-48.0,-69.0,-76.0,-96.16666666666667,27.0,-63.0,-40.0,26.0
143533,-47.0,-69.0,-76.0,-96.33333333333333,27.0,-63.0,-39.5,26.0
143534,-46.5,-69.0,-76.0,-96.5,27.0,-63.0,-39.0,26.0
143548,-46.0,-69.0,-76.0,-96.66666666666667,27.0,-63.0,-39.0,26.0
143564,-45.8,-69.0,-76.0,-96.83333333333333,27.0,-63.0,-39.0,26.0
143565,-45.6,-69.0,-76.0,-97.0,27.0,-63.0,-38.666666666666664,26.0
143569,-45.4,-69.0,-76.0,-97.0,27.0,-63.0,-38.333333333333336,26.0
143571,-45.2,-69.0,-76.0,-97.0,27.0,-63.0,-38.0,26.0
143573,-45.0,-69.0,-76.0,-97.0,27.0,-63.0,-38.0,26.0
143582,-44.5,-69.0,-76.0,-97.0,27.0,-63.0,-38.0,26.0
143589,-44.0,-69.0,-76.0,-97.0,27.0,-63.0,-37.5,26.0
143592,-43.333333333333336,-69.0,-76.0,-97.0,27.0,-63.0,-37.0,26.0
143599,-42.666666666666664,-69.0,-76.0,-97.0,27.0,-63.0,-37.0,26.0
143604,-42.0,-69.0,-76.0,-97.0,27.0,-63.0,-37.0,26.0
143618,-41.5,-69.0,-76.0,-97.0,27.0,-63.0,-37.0,26.0
143619,-41.0,-69.0,-76.0,-97.0,27.0,-63.0,-37.0,26.0
143634,-40.0,-69.0,-76.0,-97.0,27.0,-63.0,-37.0,26.0
143649,-39.5,-69.0,-76.0,-97.0,27.0,-63.0,-37.0,26.0
143651,-39.0,-69.0,-76.0,-97.0,27.0,-63.0,-37.0,26.0
143659,-38.5,-69.0,-76.0,-97.0,27.0,-63.0,-37.0,26.0
143665,-38.0,-69.0,-76.0,-97.0,27.0,-63.0,-37.0,26.0
143667,-37.75,-69.0,-76.0,-97.0,27.0,-63.0,-37.0,26.0
143673,-37.5,-69.0,-76.0,-97.0,27.0,-63.0,-37.0,26.0
143685,-37.25,-69.0,-76.0,-97.0,27.0,-63.0,-37.0,26.0
143691,-37.0,-69.0,-76.0,-97.0,27.0,-63.0,-37.0,26.0
143707,-36.0,-69.0,-76.0,-97.0,27.0,-63.0,-37.0,26.0
143712,-35.5,-69.0,-76.0,-97.0,27.0,-63.0,-37.0,26.0
143722,-35.0,-69.0,-76.0,-97.0,27.0,-63.0,-37.0,26.0
143737,-34.0,-69.0,-76.0,-97.5,27.0,-63.0,-37.0,26.0
143739,-33.0,-69.0,-76.0,-98.0,27.0,-63.0,-37.0,26.0
143752,-32.0,-69.0,-76.0,-98.0,27.0,-63.0,-37.0,26.0
143768,-31.0,-69.0,-76.0,-98.0,27.0,-63.0,-37.0,26.0
143783,-30.0,-69.0,-76.0,-98.0,27.0,-63.0,-37.0,26.0
143798,-29.0,-69.0,-76.0,-98.0,27.0,-63.0,-37.0,26.0
143807,-28.5,-69.0,-76.0,-98.0,27.0,-63.0,-37.0,26.0
143815,-28.0,-69.0,-76.0,-98.0,27.0,-63.0,-37.0,26.5
143823,-27.5,-69.0,-76.0,-98.0,27.0,-63.0,-37.0,27.0
143840,-27.0,-69.0,-76.0,-98.0,27.0,-63.0,-37.0,28.0
143848,-26.5,-69.0,-76.0,-98.0,27.0,-63.0,-37.0,28.333333333333332
143855,-26.0,-69.0,-76.0,-98.0,27.0,-63.0,-37.0,28.666666666666668
143857,-25.5,-69.0,-76.0,-98.0,27.0,-63.0,-37.0,29.0
143870,-25.0,-69.0,-76.0,-98.0,27.0,-63.0,-37.0,29.5
143873,-24.666666666666668,-69.0,-76.0,-98.0,27.0,-63.0,-37.0,30.0
143884,-24.333333333333332,-69.0,-76.0,-98.0,27.0,-63.0,-37.0,30.666666666666668
143886,-24.0,-69.0,-76.0,-97.83333333333333,27.0,-63.0,-37.0,31.333333333333332
143890,-23.333333333333332,-69.0,-76.0,-97.66666666666667,27.0,-63.0,-37.0,32.0
143898,-22.666666666666668,-69.0,-76.0,-97.5,27.0,-63.0,-37.0,32.333333333333336
143901,-22.0,-69.0,-76.0,-97.33333333333333,27.0,-63.0,-37.0,32.666666666666664
143907,-21.5,-69.0,-76.0,-97.16666666666667,27.0,-63.0,-37.0,33.0
143916,-21.0,-69.0,-76.0,-97.0,27.0,-63.0,-37.0,33.5
143923,-20.5,-69.0,-76.0,-97.0,27.0,-63.0,-37.0,34.0
143933,-20.0,-69.0,-76.0,-97.0,27.0,-63.0,-37.0,34.0
143937,-19.5,-69.0,-76.0,-97.0,27.0,-63.0,-37.0,34.0
143947,-19.0,-69.0,-76.0,-97.0,27.0,-63.0,-37.0,34.0
143971,-18.0,-69.0,-76.0,-97.0,27.0,-63.0,-37.0,34.0
143987,-17.0,-69.0,-76.0,-96.5,27.0,-63.0,-37.0,34.0
143992,-16.5,-69.0,-76.0,-96.0,27.0,-63.0,-37.0,34.0
144004,-16.0,-69.0,-76.0,-96.0,27.0,-63.0,-37.0,34.0
144018,-15.5,-69.0,-76.0,-96.0,27.0,-63.0,-37.0,34.0
144019,-15.0,-69.0,-76.0,-96.0,27.0,-63.0,-37.0,34.0
144021,-14.5,-69.0,-76.0,-96.0,27.0,-63.0,-37.0,34.0
144034,-14.0,-69.0,-76.0,-96.0,27.0,-63.0,-37.0,34.5
144042,-14.0,-69.0,-76.0,-96.0,27.0,-63.0,-37.0,35.0
144049,-14.0,-69.0,-76.0,-96.0,27.0,-63.0,-37.0,35.5
144058,-14.0,-69.0,-76.0,-96.0,27.0,-63.0,-37.0,36.0
144069,-14.0,-69.0,-76.0,-96.0,27.0,-63.0,-37.0,36.5
144076,-14.0,-69.0,-76.0,-96.0,27.0,-63.0,-37.0,37.0
144083,-14.0,-69.0,-76.0,-96.0,27.0,-63.0,-37.0,37.5
144090,-14.0,-69.0,-76.0,-96.0,27.0,-63.0,-37.0,38.0
144092,-14.0,-69.0,-76.0,-96.0,27.0,-63.0,-37.0,38.333333333333336
144099,-14.0,-69.0,-76.0,-96.16666666666667,27.0,-63.0,-37.0,38.666666666666664
144106,-14.0,-69.0,-76.0,-96.33333333333333,27.0,-63.0,-37.0,39.0
144110,-14.0,-69.0,-76.0,-96.5,27.0,-63.0,-37.0,39.333333333333336
144117,-14.0,-69.0,-76.0,-96.66666666666667,27.0,-63.0,-37.0,39.666666666666664
144123,-14.0,-69.0,-76.0,-96.83333333333333,27.0,-63.0,-37.0,40.0
144130,-14.0,-69.0,-76.0,-97.0,27.0,-63.0,-37.0,40.0
144137,-14.0,-69.0,-76.0,-97.0,27.0,-63.0,-37.0,40.0
144140,-14.0,-69.0,-76.0,-97.0,27.0,-63.0,-37.0,40.0
144179,-14.0,-69.0,-76.0,-97.5,27.0,-63.0,-37.0,40.0
144188,-14.0,-69.0,-76.0,-98.0,27.0,-63.0,-37.0,40.0
144207,-14.0,-69.0,-76.0,-98.0,27.0,-63.0,-37.0,40.0
144210,-14.0,-69.0,-76.0,-98.0,27.0,-63.0,-37.0,40.5
144223,-14.0,-69.0,-76.0,-99.0,27.0,-63.0,-37.0,41.0
144240,-14.0,-69.0,-76.0,-100.0,27.0,-63.0,-37.0,42.0
144241,-14.0,-69.0,-76.0,-100.0,27.0,-63.0,-37.0,42.5
144257,-14.0,-69.0,-76.0,-100.0,27.0,-63.0,-37.0,43.0
144273,-14.0,-69.0,-76.0,-100.0,27.0,-63.0,-37.0,44.0
144290,-14.0,-69.0,-76.0,-100.0,27.0,-63.0,-37.0,46.0
144295,-14.0,-69.0,-76.0,-100.0,27.0,-63.0,-37.0,46.0
144300,-14.0,-69.0,-76.0,-100.0,27.0,-63.0,-37.0,46.0
144309,-14.0,-69.0,-76.0,-100.0,27.0,-63.0,-37.0,46.0
144317,-14.0,-69.0,-76.0,-100.0,27.0,-63.0,-37.0,46.0
144319,-14.0,-69.0,-76.0,-100.0,27.0,-63.0,-37.0,46.0
144335,-14.0,-69.0,-76.0,-100.0,27.0,-63.0,-36.0,46.0
144336,-14.0,-69.0,-76.0,-100.0,27.0,-63.0,-36.0,46.0
144344,-14.0,-69.0,-76.0,-100.0,27.0,-63.0,-36.0,46.0
144345,-14.0,-69.0,-76.0,-100.0,27.0,-63.0,-36.0,46.0
144362,-14.0,-69.0,-76.0,-99.8,27.0,-63.0,-36.0,46.0
144370,-14.0,-69.0,-76.0,-99.6,27.0,-63.0,-35.0,46.0
144371,-14.0,-69.0,-76.0,-99.4,27.0,-63.0,-35.0,46.0
144390,-14.0,-69.0,-76.0,-99.2,27.0,-63.0,-35.0,46.0
144397,-14.0,-69.0,-76.0,-99.0,27.0,-63.0,-35.0,46.2
144398,-14.0,-69.0,-76.0,-99.0,27.0,-63.0,-35.0,46.4
144402,-14.0,-69.0,-76.0,-99.0,27.0,-63.0,-34.5,46.6
144406,-14.0,-69.0,-76.0,-99.0,27.0,-63.0,-34.0,46.8
144407,-14.0,-69.0,-76.0,-99.0,27.0,-63.0,-34.0,47.0
144423,-14.0,-69.0,-76.0,-98.75,27.0,-63.0,-34.0,48.0
144440,-14.0,-69.0,-76.0,-98.5,27.0,-63.0,-34.0,49.0
144443,-14.0,-69.0,-76.0,-98.25,27.0,-63.0,-34.0,49.333333333333336
144447,-14.0,-69.0,-76.0,-98.0,27.0,-63.0,-34.0,49.666666666666664
144456,-14.0,-69.0,-76.0,-98.0,27.0,-63.0,-34.0,50.0
144473,-14.0,-69.0,-76.0,-98.0,27.0,-63.0,-34.0,51.0
144490,-14.0,-69.0,-76.0,-98.0,27.0,-63.0,-34.0,52.0
144542,-14.0,-69.0,-76.0,-98.0,27.0,-63.0,-34.0,52.0
144562,-14.0,-69.0,-76.0,-98.0,27.0,-63.0,-34.0,52.0
144573,-14.0,-69.0,-76.0,-98.0,27.0,-63.0,-34.0,52.0
144583,-14.0,-69.0,-76.0,-98.0,27.0,-63.0,-34.0,52.5
144600,-14.0,-69.0,-76.0,-98.0,27.0,-63.0,-34.0,53.0
144613,-14.0,-69.0,-76.0,-98.0,27.0,-63.0,-34.0,53.5
144615,-14.0,-69.0,-76.0,-98.0,27.0,-63.0,-34.0,54.0
144622,-14.0,-69.0,-76.0,-98.25,27.0,-63.0,-34.0,54.5
144637,-14.0,-69.0,-76.0,-98.5,27.0,-63.0,-34.0,55.0
144640,-14.0,-69.0,-76.0,-98.75,27.0,-63.0,-34.0,55.5
144648,-14.0,-69.0,-76.0,-99.0,27.0,-63.0,-34.0,56.0
144650,-14.0,-69.0,-76.0,-99.0,27.0,-63.0,-34.0,56.5
144656,-14.0,-69.0,-76.0,-99.0,27.0,-63.0,-34.0,57.0
144668,-14.0,-69.0,-76.0,-99.0,27.0,-63.0,-34.0,57.5
144673,-14.0,-69.0,-76.0,-99.0,27.0,-63.0,-34.0,58.0
144686,-14.0,-69.0,-76.0,-99.0,27.0,-63.0,-34.0,58.5
144690,-14.0,-69.0,-76.0,-99.0,27.0,-63.0,-34.0,59.0
144719,-14.0,-69.0,-76.0,-99.0,27.0,-63.0,-34.0,59.0
144777,-14.0,-69.0,-76.0,-99.0,27.0,-63.0,-34.0,59.0
144824,-14.0,-69.0,-76.0,-98.0,27.0,-63.0,-34.0,59.0
144919,-14.0,-69.0,-76.0,-98.0,27.0,-63.0,-34.0,59.0
144922,-14.0,-69.0,-76.0,-98.0,27.0,-63.0,-34.0,59.0
144936,-14.0,-69.0,-76.0,-98.0,27.0,-63.0,-34.0,59.0
144945,-14.0,-69.0,-76.0,-98.0,27.0,-63.0,-34.0,59.0
144949,-14.0,-69.0,-76.0,-98.0,27.0,-63.0,-34.0,59.0
144962,-14.0,-69.0,-75.5,-98.0,27.0,-63.0,-34.0,59.0
144967,-14.0,-69.0,-75.0,-98.0,27.0,-63.0,-34.0,59.0
144970,-14.0,-69.0,-75.0,-98.0,27.0,-63.0,-34.0,59.0
144984,-14.0,-69.0,-74.0,-98.0,27.0,-63.0,-34.0,59.0
144986,-14.0,-69.0,-74.0,-98.0,27.0,-63.0,-34.0,59.0
144993,-14.0,-69.0,-73.5,-98.0,27.0,-63.0,-34.0,59.0
145001,-14.0,-69.0,-73.0,-98.0,27.0,-63.0,-34.0,59.0
145003,-14.0,-69.0,-73.0,-98.0,27.0,-63.0,-34.0,59.0
145012,-14.0,-69.0,-72.5,-98.0,27.0,-63.0,-34.0,59.0
145019,-14.0,-69.0,-72.0,-98.0,27.0,-63.0,-34.0,59.0
145021,-14.0,-69.0,-72.0,-98.0,27.0,-63.0,-34.0,59.0
145028,-14.0,-69.0,-71.66666666666667,-98.0,27.0,-63.0,-34.0,59.0
145036,-14.0,-69.0,-71.33333333333333,-98.125,27.0,-63.0,-34.0,59.0
145037,-14.0,-69.0,-71.0,-98.25,27.0,-63.0,-33.666666666666664,59.0
145039,-14.0,-69.0,-71.0,-98.375,27.0,-63.0,-33.333333333333336,59.0
145051,-14.0,-69.0,-70.0,-98.5,27.0,-63.0,-33.0,59.0
145054,-14.0,-69.0,-69.0,-98.625,27.0,-63.0,-33.0,59.0
145056,-14.0,-69.0,-69.0,-98.75,27.0,-63.0,-33.0,59.0
145071,-14.0,-69.0,-68.0,-98.875,27.0,-63.0,-33.0,59.0
145074,-14.0,-69.0,-68.0,-99.0,27.0,-63.0,-33.0,59.0
145078,-14.0,-69.0,-67.66666666666667,-99.0,27.0,-63.0,-33.0,59.0
145086,-14.0,-69.0,-67.33333333333333,-99.0,27.0,-63.0,-32.0,59.0
145088,-14.0,-69.0,-67.0,-99.0,27.0,-63.0,-32.0,59.0
145107,-14.0,-69.0,-67.0,-99.0,27.0,-63.0,-32.0,59.0
145112,-14.0,-69.0,-67.0,-99.0,27.0,-63.0,-32.0,59.0
145121,-14.0,-69.0,-67.0,-99.0,27.0,-63.0,-31.0,59.0
145123,-14.0,-69.0,-67.0,-99.0,27.0,-63.0,-31.0,59.0
145204,-14.0,-69.0,-67.0,-99.0,27.0,-63.0,-31.0,59.0
145207,-14.0,-69.0,-67.0,-98.66666666666667,27.0,-63.0,-31.0,59.0
145211,-14.0,-69.0,-67.0,-98.33333333333333,27.0,-63.0,-31.0,59.0
145268,-14.0,-69.0,-67.0,-98.0,27.0,-63.0,-31.0,59.0
145275,-14.0,-69.0,-67.0,-98.0,27.0,-63.0,-31.0,59.0
145278,-14.0,-69.0,-67.0,-98.0,27.0,-63.0,-31.0,59.0
145313,-14.0,-69.0,-67.0,-98.0,27.0,-63.0,-31.0,59.0
145317,-14.0,-69.0,-67.0,-98.0,27.0,-63.0,-31.0,59.0
145329,-14.0,-69.0,-67.0,-98.0,27.0,-63.0,-31.0,59.0
145353,-14.0,-69.0,-67.0,-97.0,27.0,-63.0,-31.0,59.0
145385,-14.0,-69.0,-67.0,-97.0,27.0,-63.0,-31.0,59.0
145391,-14.0,-69.0,-67.0,-97.0,27.0,-63.0,-31.0,59.0
145399,-14.0,-69.0,-67.0,-96.75,27.0,-63.0,-31.0,59.0
145414,-14.0,-69.0,-67.0,-96.5,27.0,-63.0,-31.0,59.0
145419,-14.0,-69.0,-67.0,-96.25,27.0,-63.0,-31.0,59.0
145442,-14.0,-69.0,-67.0,-96.0,27.0,-63.0,-31.0,59.0
145445,-14.0,-69.0,-67.0,-96.0,27.0,-63.0,-31.0,59.0
145448,-14.0,-69.0,-67.0,-96.0,27.0,-63.0,-31.0,59.0
145464,-14.0,-69.0,-67.0,-95.75,27.0,-63.0,-31.0,59.0
145465,-14.0,-69.0,-67.0,-95.5,27.0,-63.0,-31.0,59.0
145473,-14.0,-69.0,-67.0,-95.25,27.0,-63.0,-31.0,59.0
145484,-14.0,-69.0,-67.0,-95.0,27.0,-63.0,-31.0,59.0
145490,-14.0,-69.0,-67.0,-95.0,27.0,-63.0,-31.0,59.0
145497,-14.0,-69.0,-67.0,-95.0,27.0,-63.0,-31.0,59.0
145501,-14.0,-69.0,-67.0,-95.0,27.0,-63.0,-31.0,59.0
145516,-14.0,-69.0,-67.0,-95.0,27.0,-63.0,-31.0,59.0
145524,-14.0,-69.0,-67.0,-95.0,27.0,-63.0,-31.0,59.0
145528,-14.0,-69.0,-67.0,-95.0,27.0,-63.0,-31.0,59.0
145539,-14.0,-69.0,-67.0,-94.75,27.0,-63.0,-31.0,59.0
145543,-14.0,-69.0,-67.0,-94.5,27.0,-63.0,-31.0,59.0
145556,-14.0,-69.0,-67.0,-94.25,27.0,-63.0,-31.0,59.0
145562,-14.0,-69.0,-67.0,-94.0,27.0,-63.0,-31.0,59.0
145573,-14.0,-69.0,-67.0,-94.0,27.0,-63.0,-31.0,59.0
145584,-14.0,-69.0,-67.0,-93.66666666666667,27.0,-63.0,-31.0,59.0
145592,-14.0,-69.0,-67.0,-93.33333333333333,27.0,-63.0,-31.0,59.0
145604,-14.0,-69.0,-67.0,-93.0,27.0,-63.0,-31.0,59.0
145610,-14.0,-68.75,-67.0,-93.0,27.0,-63.0,-31.0,59.0
145613,-14.0,-68.5,-67.0,-93.0,27.0,-63.0,-31.0,59.0
145619,-14.0,-68.25,-67.0,-93.0,27.0,-63.0,-31.0,59.0
145621,-14.0,-68.0,-67.0,-93.0,27.0,-63.0,-31.0,59.0
145624,-14.0,-67.33333333333333,-67.0,-93.0,27.0,-63.0,-31.0,59.0
145638,-14.0,-66.66666666666667,-67.0,-92.33333333333333,27.0,-63.0,-31.0,59.0
145654,-14.0,-66.0,-67.0,-91.66666666666667,27.0,-63.0,-31.0,59.0
145660,-14.0,-65.75,-67.0,-91.0,27.0,-63.0,-31.0,59.0
145667,-14.0,-65.5,-67.0,-91.0,27.0,-63.0,-31.0,59.0
145669,-14.0,-65.25,-67.0,-90.8,27.0,-63.0,-31.0,59.0
145671,-14.0,-65.0,-67.0,-90.6,27.0,-63.0,-31.0,59.0
145688,-14.0,-64.0,-67.0,-90.4,27.0,-63.0,-31.0,59.0
145690,-14.0,-63.75,-67.0,-90.2,27.0,-63.0,-31.0,59.0
145693,-14.0,-63.5,-67.0,-90.0,27.0,-63.0,-31.0,59.0
145697,-14.0,-63.25,-67.0,-90.0,27.0,-63.0,-31.0,59.0
145704,-14.0,-63.0,-67.0,-90.0,27.0,-63.0,-31.0,59.0
145715,-14.0,-62.0,-67.0,-90.0,27.0,-63.0,-31.0,59.0
145722,-14.0,-61.0,-67.0,-90.0,27.0,-63.0,-31.0,59.0
145726,-14.0,-61.0,-67.0,-90.0,27.0,-63.0,-31.0,59.0
145740,-14.0,-61.0,-67.0,-90.0,27.0,-63.0,-31.0,59.0
145743,-14.0,-61.0,-67.0,-89.85714285714286,27.0,-63.0,-31.0,59.0
145753,-14.0,-61.0,-67.0,-89.71428571428571,27.0,-63.0,-31.0,59.0
145754,-14.0,-61.0,-67.0,-89.57142857142857,27.0,-63.0,-31.0,59.0
145761,-14.0,-61.0,-67.0,-89.42857142857143,27.0,-63.0,-31.0,59.0
145780,-14.0,-61.0,-67.0,-89.28571428571429,27.0,-63.0,-31.0,59.0
145784,-14.0,-61.0,-67.0,-89.14285714285714,27.0,-63.0,-31.0,59.0
145804,-14.0,-61.0,-67.0,-89.0,27.0,-63.0,-31.0,59.0
145814,-14.0,-61.0,-67.0,-89.0,27.0,-63.0,-31.0,59.0
145821,-14.0,-61.0,-67.0,-88.85714285714286,27.0,-63.0,-31.0,59.0
145826,-14.0,-61.0,-67.0,-88.71428571428571,27.0,-63.0,-31.0,59.0
145849,-14.0,-61.0,-67.0,-88.57142857142857,27.0,-63.0,-31.0,59.0
145857,-14.0,-61.0,-67.0,-88.42857142857143,27.0,-63.0,-31.0,59.0
145891,-14.0,-61.0,-67.0,-88.28571428571429,27.0,-63.0,-31.0,59.0
145895,-14.0,-61.0,-67.0,-88.14285714285714,27.0,-63.0,-31.0,59.0
145907,-14.0,-61.0,-67.0,-88.0,27.0,-63.0,-31.0,59.0
145920,-14.0,-61.0,-67.0,-88.0,27.0,-63.0,-31.0,59.0
145944,-14.0,-61.0,-67.0,-88.0,27.0,-63.0,-31.0,59.0
145954,-14.0,-61.0,-67.0,-88.0,27.0,-63.0,-31.0,59.0
145955,-14.0,-61.0,-67.0,-88.0,27.0,-63.0,-31.0,59.0
145994,-14.0,-61.0,-67.0,-88.0,27.0,-63.0,-31.0,59.0
146001,-14.0,-61.0,-67.0,-88.0,27.0,-63.0,-31.0,59.0
146009,-14.0,-61.0,-67.0,-88.0,27.0,-63.0,-31.0,59.0
146022,-14.0,-61.0,-67.0,-88.0,27.0,-63.0,-31.0,59.0
146035,-14.0,-61.0,-67.0,-88.0,27.0,-63.0,-31.0,59.0
146049,-14.0,-61.0,-67.0,-88.0,27.0,-63.0,-31.0,59.0
146084,-14.0,-61.0,-67.0,-88.0,27.0,-63.0,-31.0,59.0
146088,-14.0,-61.0,-67.0,-88.0,27.0,-63.0,-31.0,59.0
146098,-14.0,-61.0,-67.0,-88.0,27.0,-63.0,-31.0,59.0
146103,-14.0,-61.0,-67.0,-88.0,27.0,-63.0,-31.0,59.0
146148,-14.0,-61.0,-67.0,-88.0,27.0,-63.0,-31.0,59.0
146157,-14.0,-61.0,-67.0,-88.0,27.0,-63.0,-31.0,59.0
146164,-14.0,-61.0,-67.0,-88.0,27.0,-63.0,-31.0,59.0
146181,-14.0,-61.0,-67.0,-88.0,27.0,-63.0,-31.0,59.0
146185,-14.0,-61.0,-67.0,-88.0,27.0,-63.0,-31.0,59.0
146192,-14.0,-61.0,-67.0,-88.0,27.0,-63.0,-31.0,59.0
146203,-14.0,-61.0,-67.0,-87.93333333333334,27.0,-63.0,-31.0,59.0
146208,-14.0,-61.0,-67.0,-87.86666666666666,27.0,-63.0,-31.0,59.0
146209,-14.0,-61.0,-67.0,-87.8,27.0,-63.0,-31.0,59.0
146213,-14.0,-61.0,-67.0,-87.73333333333333,27.0,-63.0,-31.0,59.0
146234,-14.0,-61.0,-67.0,-87.66666666666667,27.0,-63.0,-31.0,59.0
146243,-14.0,-61.0,-67.0,-87.6,27.0,-63.0,-31.0,59.0
146245,-14.0,-61.0,-67.0,-87.53333333333333,27.0,-63.0,-31.0,59.0
146261,-14.0,-61.0,-67.0,-87.46666666666667,27.0,-63.0,-31.0,59.0
146265,-14.0,-61.0,-67.0,-87.4,27.0,-63.0,-31.0,59.0
146272,-14.0,-61.0,-67.0,-87.33333333333333,27.0,-63.0,-31.0,59.0
146288,-14.0,-61.0,-67.0,-87.26666666666667,27.0,-63.0,-31.0,59.0
146300,-14.0,-61.0,-67.0,-87.2,27.0,-63.0,-31.0,59.0
146305,-14.0,-61.0,-67.0,-87.13333333333334,27.0,-63.0,-31.0,59.0
146312,-14.0,-61.0,-67.0,-87.06666666666666,27.0,-63.0,-31.0,59.0
146321,-14.0,-61.0,-67.0,-87.0,27.0,-63.0,-31.0,59.0
146340,-14.0,-61.0,-67.0,-87.0,27.0,-63.0,-31.0,59.0
146351,-14.0,-61.0,-67.0,-87.0,27.0,-63.0,-31.0,59.0
146355,-14.0,-61.0,-67.0,-87.0,27.0,-63.0,-31.0,59.0
146386,-14.0,-61.0,-67.0,-87.0,27.0,-63.0,-31.0,59.0
