Time(sec),A3UTSRN8QLKWE
184.0,100.0
185.0,100.0
186.0,100.0
187.0,100.0
188.0,100.0
189.0,100.0
190.0,100.0
191.0,100.0
192.0,100.0
193.0,100.0
194.0,100.0
195.0,100.0
196.0,100.0
197.0,100.0
198.0,100.0
199.0,100.0
200.0,100.0
201.0,100.0
202.0,100.0
203.0,100.0
204.0,100.0
205.0,100.0
206.0,100.0
207.0,100.0
208.0,100.0
209.0,100.0
210.0,100.0
211.0,100.0
212.0,100.0
213.0,100.0
214.0,100.0
215.0,100.0
216.0,100.0
217.0,100.0
218.0,100.0
219.0,100.0
220.0,100.0
221.0,100.0
222.0,100.0
223.0,100.0
224.0,100.0
225.0,100.0
226.0,100.0
227.0,100.0
228.0,100.0
229.0,85.63315656565656
230.0,32.49099300496439
231.0,-24.391172924297926
232.0,-81.57900065491783
233.0,-100.0
234.0,-100.0
235.0,-100.0
236.0,-100.0
237.0,-100.0
238.0,-100.0
239.0,-100.0
240.0,-100.0
241.0,-100.0
242.0,-100.0
243.0,-100.0
244.0,-100.0
245.0,-100.0
246.0,-100.0
247.0,-100.0
248.0,-100.0
249.0,-100.0
250.0,-100.0
251.0,-100.0
252.0,-100.0
253.0,-100.0
254.0,-100.0
255.0,-100.0
256.0,-100.0
257.0,-100.0
258.0,-100.0
259.0,-100.0
260.0,-100.0
261.0,-100.0
262.0,-100.0
263.0,-100.0
264.0,-100.0
265.0,-100.0
266.0,-100.0
267.0,-100.0
268.0,-100.0
269.0,-100.0
270.0,-100.0
271.0,-100.0
272.0,-100.0
273.0,-100.0
274.0,-100.0
275.0,-100.0
276.0,-100.0
277.0,-100.0
278.0,-100.0
279.0,-100.0
280.0,-100.0
281.0,-100.0
282.0,-100.0
283.0,-100.0
284.0,-100.0
285.0,-100.0
286.0,-100.0
287.0,-100.0
288.0,-100.0
289.0,-100.0
290.0,-100.0
291.0,-100.0
292.0,-100.0
293.0,-100.0
294.0,-100.0
295.0,-100.0
296.0,-100.0
297.0,-100.0
298.0,-100.0
299.0,-100.0
300.0,-100.0
301.0,-100.0
302.0,-87.38679356357929
303.0,-39.302554079907026
304.0,6.738366372189901
305.0,60.46603583916084
306.0,99.10619047619048
307.0,100.0
308.0,100.0
309.0,100.0
310.0,100.0
311.0,100.0
312.0,100.0
313.0,100.0
314.0,100.0
315.0,100.0
316.0,100.0
317.0,100.0
318.0,100.0
319.0,100.0
320.0,100.0
321.0,100.0
322.0,100.0
323.0,100.0
324.0,100.0
325.0,100.0
326.0,100.0
327.0,100.0
328.0,100.0
329.0,100.0
330.0,100.0
331.0,100.0
332.0,100.0
333.0,100.0
334.0,100.0
335.0,100.0
336.0,100.0
337.0,100.0
338.0,100.0
339.0,100.0
340.0,100.0
341.0,100.0
342.0,100.0
343.0,100.0
344.0,100.0
345.0,99.85714285714286
346.0,79.55919913419913
347.0,25.089468864468863
348.0,-29.04834022186963
349.0,-81.36132756132756
350.0,
351.0,
352.0,
353.0,
354.0,
355.0,
356.0,
357.0,
358.0,
359.0,
360.0,
361.0,
362.0,
363.0,
364.0,
365.0,
366.0,
367.0,
368.0,
369.0,
370.0,
371.0,
372.0,
373.0,
374.0,
375.0,
376.0,
377.0,
378.0,
379.0,
380.0,
381.0,
382.0,
383.0,
384.0,
385.0,
386.0,
387.0,
388.0,
389.0,
390.0,
391.0,
392.0,
393.0,
394.0,
395.0,
396.0,
397.0,
398.0,
399.0,
400.0,
401.0,
402.0,
403.0,
404.0,
405.0,
406.0,
407.0,
408.0,
409.0,
410.0,
411.0,
412.0,
413.0,
414.0,
415.0,
416.0,
417.0,84.35833333333333
418.0,99.23311688311688
419.0,100.0
420.0,100.0
421.0,100.0
422.0,100.0
423.0,100.0
424.0,100.0
425.0,100.0
426.0,100.0
427.0,100.0
428.0,100.0
429.0,100.0
430.0,100.0
431.0,100.0
432.0,100.0
433.0,100.0
434.0,100.0
435.0,100.0
436.0,100.0
437.0,100.0
438.0,100.0
439.0,100.0
440.0,100.0
441.0,100.0
442.0,100.0
443.0,100.0
444.0,100.0
445.0,100.0
446.0,71.7482638888889
447.0,25.03083233293317
448.0,
449.0,
450.0,
451.0,
452.0,
453.0,
454.0,
455.0,
456.0,
457.0,
458.0,
459.0,
460.0,
461.0,
462.0,
463.0,
464.0,
465.0,
466.0,
467.0,
468.0,
469.0,
470.0,
471.0,
472.0,
473.0,
474.0,
475.0,
476.0,
477.0,
478.0,
479.0,
480.0,
481.0,
482.0,
483.0,
484.0,
485.0,
486.0,
487.0,
488.0,-83.78095238095239
489.0,-41.09383061383061
490.0,21.544040404040405
491.0,79.34322725885227
492.0,97.83854166666666
493.0,98.359375
494.0,98.88020833333334
495.0,99.40104166666666
496.0,99.890625
497.0,100.0
498.0,99.97322404371585
499.0,99.88046448087431
500.0,99.78483606557377
501.0,99.68920765027322
502.0,99.59357923497267
503.0,99.49795081967211
504.0,99.40232240437157
505.0,99.30669398907102
506.0,99.2110655737705
507.0,99.11543715846994
508.0,99.01980874316942
509.0,98.92418032786887
510.0,98.82855191256832
511.0,98.73292349726778
512.0,98.63729508196722
513.0,98.54166666666667
514.0,98.44603825136612
515.0,98.35040983606558
516.0,98.25478142076503
517.0,98.15915300546447
518.0,98.06352459016394
519.0,97.96789617486338
520.0,97.87226775956283
521.0,97.77663934426228
522.0,94.34817720530835
523.0,67.10446428571429
524.0,
525.0,
526.0,
527.0,
528.0,
529.0,
530.0,
531.0,
532.0,
533.0,
534.0,
535.0,
536.0,
537.0,
538.0,
539.0,
540.0,
541.0,
542.0,
543.0,
544.0,
545.0,
546.0,
547.0,
548.0,
549.0,
550.0,
551.0,
552.0,
553.0,
554.0,
555.0,
556.0,
557.0,
558.0,
559.0,
560.0,
561.0,
562.0,
563.0,
564.0,
565.0,
566.0,
567.0,
568.0,
569.0,
570.0,
571.0,
572.0,
573.0,
574.0,
575.0,
576.0,
577.0,
578.0,
579.0,
580.0,
581.0,
582.0,
583.0,
584.0,
585.0,
586.0,
587.0,
588.0,
589.0,
590.0,
591.0,
592.0,
593.0,
594.0,
595.0,
596.0,
