Time(sec),AYYSG3O9FNU15
191.0,
192.0,
193.0,
194.0,
195.0,
196.0,
197.0,
198.0,
199.0,
200.0,
201.0,
202.0,
203.0,
204.0,
205.0,
206.0,
207.0,-83.9969135802469
208.0,-83.9969135802469
209.0,-83.98395061728394
210.0,-83.81327160493827
211.0,-83.59722222222221
212.0,-83.3475
213.0,-83.02250000000001
214.0,-83.0
215.0,-83.43333333333334
216.0,-94.0
217.0,-84.66666666666664
218.0,-84.66666666666666
219.0,-84.66666666666666
220.0,-84.66666666666664
221.0,
222.0,
223.0,
224.0,-49.45238095238095
225.0,-33.22826086956522
226.0,
227.0,-3.0445652173913045
228.0,-4.815879917184265
229.0,-28.246612466124663
230.0,
231.0,
232.0,
233.0,
234.0,-18.562091503267972
235.0,-17.959967320261438
236.0,
237.0,
238.0,
239.0,-5.4
240.0,
241.0,
242.0,4.04
243.0,6.5
244.0,4.25
245.0,15.943937811811114
246.0,18.8482671957672
247.0,39.73111111111111
248.0,50.72222222222222
249.0,52.166666666666664
250.0,
251.0,-8.0
252.0,-8.0
253.0,-8.0
254.0,-8.0
255.0,-8.0
256.0,-8.0
257.0,-8.0
258.0,-8.0
259.0,-8.0
260.0,-8.0
261.0,2.783333333333333
262.0,10.0
263.0,10.0
264.0,10.0
265.0,10.0
266.0,10.318650793650793
267.0,
268.0,
269.0,
270.0,
271.0,
272.0,
273.0,
274.0,
275.0,-72.3809523809524
276.0,-76.68818532818533
277.0,-77.52533783783784
278.0,-78.09966216216216
279.0,-78.67398648648648
280.0,-79.2483108108108
281.0,-79.59290540540542
282.0,
283.0,
284.0,
285.0,
286.0,
287.0,
288.0,-99.0
289.0,-99.0
290.0,-99.0
291.0,-99.0
292.0,-99.0
293.0,-99.0
294.0,-99.0
295.0,-99.0
296.0,-99.0
297.0,-99.0
298.0,-99.0
299.0,-99.0
300.0,-99.0
301.0,-99.0
302.0,-99.0
303.0,-99.0
304.0,-99.0
305.0,-99.0
306.0,-99.0
307.0,-99.0
308.0,-99.0
309.0,-99.0
310.0,-99.0
311.0,-99.0
312.0,-99.0
313.0,-99.0
314.0,-99.0
315.0,-99.0
316.0,-99.0
317.0,-99.0
318.0,-99.0
319.0,-99.0
320.0,-99.0
321.0,-99.0
322.0,-99.0
323.0,-99.0
324.0,-99.0
325.0,-99.0
326.0,-99.0
327.0,-99.0
328.0,-99.0
329.0,-99.0
330.0,-99.0
331.0,-99.0
332.0,-99.0
333.0,-99.0
334.0,-99.0
335.0,-99.0
336.0,-99.0
337.0,-99.0
338.0,-99.0
339.0,-99.0
340.0,-99.0
341.0,-99.0
342.0,-99.0
343.0,-99.0
344.0,-99.0
345.0,-99.0
346.0,-99.0
347.0,-99.0
348.0,-99.0
349.0,-99.0
350.0,-99.0
351.0,-99.0
352.0,-99.0
353.0,-99.0
354.0,-99.0
355.0,-99.0
356.0,-99.0
357.0,-99.0
358.0,-99.0
359.0,-99.0
360.0,-99.0
361.0,-99.0
362.0,-99.0
363.0,-99.0
364.0,-99.0
365.0,-99.0
366.0,-99.0
367.0,-99.0
368.0,-99.0
369.0,-99.0
370.0,-99.0
371.0,-99.0
372.0,-99.0
373.0,-99.0
374.0,-99.0
375.0,-99.0
376.0,-99.0
377.0,-99.0
378.0,-99.0
379.0,-99.0
380.0,-99.0
381.0,-99.0
382.0,-99.0
383.0,-99.0
384.0,-99.0
385.0,-99.0
386.0,-99.0
387.0,-99.0
388.0,-99.0
389.0,-99.0
390.0,-99.0
391.0,-99.0
392.0,-99.0
393.0,-99.0
394.0,-99.0
395.0,-99.0
396.0,-99.0
397.0,-99.0
398.0,-99.0
399.0,-99.0
400.0,-99.0
401.0,-99.0
402.0,-99.0
403.0,-99.0
404.0,-99.0
405.0,-99.0
406.0,-99.0
407.0,-99.0
408.0,-99.0
409.0,-99.0
410.0,-99.0
411.0,-99.0
412.0,-99.0
413.0,-99.0
414.0,-99.0
415.0,-99.0
416.0,-99.0
417.0,-99.0
418.0,-99.0
419.0,-99.0
420.0,-99.0
421.0,-99.0
422.0,-99.0
423.0,-99.0
424.0,-99.0
425.0,-99.0
426.0,-99.0
427.0,-99.0
428.0,-99.0
429.0,-99.0
430.0,-99.0
431.0,-99.0
432.0,-99.0
433.0,-99.0
434.0,-99.0
435.0,-99.0
436.0,-99.0
437.0,-99.0
438.0,-99.0
439.0,-99.0
440.0,-99.0
441.0,-99.0
442.0,-99.0
443.0,-99.0
444.0,-99.0
445.0,-99.0
446.0,-99.0
447.0,
448.0,
449.0,
450.0,
451.0,-79.78301886792453
452.0,-71.55178994622186
453.0,
454.0,
455.0,-55.07692307692308
456.0,
457.0,
458.0,
459.0,-100.0
460.0,
461.0,-100.0
462.0,-100.0
463.0,
464.0,
465.0,
466.0,
467.0,
468.0,
469.0,
470.0,
471.0,
472.0,
473.0,
474.0,
475.0,
476.0,
477.0,
478.0,
479.0,
480.0,
481.0,
482.0,
483.0,
484.0,
485.0,
486.0,
487.0,
488.0,
489.0,
490.0,
491.0,
492.0,
493.0,
494.0,
495.0,
496.0,
497.0,
498.0,
499.0,
500.0,
501.0,
502.0,
503.0,
504.0,
505.0,
506.0,
507.0,
508.0,
509.0,
510.0,
511.0,
512.0,
513.0,
514.0,
515.0,
516.0,
517.0,
518.0,
519.0,
520.0,
521.0,
522.0,
523.0,
524.0,
525.0,
526.0,
527.0,
528.0,
529.0,
530.0,
531.0,
532.0,
533.0,
534.0,
535.0,
536.0,
537.0,
538.0,
539.0,
540.0,
541.0,
542.0,
543.0,
544.0,
545.0,
546.0,
547.0,
548.0,
549.0,
550.0,
551.0,
552.0,
553.0,
554.0,
555.0,
556.0,
557.0,-99.0
558.0,
559.0,
560.0,
561.0,-99.0
562.0,-99.0
563.0,-99.0
564.0,-99.0
565.0,-99.0
566.0,-99.0
567.0,-99.0
568.0,-99.0
569.0,-99.0
570.0,-99.0
571.0,-99.0
572.0,-99.0
573.0,-99.0
574.0,-99.0
575.0,-99.0
576.0,-99.0
577.0,-99.0
578.0,-99.0
579.0,-99.0
580.0,-99.0
581.0,-99.0
582.0,-99.0
583.0,-99.0
584.0,-99.0
585.0,-99.0
586.0,-99.0
587.0,-99.0
588.0,-99.0
589.0,-99.0
590.0,-99.0
591.0,-99.0
592.0,-99.0
593.0,-99.0
594.0,-99.0
595.0,-99.0
596.0,-99.0
597.0,-99.0
598.0,-99.0
599.0,-99.0
600.0,-99.0
601.0,-99.0
602.0,-99.0
603.0,-99.0
604.0,-99.0
605.0,-99.0
606.0,-99.0
607.0,-99.0
608.0,-99.0
